"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"armor_class/antenna_target_location";"Search radar antenna";"Antenne du radar de recherche";"Antenna rilevamento radar";"Suchradarantenne";"Antena de radar";"Антенна РЛС обнаружения";"Антена РЛС виявлення";"Antena radaru";"Antena do radar de exploração";"Arama radarı anteni";"Anténa vyhledávacího radaru";"Search radar antenna";"Cari antena radar";"เสาอากาศเรดาร์ค้นหา";"탐색 레이더 안테나";"搜\t索\t雷\t达\t天\t线";"捜索\tレーダー";"搜\t索\t雷\t達";;
"armor_class/antenna_target_tagging";"Tracking radar director";"Conduite du radar de suivi";"Puntantore direzionale radar";"Leitgerät für Zielverfolgungsradar";"Director de radar de seguimiento";"Антенна РЛС сопровождения";"Антена РЛС супроводу";"Antena namierzania";"Direcionador do radar de rastreio";"Takip radarı komuta aleti";"Řízení sledovacího radaru";"Tracking radar director";"Pengatur radar pelacakan";"ตัวควบคุมเรดาร์ติดตาม";"추적 레이더";"跟\t踪\t雷\t达\t天\t线";"追尾\tレーダー";"追\t蹤\t雷\t達";;
"armor_class/antenna_target_tagging_mount";"Tracking radar director";"Conduite du radar de suivi";"Puntantore direzionale radar";"Leitgerät für Zielverfolgungsradar";"Director de radar de seguimiento";"Антенна РЛС сопровождения";"Антена РЛС супроводу";"Antena namierzania";"Direcionador do radar de rastreio";"Takip radarı komuta aleti";"Řízení sledovacího radaru";"Tracking radar director";"Pengatur radar pelacakan";"ตัวควบคุมเรดาร์ติดตาม";"추적 레이더";"跟\t踪\t雷\t达\t天\t线";"追尾\tレーダー";"追\t蹤\t雷\t達";;
"armor_class/countermeasure";"Electro-optical active protection system";"Système de protection active électro-optique";"Sistema di protezione Elettro-Ottico attivo";"Elektro-optische abstandsaktive Schutzmaßnahmen";"Sistema de protección activa electro-óptico";"Комплекс оптико-электронного подавления";"Електрооптична система активного захисту";"Aktywny optoelektroniczny system ochronny";"Sistema de proteção ativa eletro-ótico";"Elektro optik aktif koruma sistemi";"Elektro-optický systém aktivní ochrany";"Electro-optical active protection system";"Sistem perlindungan aktif elektro-optik";"ระบบป้องกันเชิงรุกทางอิเล็กทรอนิกส์-ออปติคัล";"전자 광학식 능동 방어 시스템";"光\t电\t主\t动\t防\t御\t系\t统";"電気光学式\tアクティブ\t保護\tシステム";"光\t電\t主\t動\t防\t禦\t系\t統";;
"armor_class/aps_sensor";"Active protection system";"Système de protection active";"Sistema di protezione attiva";"Abstandsaktive Schutzmaßnahmen";"Sistema de protección activa";"Комплекс активной защиты";"Система активного захисту";"System obrony aktywnej";"Sistema de proteção ativa";"Aktif koruma sistemi";"Systém aktivní ochrany";"Active protection system";"Sistem perlindungan aktif";"ระบบป้องกันเชิงรุก";"능동 방어 시스템";"主\t动\t防\t御\t系\t统";"アクティブ\t保護\tシステム";"主\t動\t防\t禦\t系\t統";;
"armor_class/aps_launcher";"Active protection system";"Système de protection active";"Sistema di Protezione Attiva";"Abstandsaktive Schutzmaßnahmen";"Sistema de protección activa";"Комплекс активной защиты";"Система активного захисту";"System obrony aktywnej";"Sistema de proteção ativa";"Aktif koruma sistemi";"Systém aktivní ochrany";"Active protection system";"Sistem perlindungan aktif";"ระบบป้องกันเชิงรุก";"능동 방어 시스템";"主\t动\t防\t御\t系\t统";"アクティブ・プロテクション・システム";"主\t動\t防\t禦\t系\t統";;
"armor_class/ex_aps_launcher";"Active protection system";"Système de protection active";"Sistema di Protezione Attiva";"Abstandsaktive Schutzmaßnahmen";"Sistema de protección activa";"Комплекс активной защиты";"Система активного захисту";"System obrony aktywnej";"Sistema de proteção ativa";"Aktif koruma sistemi";"Systém aktivní ochrany";"Active protection system";"Sistem perlindungan aktif";"ระบบป้องกันเชิงรุก";"능동 방어 시스템";"主\t动\t防\t御\t系\t统";"アクティブ・プロテクション・システム";"主\t動\t防\t禦\t系\t統";;
"armor_class/fire_control_room";"Fire control room";"Poste de conduite de tir";"Cabina di controllo di fuoco";"Feuerkontrollraum";"Sala de control de tiro";"Центральный артиллерийский пост";"Центр керування вогнем";"Przedział kierowania ogniem";"Centro de controlo de artilharia";"Ateş kontrol odası";"Místnost řízení palby";"Fire control room";"Ruang kendali tembakan";"ห้องควบคุมการยิง";"사격 통제실";"火\t控\t室";"発射制御室";"火\t控\t室";;
"armor_class/rangefinder";"Rangefinder";"Télèmètre";"Telemetro";"Entfernungsmesser";"Telémetro";"Дальномерный пост";"Далекомір";"Dalmierz";"Telémetro";"Mesafe bulucu";"Dálkoměr";"Rangefinder";"Pengintai";"เครื่องหาระยะ";"거리 측정기";"测\t距\t仪";"レンジファインダー";"測\t距\t儀";;
"armor_class/fire_director";"Fire director";"Conduite de tir";"Sistema di tiro";"Feuerleitgerät";"Director de tiro";"Артиллерийский директор";"Прилад керування вогнем";"System kierowania ogniem";"Direcionador de artilharia";"Ateş yöneticisi";"Řízení palby";"Fire director";"Pengatur arah tembakan";"ผู้กำกับการยิง";"사격통제기";"射\t击\t指\t挥\t仪";"射撃方位盤";"射\t擊\t指\t揮\t儀";;
"armor_class/fire_director_mount";"Fire director";"Conduite de tir";"Sistema di tiro";"Feuerleitgerät";"Director de tiro";"Артиллерийский директор";"Прилад керування вогнем";"System kierowania ogniem";"Direcionador de artilharia";"Ateş yöneticisi";"Řízení palby";"Fire director";"Pengatur arah tembakan";"ผู้กำกับการยิง";"사격통제기";"射\t击\t指\t挥\t仪";"射撃方位盤";"射\t擊\t指\t揮\t儀";;
"armor_class/weapon/primary";"Primary weapon";"Armement principal";"Arma primaria";"Primärbewaffnung";"Arma primaria";"Основное вооружение";"Основне озброєння";"Uzbrojenie główne";"Arma primária";"Ana silah";"Hlavní zbraň";"Primary weapon";"Senjata utama";"อาวุธหลัก";"주 무장";"主\t武\t器";"主武装";"主\t武\t器";;
"armor_class/weapon/secondary";"Secondary weapon";"Armement secondaire";"Arma secondaria";"Sekundärbewaffnung";"Arma secundaria";"Дополнительное вооружение";"Додаткове озброєння";"Uzbrojenie drugorzędne";"Arma secundária";"İkincil silah";"Vedlejší zbraň";"Secondary weapon";"Senjata cadangan";"อาวุธรอง";"보조 무장";"副\t武\t器";"副武装";"副\t武\t器";;
"armor_class/weapon/machinegun";"Machine Gun";"Mitrailleuse";"Mitragliatrice";"Maschinengewehr";"Ametralladora";"Пулемёт";"Кулемет";"Karabin maszynowy";"Metralhadora";"Makineli Tüfek";"Kulomet";"Machine Gun";"Senapan Mesin";"ปืนกล";"기관총";"机\t枪";"機関銃";"機\t槍";;
"armor_class/ship_STS";"Antifragmentation armor";"Blindage anti-fragmentation";"Corazza antiframmentazione";"Splitterschutzpanzerung";"Blindaje antifragmentación";"Противоосколочная броня";"Протиосколкова броня";"Pancerz przeciwodłamkowy";"Blindagem anti-fragmentação";"Parça tesirli mühimmata karşı zırh";"Protistřepinový pancíř";"Anti-fragmentation armour";"Anti-fragmentation armor";"เกราะต้านสะเก็ด";"대파편장갑";"防\t破\t片\t装\t甲";"断片防御装甲";"防\t破\t片\t裝\t甲";;
"armor_class/ship_Wsh";"Hardened armor";"Blindage renforcé";"Corazza Indurita";"Gehärtete Panzerung";"Blindaje endurecido";"Противопульная броня";"Противокульова броня";"Pancerz utwardzany";"Blindagem reforçada";"Takviyeli zırh";"Tvrzený pancíř";"Hardened armour";"Hardened armor";"เกราะชุบแข็ง";"경화장갑";"硬\t化\t装\t甲";"硬化装甲";"硬\t化\t装\t甲";;
"armor_class/ship_RHA";"Rolled homogeneous armor";"Blindage homogène laminé";"Corazza omogenea laminata";"Gewalzter Panzerstahl (RHA)";"Blindaje laminado homogéneo";"Катаная гомогенная броня";"Катана гомогенна броня";"Pancerz jednorodny walcowany";"Armadura homogênea enrolada";"Haddelenmiş homojen zırh";"Válcovaný homogenní pancíř";"Rolled homogeneous armour";"Rolled homogeneous armor";"เกราะรีดเนื้อเดียวกัน";"균질압연장갑";"轧\t制\t均\t质\t装\t甲";"均質圧延鋼装甲";"軋\t製\t均\t質\t裝\t甲";;
"armor_class/ship_RGA";"Rolled cemented armor";"Blindage cimenté laminé";"Corazza cementata Laminata";"Oberflächengehärtete Panzerung";"Blindaje cementado laminado";"Катаная цементированная броня";"Катана цементована броня";"Pancerz ze stali Kruppa";"Armadura cimentada laminada";"Haddelenmiş çimentolu zırh";"Válcovaný cementový pancíř";"Rolled cemented armour";"Rolled cemented armor";"เกราะรีดคอนกรีต";"압연경화장갑";"表\t面\t渗\t碳\t硬\t化\t轧\t制\t装\t甲";"圧延硬化装甲";"碳\t硬\t化\t裝\t甲";;
"armor_class/ships_oil_fuel_tank";"Structural steel";"Acier de construction";"Acciaio strutturale";"Baustahl";"Acero estructural";"Конструкционная сталь";"Конструкційна сталь";"Stal konstrukcyjna";"Aço estrutural";"Yapısal çelik";"Konstrukční ocel";"Structural steel";"Baja struktur";"เหล็กโครงสร้าง";"구조용강";"结\t构\t钢";"構造用鋼";"結\t構\t鋼";;
"armor_class/ships_coal_bunker";"Coal bunker";"Soute à charbon";"Magazzino per il carbone";"Kohlebunker";"Carbonera";"Угольный бункер";"Вугільний бункер";"Bunkier węglowy";"Contentor de carvão";"Kömürlük";"Uhelný zásobník";"Coal bunker";"Penyimpanan batu bara";"ที่เก็บถ่านหิน";"저탄고";"煤\t仓";"石炭庫";"煤\t倉";;
"armor_class/steel/short";"Steel";"Acier";"Acciaio";"Stahl";"Acero";"Сталь";"Сталь";"Stal";"Aço";"Çelik";"Ocel";"Steel";"Baja";"เหล็กกล้า";"강철";"钢";"鋼";"鋼";;
"armor_class/steel_tankman";"Crew member";"Membre d'équipage";"Membro dell'equipaggio";"Besatzungsmitglied";"Tripulante";"Член экипажа";"Член екіпажу";"Członek załogi";"Membro da tripulação";"Mürettebat üyesi";"Člen osádky";"Crew member";"Anggota kru";"สมาชิกในทีม";"승무원";"乘\t员";"搭乗員";"乘\t員";;
"armor_class/tank_traks";"Traсks";"Chenilles";"Cingoli";"Gleisketten";"Orugas";"Траки";"Траки";"Gąsienice";"Esteiras/lagartas";"Paletler";"Pásy";"Ερπύστριες";"Roda rantai";"ล้อสายพาน";"무한궤도";"履\t带";"履帯";"履\t帶";;
"armor_class/optics_tank";"Optics";"Optiques";"Ottiche";"Optik";"Ópticas";"Оптика";"Оптика";"Optyka";"Ótica";"Optikler";"Optika";"Optics";"Optik";"อุปกรณ์เล็ง";"광학장비";"观\t瞄\t设\t备";"照準器";"觀\t瞄\t設\t備";;
"armor_class/car_wheels";"Chassis";"Châssis";"Telaio";"Fahrgestell";"Chasis";"Ходовая автомобилей";"Шасі";"Koła";"Chassis";"Şasi";"Podvozek";"Chassis";"Sasis";"โครงรถ";"차륜";"结\t构\t钢";"シャーシ";"結\t構\t鋼";;
"armor_class/tank_barrel";"Gun steel";"Acier de canon";"Canna";"Geschützstahl";"Acero de cañon";"Орудийная сталь";"Гарматна сталь";"Stal armatnia";"Aço de canhão";"Silah çeliği";"Hlavňová ocel";"Gun steel";"Baja senapan";"เหล็กปืน";"포신강";"炮\t钢";"砲身";"炮\t鋼";;
"armor_class/ship_wood";"Wood";"Bois";"Legno";"Holz";"Madera";"Дерево";"Дерево";"Drewno";"Madeira";"Ahşap";"Dřevo";"Wood";"Kayu";"ไม้";"목재";"木\t料";"木材";"木\t材";;
"armor_class/concrete";"Concrete";"Béton";"Cemento";"Beton";"Hormigón";"Бетон";"Бетон";"Beton";"Betão";"Beton";"Beton";"Concrete";"Beton";"คอนกรีต";"콘크리트";"混\t凝\t土";"コンクリート";"混\t凝\t土";;
"armor_class/us_era_m_60";"ERA";"Blindage réactif";"Corazza Reattiva";"ERA";"ERA";"ДЗ";"ВДЗ";"ERA";"ERA";"ERA";"ERA (výbušný reaktivní pancíř)";"ERA";"ERA";"ERA";"활성반응장갑";"爆\t炸\t反\t应\t装\t甲";"爆発反応装甲";"爆\t炸\t反\t應\t裝\t甲";;
"armor_class/ERA_ARAT";"ARAT ERA";"Blindage réactif ARAT";"ERA ARAT";"ARAT ERA";"ARAT ERA";"Динамическая защита ARAT";"ВДЗ ARAT";"ERA ARAT";"ERA ARAT";"ARAT ERA";"ARAT ERA";"ARAT ERA";"ARAT ERA";"ARAT ERA";"ARAT 활성반응장갑";"艾\t布\t拉\t姆\t斯\t反\t应\t装\t甲\t块 (ARAT)";"ARAT\t爆発反応装甲";"艾\t布\t蘭\t反\t應\t裝\t甲\t塊";;
"armor_class/ERA_ARAT_2";"ARAT 2 ERA";"Blindage réactif ARAT 2";"ERA ARAT 2";"ARAT 2 ERA";"ARAT 2 ERA";"Динамическая защита ARAT 2";"ВДЗ ARAT 2";"ERA ARAT 2";"ERA ARAT 2";"ARAT 2 ERA";"ARAT 2 ERA";"ARAT 2 ERA";"ARAT 2 ERA";"ARAT 2 ERA";"ARAT 2 활성반응장갑";"艾\t布\t拉\t姆\t斯\t反\t应\t装\t甲\t块 (ARAT) II 型";"ARAT2爆発反応装甲";"艾\t布\t蘭\t反\t應\t裝\t甲\t塊 II 型";;
"armor_class/ERA_AZUR";"AZUR ERA";"Blindage réactif AZUR";"ERA AZUR";"AZUR ERA";"AZUR ERA";"Динамическая защита AZUR";"ВДЗ AZUR";"ERA AZUR";"ERA AZUR";"AZUR ERA";"AZUR ERA";"AZUR ERA";"AZUR ERA";"AZUR ERA";"AZUR 활성반응장갑";"AZUR (城\t市\t作\t战\t套\t件) 爆\t炸\t反\t应\t装\t甲";"AZUR\t爆発反応装甲";"城\t市\t作\t戰\t套\t件\t爆\t炸\t反\t應\t裝\t甲";;
"armor_class/uk_era_romor_a";"""ROMOR-A"" ERA";"Blindage réactif ""ROMOR-A""";"Corazza «ROMOR-A»";"„ROMOR-A“ ERA";"""ROMOR-A"" ERA";"Динамическая защита ""ROMOR-A""";"ВДЗ ROMOR-A";"Pancerz reaktywny „ROMOR-A”";"ERA ""ROMOR-A""";"""ROMOR-A"" ERA";"""ROMOR-A"" ERA";"""ROMOR-A"" ERA";"""ROMOR-A"" ERA";"""ROMOR-A"" ERA";"""ROMOR-A"" 활성반응장갑";"ROMOR-A 爆\t炸\t反\t应\t装\t甲";"«ロウマー»爆発反応装甲";"ROMOR-A 爆\t炸\t反\t應\t裝\t甲";;
"armor_class/cn_era_type_59d_turret";"ERA";"Blindage réactif";"Corazza Reattiva";"ERA";"ERA";"ДЗ";"ВДЗ";"ERA";"ERA";"ERA";"ERA (výbušný reaktivní pancíř)";"ERA";"ERA";"ERA";"활성반응장갑";"爆\t炸\t反\t应\t装\t甲";"爆発反応装甲";"爆\t炸\t反\t應\t裝\t甲";;
"armor_class/cn_era_type_59d_hull";"ERA";"Blindage réactif";"Corazza Reattiva";"ERA";"ERA";"ДЗ";"ВДЗ";"ERA";"ERA";"ERA";"ERA (výbušný reaktivní pancíř)";"ERA";"ERA";"ERA";"활성반응장갑";"爆\t炸\t反\t应\t装\t甲";"爆発反応装甲";"爆\t炸\t反\t應\t裝\t甲";;
"armor_class/composite_armor_hull";"Composite armor";"Blindage composite";"Corazzatura composita";"Verbundpanzerung";"Blindaje compuesto";"Комбинированная броня";"Комбінована броня";"Pancerz kompozytowy";"Blindagem compósita";"Kompozit zırh";"Kompozitní pancíř";"Composite armour";"Lapisan armor komposit";"เกราะเนื้อผสม";"복합장갑";"复\t合\t装\t甲";"複合装甲";"複\t合\t裝\t甲";;
"armor_class/composite_armor_turret";"Composite armor";"Blindage composite";"Corazzatura composita";"Verbundpanzerung";"Blindaje compuesto";"Комбинированная броня";"Комбінована броня";"Pancerz kompozytowy";"Blindagem compósita";"Kompozit zırh";"Kompozitní pancíř";"Composite armour";"Lapisan armor komposit";"เกราะเนื้อผสม";"복합장갑";"复\t合\t装\t甲";"複合装甲";"複\t合\t裝\t甲";;
"armor_class/spaced_armor";"Spaced armor";"Blindage espacé";"Corazza Spaziata";"Schottpanzerung";"Blindaje espaciado";"Разнесённая броня";"Рознесена броня";"Ekran przeciwkumulacyjny";"Blindagem espaçada";"Boşluklu zırh";"Představný pancíř";"Spaced armour";"Spaced armor";"เกราะเว้นระยะ";"공간장갑";"间\t隙\t装\t甲";"多重空間装甲";"間\t隙\t裝\t甲";;
"armor_class/stillbrew";"Stillbrew additional armor";"Blindage supplémentaire Stillbrew";"Corazza aggiuntiva Stillbrew";"Stillbrew-Zusatzpanzerung";"Blindaje adicional Stillbrew";"Дополнительная броня Stillbrew";"Додаткова броня Stillbrew";"Dodatkowe opancerzenie Stillbrew";"Blindagem adicional Stillbrew";"Stillbrew ek zırh";"Přídavný pancíř Stillbrew";"Still-brew additional armour";"Still-brew additional armor";"เกราะเสริมสตีลบรูว์";"스틸브류 증가장갑";"“斯\t蒂\t尔\t布\t鲁”\t附\t加\t装\t甲";"スティルブリュー\t副装甲";"斯\t蒂\t爾\t布\t魯\t附\t加\t裝\t甲";;
"armor_class/stillbrew_turret_front";"Stillbrew additional armor + turret's front armor";"Blindage supplémentaire Stillbrew + blindage avant de tourelle";"Corazza aggiuntiva Stillbrew + corazza frontale torretta";"Stillbrew- & Turmfront-Zusatzpanzerung";"Blindaje adicional Stillbrew + blindaje frontal de torreta";"Дополнительная броня Stillbrew + лобовая броня башни";"Додаткова броня Stillbrew + лобова броня вежі";"Dodatkowy pancerz Stillbrew + przedni pancerz wieży";"Blindagem adicional + blindagem frontal da torre";"Stillbrew ek zırh + taret'in ön zırhı";"Přídavný pancíř Stillbrew + přední pancíř věže";"Still-brew additional armour + turret's front armour";"Still-brew additional armor + armor depan turret";"เกราะเสริมสตีลบรูว์ + เกราะหน้าป้อมปืน";"스틸브류 증가장갑 + 포탑 정면장갑";"“斯\t蒂\t尔\t布\t鲁”\t附\t加\t装\t甲 + 炮\t塔\t正\t面\t装\t甲";"スティルブリュー\t副装甲＋タレットの\t前方装甲";"“斯\t蒂\t爾\t布\t魯”\t附\t加\t裝\t甲 + 炮\t塔\t正\t面\t裝\t甲";;
"armor_class/tank_textolite";"Textolite";"Textolite";"Textolite";"Textolit";"Textolite";"Текстолит";"Тектоліт";"Kompozyt";"Textolite";"Textolite";"Textolit";"Textolite";"Textolite";"เท็กซ์โทไลท์";"텍스톨라이트";"层\t压\t合\t板";"テクストライト";"層\t壓\t合\t板";;
"armor_class/tank_ultra_porcelain";"Ultra porcelain";"Céramique";"Ultra ceramica";"Ultraporzellan";"Ultra cerámica";"Ультрафарфор";"Ультрафарфор";"Wzmocniona ceramika";"Ultraporcelana";"Ultra porcelain";"Ultra keramika";"Ultra porcelain";"Porselen ultra";"อัลตราเซรามิก";"세라믹";"高\t强\t度\t陶\t瓷";"超磁器";"高\t强\t度\t陶\t瓷";;
"armor_class/rubber_tank";"Rubber";"Caoutchouc";"Gomma";"Gummi";"Goma";"Резина";"Гума";"Guma";"Borracha";"Kauçuk";"Guma";"Rubber";"Karet";"ยาง";"고무";"橡\t胶";"ゴム";"橡\t膠";;
"armor_class/nbc_liner_tank";"Armor radiation material";"Doublure anti-radiations";"Protezione NBC";"Isolierungsmaterial gegen ABC-Bewaffnung";"Protección NBC";"Противорадиационный материал";"Протирадіаційних матеріал";"Wykładzina przeciwradiacyjna";"Blindagem de radiação";"Zırh radyasyon astarı";"Protiradiační vrstva";"Υλικό ακτινοβολίας θωράκισης";"Material radiasi armor";"วัสดุแผ่รังสีเกราะ";"방사선 차폐재";"防\t辐\t射\t装\t甲\t衬\t板";"装甲放射\tライナー";"防\t輻\t射\t裝\t甲\t襯\t板";;
"armor_class/ex_era_hull";"Explosive reactive armor";"Blindage réactif";"Corazza Reattiva Esplosiva";"Reaktivpanzerung";"Blindaje reactivo explosivo";"Динамическая защита";"Динамічний захист";"Pancerz reaktywny";"Blindagem reativa explosiva";"Patlayıcı reaktif zırh";"Výbušný reaktivní pancíř";"Θωράκιση με αντίδραση σε εκρήξεις";"Explosive reactive armor";"เกราะปฏิกิริยาระเบิด";"활성반응장갑";"爆\t炸\t反\t应\t装\t甲";"爆発反応装甲";"爆\t炸\t反\t應\t裝\t甲";;
"armor_class/ex_era_turret";"Explosive reactive armor";"Blindage réactif";"Corazza Reattiva Esplosiva";"Reaktivpanzerung";"Blindaje reactivo explosivo";"Динамическая защита";"Динамічний захист";"Pancerz reaktywny";"Blindagem reativa explosiva";"Patlayıcı reaktif zırh";"Výbušný reaktivní pancíř";"Θωράκιση με αντίδραση σε εκρήξεις";"Explosive reactive armor";"เกราะปฏิกิริยาระเบิด";"활성반응장갑";"爆\t炸\t反\t应\t装\t甲";"爆発反応装甲";"爆\t炸\t反\t應\t裝\t甲";;
"armor_class/shaft";"Propeller shaft";"Arbre de transmission";"Albero dell'elica";"Propellerwelle";"Eje de hélice";"Гребной вал";"Вал гвинта";"Wał śruby napędowej";"Eixo da hélice";"Pervane şaftı";"Hřídel lodního šroubu";"Propeller shaft";"Poros baling-baling";"เพลาหมุนใบพัด";"프로펠러 샤프트";"传\t动\t轴";"プロペラ\t軸";"螺\t旋\t槳\t傳\t動\t軸";;
"armor_class/t64a_hull_frontal_armor_array";"100 mm steel — 106 mm textolite — 20 mm steel";"100 mm d'acier - 106 mm de textolite - 20 mm d'acier";"100 mm acciaio — 106 mm textolite — 20 mm acciaio";"100 mm Stahl – 106 mm Textolit – 20 mm Stahl";"Acero 100 mm — Textolite 106 mm — Acero 20 mm";"Сталь 100 мм — текстолит 106 мм — сталь 20 мм";"Сталь 100 мм — текстоліт 106 мм — сталь 20 мм";"100 mm stal — 106 mm tekstolit — 20 mm stal";"100 mm aço — 106 mm textolite — 20 mm aço";"100 mm çelik — 106 mm textolite — 20 mm çelik";"100 mm ocel – 106 mm textolit – 20 mm ocel";"100 mm steel — 106 mm textolite — 20 mm steel";"Baja 100 mm — textolite 106 mm — baja 20 mm";"เหล็ก 100 มม. — เท็กซ์โทไลต์ 106 มม. — เหล็ก 20 มม.";"100 mm 강판 — 106 mm 텍스톨라이트 — 20 mm 강판";"100 毫\t米\t装\t甲\t钢 — 106 毫\t米\t层\t压\t合\t板 — 20 毫\t米\t装\t甲\t钢";"100mmの\t鋼 — 106 mmの\tガラス\t繊維 — 20mmの\t鋼";"100 毫\t米\t裝\t甲\t鋼 - 106 毫\t米\t層\t壓\t合\t板 - 20 毫\t米\t裝\t甲\t鋼";;
"armor_class/t64a_turret_frontal_armor_array";"steel — high hardness steel — steel";"acier - acier à haute dureté - acier";"acciaio — acciaio ad alta durezza — acciaio";"Stahl – gehärteter Stahl – Stahl";"acero — acero de alta dureza — acero";"сталь — сталь высокой твёрдости — сталь";"сталь — сталь високої твердості — сталь";"stal — stal wysoko-utwardzana — stal";"aço — aço de alta dureza — aço";"çelik — yüksek sertlikte çelik — çelik";"ocel – vysokopevnostní ocel – ocel";"steel — high hardness steel — steel";"baja — baja kekerasan tinggi— baja";"เหล็ก — เหล็กแข็งพิเศษ — เหล็ก";"강판 - 고강도 강판 - 강판";"装\t甲\t钢 — 高\t硬\t度\t装\t甲\t钢 — 装\t甲\t钢";"鋼 — 高硬度鋼 — 鋼";"裝\t甲\t鋼 - 高\t硬\t度\t裝\t甲\t鋼 - 裝\t甲\t鋼";;
"armor_class/cockpit_countrol";"Flight control system";"Système de contrôle de vol";"Sistema del Controllo di Volo (FCS)";"Flugzeugsteuerung";"Sistema de control de vuelo";"Пилотажно-навигационный комплекс";"Система керування польотом";"System kontroli lotu";"Sistema de controlo de voo";"Uçuş kontrol sistemi";"Systém ovládání letu";"Flight control system";"Sistem pengendalian penerbangan";"ระบบควบคุมการบิน";"비행 통제 장치";"飞\t行\t控\t制\t系\t统";"飛行制御\tシステム";"飛\t控\t系\t統";;
"armor_class/desc/cockpit_countrol";"If it fails, these systems cannot be used:";"En cas de défaillance, ces systèmes ne peuvent pas être utilisés:";"Se si guasta questi sistemi non possono essere usati:";"Wenn es ausfällt, können diese Systeme nicht benutzt werden:";"Si falla, no se pueden utilizar los sistemas:";"При выводе из строя отключаются системы:";"При виході зі строю відключаються системи:";"Jeśli zostanie zniszczony, następujące systemy zostaną wyłączone:";"Se falhar, sistemas não poderão ser utilizados:";"Eğer bozulursa, şu sistemler kullanılamaz:";"Pokud selže, nelze používat systémy:";"If it fails, these systems cannot be used:";"Jika gagal, sistem ini tidak bisa digunakan:";"If it fails, these systems cannot be used:";"손상될 경우, 다음 체계를 이용할 수 없게 됩니다:";"该\t模\t块\t损\t毁\t将\t导\t致\t下\t列\t系\t统\t无\t法\t运\t作：";"失敗した\t場合、\tシステムを\t使用することはできません：";"該\t模\t組\t損\t毀\t將\t導\t致\t下\t列\t系\t統\t無\t法\t運\t作：";;
"armor_class/electronic_block";"Avionics block";"Bloc avionique";"Blocco dell'avionica";"Avionik-Block";"Bloque de aviónica";"Блок БРЭО";"Блокування авіоніки";"Moduł awioniki";"Bloco de aviónica";"Aviyonik bloğu";"Blok avioniky";"Avionics block";"Blok avionik";"บล็อกอาวิโอนิกส์";"항전장비실";"航\t电\t模\t块";"アビオニクス・ブロック";"航\t電\t模\t組";;
"armor_class/desc/electronic_block";"If it fails, these systems cannot be used:";"En cas de défaillance, ces systèmes ne peuvent pas être utilisés:";"Se si guasta questi sistemi non possono essere usati:";"Wenn es ausfällt, können diese Systeme nicht benutzt werden:";"Si falla, no se pueden utilizar los sistemas:";"При выводе из строя отключаются системы:";"При виході зі строю відключаються системи:";"Jeśli zostanie zniszczony, następujące systemy zostaną wyłączone:";"Se falhar, sistemas não poderão ser utilizados:";"Eğer bozulursa, şu sistemler kullanılamaz:";"Pokud selže, nelze používat systémy:";"If it fails, these systems cannot be used:";"Jika gagal, sistem ini tidak bisa digunakan:";"If it fails, these systems cannot be used:";"손상될 경우, 다음 체계를 이용할 수 없게 됩니다:";"该\t模\t块\t损\t毁\t将\t导\t致\t下\t列\t系\t统\t无\t法\t运\t作：";"失敗した\t場合、\tシステムを\t使用することはできません：";"該\t模\t組\t損\t毀\t將\t導\t致\t下\t列\t系\t統\t無\t法\t運\t作：";;
"armor_class/optic_block";"Electro-optical station";"Station électro-optique";"Stazione elettrottica";"Elektro-optische Station";"Estación electro-óptica";"Обзорно-прицельная станция";"Електрооптична станція";"Stacja elektro-optyczna";"Estação eletro-ótica";"Elektro-optik istasyon";"Elektro-optická stanice";"Electro-optical station";"Stasiun elektro-optik";"สถานีอิเล็กโทร-ออปติก";"전자광학 스테이션";"光\t电\t瞄\t准\t系\t统";"電気光学\tステーション";"光\t電\t瞄\t準\t系\t統";;
"armor_class/desc/optic_block";"If it fails, these systems cannot be used:";"En cas de défaillance, ces systèmes ne peuvent pas être utilisés:";"Se si guasta questi sistemi non possono essere usati:";"Wenn es ausfällt, können diese Systeme nicht benutzt werden:";"Si falla, no se pueden utilizar los sistemas:";"При выводе из строя отключаются системы:";"При виході зі строю відключаються системи:";"Jeśli zostanie zniszczony, następujące systemy zostaną wyłączone:";"Se falhar, sistemas não poderão ser utilizados:";"Eğer bozulursa, şu sistemler kullanılamaz:";"Pokud selže, nelze používat systémy:";"If it fails, these systems cannot be used:";"Jika gagal, sistem ini tidak bisa digunakan:";"If it fails, these systems cannot be used:";"손상될 경우, 다음 체계를 이용할 수 없게 됩니다:";"该\t模\t块\t损\t毁\t将\t导\t致\t下\t列\t系\t统\t无\t法\t运\t作：";"失敗した\t場合、\tシステムを\t使用することはできません：";"該\t模\t組\t損\t毀\t將\t導\t致\t下\t列\t系\t統\t無\t法\t運\t作：";;
