"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"streaks/killStreak_fighter_survived";"Safe and Sound: Fighter";"Sain et sauf: Chasseur";"Sano e Salvo: Caccia";"Gesund und Munter: Jäger";"Sano y Salvo: Caza";"Цел и невредим: истребитель";"Цілий і неушкоджений: винищувач";"Cały i zdrowy: myśliwiec";"São e Salvo: Caça";"Sağ Salim: Avcı Uçağı";"V bezpečí: Stíhač";"Σώο και Αβλαβές: Μαχητικό";"Safe and Sound: Fighter";"ปลอดภัยไร้กังวล: เครื่องบินขับไล่";"은밀하고 위대하게: 전투기";"安\t然\t无\t恙：\t战\t斗\t机";"無事生還：\t戦闘機";"安\t然\t無\t恙：\t戰\t鬥\t機";;
"streaks/killStreak_fighter_survived/multiple";"Safe and Sound: Fighter";"Sain et sauf: Chasseur";"Sano e Salvo: Caccia";"Gesund und Munter: Jäger";"Sano y Salvo: Caza";"Цел и невредим: истребитель";"Цілий і неушкоджений: винищувач";"Cały i zdrowy: myśliwiec";"São e Salvo: Caça";"Sağ Salim: Avcı Uçağı";"Živý a zdravý stíhač";"Σώο και Αβλαβές: Μαχητικό";"Safe and Sound: Fighter";"ปลอดภัยไร้กังวล: เครื่องบินขับไล่";"은밀하고 위대하게: 전투기";"安\t然\t无\t恙：\t战\t斗\t机";"無事生還: 戦闘機";"安\t然\t無\t恙：\t戰\t鬥\t機";;
"streaks/killStreak_fighter_survived/other";;;;;;;;;;;;;;;;;;;;
"streaks/killStreak_fighter_survived/desc";"For preserving a fighter aircraft at the end of an aerial battle.";"Pour avoir préservé un chasseur jusqu'à la fin de la bataille aérienne.";"Per aver mantenuto un caccia fino alla fine della battaglia aerea.";"Verliehen für die sichere Rückkehr eines Jagdflugzeugs nach einer Luftschlacht.";"Por preservar un avión de combate al final de una batalla aérea.";"За сохранение истребителя по окончании воздушного сражения.";"За збереження винищувача після завершення повітряного бою.";"Za zachowanie samolotu myśliwskiego po zakończeniu bitwy powietrznej.";"Pela preservação de um caça no final de uma batalha aérea.";"Hava savaşının sonuna kadar avcı uçağı korunduğu için.";"Za zachování stíhačky na konci letecké bitvy.";"Για την επιβίωση ενός μαχητικού αεροσκάφους στο τέλος μιας εναέριας μάχης.";"Melindungi pesawat tempur di akhir pertempuran udara.";"รักษาเครื่องบินขับไล่ให้ปลอดภัยได้จนจบศึกทางอากาศ";"공중전의 마지막까지 전투기를 보전하였습니다.";"在\t空\t战\t中\t对\t自\t己\t的\t战\t斗\t机\t保\t护\t得\t当，\t未\t被\t击\t落";"空中戦の\t最後まで、\t戦闘機を\t撃墜されることなく\t生還しました。";"在\t空\t戰\t中\t對\t自\t己\t的\t戰\t鬥\t機\t保\t護\t得\t當，\t未\t被\t擊\t落";;
"streaks/killStreak_attacker_survived";"Safe and Sound: Attacker";"Sain et sauf: Avion d'assaut";"Sano e Salvo: Assaltatore";"Gesund und Munter: Schlachtflieger";"Sano y Salvo: Avión de ataque";"Цел и невредим: штурмовик";"Цілий і неушкоджений: штурмовик";"Cały i zdrowy: samolot szturmowy";"São e Salvo: Avião de ataque";"Sağ Salim: Taarruz Uçağı";"V bezpečí: Bitevník";"Σώο και Αβλαβές: Επιθετικό";"Safe and Sound: Attacker";"ปลอดภัยไร้กังวล: เครื่องบินโจมตี";"은밀하고 위대하게: 공격기";"安\t然\t无\t恙：\t攻\t击\t机";"無事生還：\t攻撃機";"安\t然\t無\t恙：\t攻\t擊\t機";;
"streaks/killStreak_attacker_survived/multiple";"Safe and Sound: Attacker";"Sain et sauf: Avion d'assaut";"Sano e Salvo: Assaltatore";"Gesund und Munter: Schlachtflugzeug";"Sano y Salvo: Avión de ataque";"Цел и невредим: штурмовик";"Цілий і неушкоджений: штурмовик";"Cały i zdrowy: samolot szturmowy";"São e Salvo: Avião de ataque";"Sağ Salim: Taarruz Uçağı";"Živý a zdravý bitevník";"Σώο και Αβλαβές: Επιθετικό";"Safe and Sound: Attacker";"ปลอดภัยไร้กังวล: เครื่องบินโจมตี";"은밀하고 위대하게: 공격기";"安\t然\t无\t恙：\t攻\t击\t机";"無事生還: 攻撃機";"安\t然\t無\t恙：\t攻\t擊\t機";;
"streaks/killStreak_attacker_survived/other";;;;;;;;;;;;;;;;;;;;
"streaks/killStreak_attacker_survived/desc";"For preserving an attacker aircraft at the end of an aerial battle.";"Pour avoir préservé un avion d'attaque jusqu'à la fin de la bataille aérienne.";"Per aver mantenuto un assaltatore fino alla fine della battaglia aerea.";"Verliehen für die sichere Rückkehr eines Schlachtflugzeugs nach einer Luftschlacht.";"Por preservar un avión de ataque al final de una batalla aérea.";"За сохранение штурмовика по окончании воздушного сражения.";"За збереження штурмовика після завершення повітряного бою.";"Za zachowanie samolotu szturmowego po zakończeniu bitwy powietrznej.";"Pela preservação de um avião de ataque no final de uma batalha aérea.";"Hava savaşının sonuna kadar taarruz uçağı korunduğu için.";"Za zachování bitevníku na konci letecké bitvy.";"Για την επιβίωση ενός επιθετικού αεροσκάφους στο τέλος μιας εναέριας μάχης.";"Melindungi pesawat penyerang di akhir pertempuran udara.";"รักษาเครื่องบินโจมตีให้ปลอดภัยได้จนจบศึกทางอากาศ";"공중전의 마지막까지 공격기를 보전하였습니다.";"在\t空\t战\t中\t对\t自\t己\t的\t攻\t击\t机\t保\t护\t得\t当，\t未\t被\t击\t落";"空中戦の\t最後まで、\t攻撃機を\t撃墜されることなく\t生還しました。";"在\t空\t戰\t中\t對\t自\t己\t的\t攻\t擊\t機\t保\t護\t得\t當，\t未\t被\t擊\t落";;
"streaks/killStreak_bomber_survived";"Safe and Sound: Bomber";"Sain et sauf: Bombardier";"Sano e Salvo: Bombardiere";"Gesund und Munter: Bomber";"Sano y Salvo: Bombardero";"Цел и невредим: бомбардировщик";"Цілий і неушкоджений: бомбардувальник";"Cały i zdrowy: bombowiec";"São e Salvo: Bombardeiro";"Sağ Salim: Bombardıman Uçağı";"V bezpečí: Bombardér";"Σώο και Αβλαβές: Βομβαρδιστικό";"Safe and Sound: Bomber";"ปลอดภัยไร้กังวล: เครื่องบินทิ้งระเบิด";"은밀하고 위대하게: 폭격기";"安\t然\t无\t恙：\t轰\t炸\t机";"無事生還：\t爆撃機";"安\t然\t無\t恙：\t轟\t炸\t機";;
"streaks/killStreak_bomber_survived/multiple";"Safe and Sound: Bomber";"Sain et sauf: Bombardier";"Sano e Salvo: Bombardiere";"Gesund und Munter: Bomber";"Sano y Salvo: Bombardero";"Цел и невредим: бомбардировщик";"Цілий і неушкоджений: бомбардувальник";"Cały i zdrowy: bombowiec";"São e Salvo: Bombardeiro";"Sağ Salim: Bombardıman Uçağı";"Živý a zdravý bombardér";"Σώο και Αβλαβές: Βομβαρδιστικό";"Safe and Sound: Bomber";"ปลอดภัยไร้กังวล: เครื่องบินทิ้งระเบิด";"은밀하고 위대하게: 폭격기";"安\t然\t无\t恙：\t轰\t炸\t机";"無事生還: 爆撃機";"安\t然\t無\t恙：\t轟\t炸\t機";;
"streaks/killStreak_bomber_survived/other";;;;;;;;;;;;;;;;;;;;
"streaks/killStreak_bomber_survived/desc";"For preserving a bomber aircraft at the end of an aerial battle.";"Pour avoir préservé un bombardier jusqu'à la fin de la bataille aérienne.";"Per aver mantenuto un bombardiere fino alla fine della battaglia aerea.";"Verliehen für die sichere Rückkehr eines Bombers nach einer Luftschlacht.";"Por preservar un avión bombardero al final de una batalla aérea.";"За сохранение бомбардировщика по окончании воздушного сражения.";"За збереження бомбардувальника після завершення повітряного бою.";"Za zachowanie bombowca po zakończeniu bitwy powietrznej.";"Pela preservação de um bombardeiro no final de uma batalha aérea.";"Hava savaşının sonuna bombardıman uçağı korunduğu için.";"Za zachování bombardéru na konci letecké bitvy.";"Για την επιβίωση ενός βομβαρδιστικού αεροσκάφους στο τέλος μιας εναέριας μάχης.";"Melindungi pesawat pengebom di akhir pertempuran udara.";"รักษาเครื่องบินทิ้งระเบิดให้ปลอดภัยได้จนจบศึกทางอากาศ";"공중전의 마지막까지 폭격기를 보전하였습니다.";"在\t空\t战\t中\t对\t自\t己\t的\t轰\t炸\t机\t保\t护\t得\t当，\t未\t被\t击\t落";"空中戦の\t最後まで、\t爆撃機を\t撃墜されることなく\t生還しました。";"在\t空\t戰\t中\t對\t自\t己\t的\t轟\t炸\t機\t保\t護\t得\t當，\t未\t被\t擊\t落";;
"streaks/defender_fighter";"Fighter Rescuer";"Sauveur de chasseurs";"Salvatore di caccia";"Jäger-Retter";"Rescatador de Cazas";"Спасатель истребителей";"Рятівник винищувачів";"Wybawca Myśliwców";"Salvador de Caças";"Avcı Uçağı Kurtarıcısı";"Zachránce stíhače";"Σωτήρας μαχητικού";"Fighter Rescuer";"ผู้กอบกู้เครื่องบินขับไล่";"전투기 구원자";"战\t斗\t机\t救\t星";"友軍機救出";"戰\t鬥\t機\t救\t星";;
"streaks/defender_fighter/other";;;;;;;;;;;;;;;;;;;;
"streaks/defender_fighter/desc";"Defended a friendly fighter.";"A défendu un chasseur ami.";"Ha difeso un caccia amico.";"Verliehen für die Verteidigung eines verbündeten Jagdflugzeugs.";"Defendido a un caza aliado.";"Защитил союзный истребитель.";"Захистив союзний винищувач.";"Obronił sojuszniczy myśliwiec.";"Caça aliado defendido.";"Bir dost avcı uçağını korudu.";"Obrana spojeneckého stíhače.";"Υπερασπίστηκε ένα φιλικό μαχητικό.";"Melindungi pesawat tempur milik sekutu.";"ปกป้องเครื่องบินขับไล่ฝ่ายเดียวกัน";"아군 전투기를 보호했습니다.";"拯\t救\t一\t架\t友\t军\t战\t斗\t机";"友軍戦闘機を\t救出した。";"拯\t救\t一\t架\t友\t軍\t戰\t鬥\t機";;
"streaks/defender_bomber";"Bomber Rescuer";"Sauveur de bombardier";"Salvatore di bombardieri";"Bomber-Retter";"Rescatador de Bombarderos";"Спасатель бомбардировщиков";"Рятівник бомбардувальників";"Wybawca Bombowców";"Salvador de Bombardeiros";"Bombardıman Uçağı Kurtarıcısı";"Zachránce bombardéru";"Σωτήρας βομβαρδιστικού";"Bomber Rescuer";"ผู้กอบกู้เครื่องบินทิ้งระเบิด";"폭격기 구원자";"轰\t炸\t机\t救\t星";"友軍爆撃機救出";"轟\t炸\t機\t救\t星";;
"streaks/defender_bomber/other";;;;;;;;;;;;;;;;;;;;
"streaks/defender_bomber/desc";"Defended a friendly bomber.";"A défendu un bombardier ou avion d'attaque allié.";"Per aver difeso un bombardiere od un assaltatore alleato.";"Einen verbündeten Bomber oder ein Angriffsflugzeug verteidigt.";"Defiende un bombardero o avión de asalto amigo.";"Защитил союзный бомбардировщик.";"Захистив союзний бомбардувальник або штурмовик.";"Obroniono sojuszniczy bombowiec lub samolot szturmowy.";"Defendeu um bombardeiro aliado ou uma aeronave de assalto.";"Dost bir bombardıman uçağını veya saldırı uçağını korudu.";"Ubránění spřáteleného bombardéru nebo bitevníku.";"Υπερασπίστηκε ένα φιλικό βομβαρδιστικό.";"Melindungi pesawat pengebom atau pesawat serbu milik rekan.";"ปกป้องเครื่องบินทิ้งระเบิดฝ่ายเดียวกัน";"아군 폭격기 또는 공격기를 보호했습니다.";"保\t护\t友\t方\t轰\t炸\t机\t或\t攻\t击\t机。";"友軍爆撃機または\t攻撃機を\t救出した。";"保\t護\t友\t方\t轟\t炸\t機\t或\t攻\t擊\t機。";;
"streaks/defender_ground";"Ground Force Rescuer";"Sauveur de forces au sol";"Salvatore di forze di terra";"Bodentruppen-Retter";"Rescatador de Fuerzas Terrestres";"Спасатель наземной техники";"Рятівник наземної техніки";"Wybawca sił naziemnych";"Salvador de Forças Terrestres";"Kara Birimi Kurtarıcısı";"Zachránce pozemní jednotky";"Σωτήρας δυνάμεων εδάφους";"Ground Force Rescuer";"ผู้กอบกู้กองกำลังภาคพื้นดิน";"지상군 구원자";"地\t面\t部\t队\t救\t星";"友軍地上部隊救出";"地\t面\t部\t隊\t救\t星";;
"streaks/defender_ground/other";;;;;;;;;;;;;;;;;;;;
"streaks/defender_ground/desc";"Defended friendly ground/water troops.";"A défendu les troupes au sol alliées d'un avion ennemi.";"Per aver difeso le truppe terrestri da aerei nemici.";"Verbündete Bodentruppen vor feindlichem Flugzeug verteidigt.";"Defiende a fuerzas terrestres aliadas de la aviación enemiga.";"Защитил союзную наземную технику.";"Захистив союзні наземні сили від ворожого літака.";"Bronił sojusznicze oddziały naziemne przed samolotami wroga.";"Defendeu tropas terrestres aliadas de aeronaves inimigas.";"Dost kara birliklerini düşman uçaklarından korudu.";"Ubránění spřátelených pozemních jednotek před nepřátelskými letouny.";"Υπερασπίστηκε φιλικά στρατεύματα στο έδαφος/νερό.";"Melindungi pasukan darat milik rekan dari pesawat musuh.";"ปกป้องกองทัพทางน้ำ/บกฝ่ายเดียวกัน";"아군 측 지상군을 적의 항공기로부터 보호했습니다.";"保\t护\t友\t方\t地\t面\t单\t位\t不\t受\t敌\t方\t飞\t机\t攻\t击。";"敵航空機から\t友軍地上部隊を\t守った。";"保\t護\t友\t軍\t地\t面\t部\t隊\t免\t受\t敵\t方\t空\t軍\t襲\t擊。";;
"streaks/defender_tank";"Tank Rescuer";"Sauveur de chars";"Soccorritore di Carri";"Panzer-Retter";"Rescatador de Tanques";"Спасатель танков";"Рятівник танків";"Wybawiciel czołgów";"Salvador de Tanques";"Tank Kurtarıcı";"Zachránce tanku";"Σωτήρας τανκ";"Tank Rescuer";"ผู้กอบกู้รถถัง";"전차 구원자";"战\t车\t救\t星";"戦車救出";"戰\t車\t救\t星";;
"streaks/defender_tank/other";;;;;;;;;;;;;;;;;;;;
"streaks/defender_tank/desc";"Defended friendly ground unit.";"A défendu une unité terrestre alliée.";"Per aver difeso una unità terrestre alleata.";"Verliehen für die Verteidigung einer verbündeten Bodeneinheit.";"Defendido unidad terrestre aliada.";"Защитил союзную наземную технику.";"Захистив союзну наземну техніку.";"Obronił sojuszniczą jednostkę naziemną.";"Unidades terrestres aliadas defendidas.";"Dost kara birimini korudu.";"Obrana spojenecké pozemní jednotky.";"Υπερασπίστηκε μια φιλική μονάδα εδάφους.";"Melindungi unit darat milik sekutu.";"ปกป้องพาหนะทางบกฝ่ายเดียวกัน";"아군 지상장비를 보호했습니다.";"拯\t救\t友\t军\t的\t地\t面\t单\t位";"友軍の\t地上部隊を\t護衛しました。";"拯\t救\t友\t軍\t的\t地\t面\t單\t位";;
"streaks/defender_tank/multiple";"Tank Rescuer";"Sauveur de chars";"Soccorritore di Carri";"Panzer-Retter";"Rescatador de Tanques";"Спасатель танков";"Рятівник танків";"Wybawiciel czołgów";"Salvador de Tanques";"Tank Kurtarıcı";"Zachránce tanku";"Σωτήρας τανκ";"Tank Rescuer";"ผู้กอบกู้รถถัง";"전차 구원자";"战\t车\t救\t星";"戦車救出";"戰\t車\t救\t星";;
"streaks/defender_ship";"Ship Rescuer";"Sauveur de navires";"Salvatore di navi";"See-Retter";"Rescatador de Buques";"Спасатель кораблей";"Рятівник кораблів";"Wybawca Okrętów";"Salvador de Navios";"Gemi Kurtarıcı";"Zachránce lodi";"Σωτήρας πλοίου";"Ship Rescuer";"ผู้กอบกู้เรือ";"함선 구원자";"舰\t船\t救\t星";"友軍艦船救出";"艦\t船\t救\t星";;
"streaks/defender_ship/other";;;;;;;;;;;;;;;;;;;;
"streaks/defender_ship/desc";"Defended friendly water troops.";"A défendu une unité marine alliée.";"Per aver difeso le unità navali alleate.";"Verliehen für die Verteidigung verbündeter Seeeinheiten.";"Defendido unidad naval aliada.";"Защитил союзную водную технику.";"Захистив союзну водну техніку.";"Obronił sojuszniczą jednostkę nawodną.";"Tropas navais aliadas defendidas.";"Dost donanma birliklerini korudu.";"Obrana spojeneckého plavidla.";"Υπερασπίστηκε φιλικές ναυτικές δυνάμεις.";"Melindungi pasukan air milik sekutu.";"ปกป้องกองทัพทางน้ำฝ่ายเดียวกัน";"아군 측 해군을 보호했습니다.";"拯\t救\t友\t军\t水\t面\t单\t位";"友軍の\t水軍を\t守った。";"拯\t救\t友\t軍\t水\t面\t單\t位";;
"streaks/defender_water";"Water troops Rescuer";"Sauveur de navires";"Salvatore di truppe navali";"Marine-Retter";"Rescatador de Tropas Navales";"Спасатель водной техники";"Рятівник водної техніки";"Obrońca Wybrzeża";"Salvador de Tropas Navais";"Deniz birliği kurtarıcı";"Zachránce námořních jednotek";"Σωτήρας ναυτικών δυνάμεων";"Water Troops Rescuer";"ผู้กอบกู้กองทัพทางน้ำ";"함선 구원자";"水\t面\t单\t位\t救\t星";"友軍艦船救出";"水\t面\t單\t位\t救\t星";;
"streaks/defender_water/other";;;;;;;;;;;;;;;;;;;;
"streaks/defender_water/desc";"Defended friendly water troops.";"A défendu les troupes en mer alliées d'un avion ennemi.";"Per aver difeso la flotta alleata dagli aerei nemici.";"Verbündete Seetruppen vor feindlichem Flugzeug verteidigt.";"Defiende a fuerzas navales aliadas de la aviación enemiga.";"Защитил союзную водную технику.";"Захистив союзні водні сили від ворожого літака.";"Bronił sojusznicze oddziały marynarki przed samolotami wroga.";"Defendeu tropas navais aliadas de aeronaves inimigas.";"Dost su birliklerini düşman uçaklarından korudu.";"Ubránění spřátelených hladinových jednotek před nepřátelskými letouny.";"Υπερασπίστηκε φιλικές ναυτικές δυνάμεις.";"Melindungi pasukan air milik rekan dari pesawat musuh.";"ปกป้องกองทัพทางน้ำฝ่ายเดียวกัน";"아군 측 해군을 적의 항공기로부터 보호했습니다.";"保\t护\t友\t方\t水\t上\t单\t位\t不\t受\t敌\t方\t飞\t机\t攻\t击。";"敵航空機から\t友軍水上部隊を\t守った。";"保\t護\t友\t軍\t水\t面\t單\t位\t免\t受\t敵\t方\t空\t軍\t襲\t擊。";;
"streaks/ship_healer";"Thirst for life";"Soif de vie";"Sete di vita";"Durst auf Leben";"Sed de vida";"Жажда жизни";"Жага до життя";"Pragnienie życia";"Paixão pela vida";"Yaşama isteği";"Touha po životě";"Δίψα για ζωή";"Thirst for Life";"โหยหาชีวิต";"생존에 목마른 자";"生\t命\t源\t泉";"命を\t求めて";"生\t命\t源\t泉";;
"streaks/ship_healer/other";;;;;;;;;;;;;;;;;;;;
"streaks/ship_healer/desc";"Healed a total of 100%% of crews.";"A guéri un total de 100%% des équipages.";"Per aver curato il 100%% degli equipaggi.";"Insgesamt 100%% der Besatzungen geheilt.";"Cura un total del 100%% de las tripulaciones.";"Вылечил в сумме 100%% экипажа.";"Вилікував загалом 100%% членів екіпажу.";"Wyleczono łącznie 100%% załogi.";"100%% das tripulações curadas.";"Mürettebatın toplam %100 kadarı iyileştirildi.";"Celkem vyléčeno 100%% osádek.";"Θεράπευσε συνολικά 100%% μέλη πληρώματος.";"Menyembuhkan total 100%% kru.";"รักษากำลังพลรวม 100%%";"총 100%% 만큼의 승조원을 치료하였습니다.";"船\t员\t治\t愈\t量\t达\t到 100%%。";"クルーを\t合計\t100%%回復させましたた。";"船\t員\t治\t癒\t量\t達\t到 100%%。";;
"streaks/ship_sniper_shot";"Naval sniper";"Sniper naval";"Cecchino navale";"Marine-Scharfschütze";"Francotirador naval";"Морской снайпер";"Морський снайпер";"Morski snajper";"Atirador designado naval";"Donanma nişancısı";"Námořní odstřelovač";"Ελεύθερος σκοπευτής ναυτικού";"Naval Sniper";"พลแม่นปืนนาวี";"해상 저격수";"海\t上\t神\t射\t手";"海軍\tスナイパー";"海\t上\t神\t射\t手";;
"streaks/ship_sniper_shot/other";;;;;;;;;;;;;;;;;;;;
"streaks/ship_sniper_shot/desc";"Destroyed an enemy ship at long distance (more than 6 km).";"A détruit un navire ennemi à longue distance (plus de 6 km).";"Per aver affondato una nave dalla lunga distanza (più di 6 km).";"Ein feindliches Schiff auf große Entfernung (mehr als 6 km) zerstört.";"Destruido un barco enemigo a larga distancia (más de 6 km).";"Уничтожил корабль противника с большого расстояния (более 6 км).";"Знищив ворожий корабель із далекої відстані (понад 6 км).";"Zniszczono wrogi okręt z dużej odległości (ponad 6 km).";"Destruiu um navio inimigo a grande distância (mais de 6 km).";"Uzun mesafeden düşman gemisi yok edildi (6 km'den fazla).";"Zničení nepřátelské lodi z velké vzdálenosti (více než 6 km).";"Κατέστρεψε ένα εχθρικό πλοίο από μεγάλη απόσταση (πάνω από 6 χλμ).";"Menghancurkan kapal musuh dari jarak jauh (lebih dari 6 km).";"ทำลายเรือศัตรูจากระยะไกล (มากกว่า 6 กม.)";"6km 이상의 장거리에서 적 함선을 격침시켰습니다";"在\t远\t距\t离\t击\t毁 1 艘\t敌\t方\t舰\t艇 (交\t战\t距\t离\t不\t少\t于 6 千\t米)。";"長距離から\t敵艦船を\t破壊しました（6 km\t以上）。";"在\t遠\t距\t離\t擊\t毀 1 艘\t敵\t方\t船\t艦 (交\t戰\t距\t離\t不\t少\t於 6 公\t里)。";;
"streaks/ship_bomberman";"Bomberman";"Bomberman";"Bombarolo";"Bomber";"Bombardero";"Подрывник";"Бомбардувальник";"Bombardier";"Bomberman";"Bomberman";"Bombarďák";"Βομβαρδιστής";"Bomberman";"ผู้เชี่ยวชาญด้านระเบิด";"봄버맨";"毁\t灭\t专\t家";"ボンバーマン";"毀\t滅\t專\t家";;
"streaks/ship_bomberman/other";;;;;;;;;;;;;;;;;;;;
"streaks/ship_bomberman/desc";"Quickly completely destroyed enemy ammo storage. 1 ammo storage should be destroyed within 3 seconds.";"A détruit 2 râteliers de munitions de l'ennemi";"Per aver distrutto 2 stive munizioni nemiche";"2 feindliche Munitionslager zerstört";"Destruidos 2 depósitos de munición enemigos";"Быстро подорвал все оружейные погреба противника. Дается 3 секунды на подрыв 1 погреба.";"Знищив 2 ворожих склади боєприпасів";"Zniszczono 2 wrogie magazyny amunicji";"Destruiu 2 armazéns de munições do inimigo";"2 düşman mühimmat deposu yok edin";"Zničeny 2 zásobníky munice nepřítele";"Κατέστρεψε 2 εχθρικές αποθήκες πυρομαχικών";"Menghancurkan 2 penyimpanan amunisi musuh";"ทำลายที่เก็บกระสุนของศัตรู 2 ที่";"적의 탄약고를 2번 파괴하였습니다.";"摧\t毁 2 个\t敌\t方\t舰\t船\t的\t弹\t药\t库";"敵の\t弾薬庫を\t2\tつ\t破壊しました";"摧\t毀 2 名\t敵\t人\t的\t彈\t藥\t庫";;
"streaks/ship_anti_artillery";"Disarming";"Désarmant";"Disarmante";"Entwaffnen";"Desarmando";"Разоружение";"Роззброєння";"Rozbrojenie";"Desarmar";"Silahsızlandırma";"Odzbrojení";"Αφόπλιση";"Disarming";"ปลดอาวุธ";"무장 해제";"武\t装\t解\t除";"武装解除";"無\t害\t化\t處\t理";;
"streaks/ship_anti_artillery/other";;;;;;;;;;;;;;;;;;;;
"streaks/ship_anti_artillery/desc";"Damaged enemy ship artillery weapons 5 times.";"A endommagé l'artillerie des navires ennemis 5 fois.";"Danneggia l'artiglieria di una nave nemica 5 volte.";"Artilleriewaffen des feindlichen Schiffs 5-mal beschädigt.";"Dañado las armas de artillería del barco enemigo 5 veces.";"Повредил артиллерийское орудие у корабля противника 5 раз.";"Пошкодив артилерійське озброєння ворожого корабля 5 разів.";"Uszkodzono artylerię wrogiego okrętu 5 razy.";"Danificou armas de artilharia de um navio inimigo 5 vezes.";"Düşman gemilerinin top silahları 5 defa yok edildi.";"5krát poškození dělostřelecké výzbroje nepřátelského plavidla.";"Κατέστρεψε όπλα πυροβολικού εχθρικού πλοίου 5 φορές.";"Merusakkan senjata artileri kapal musuh 5 musuh.";"สร้างความเสียหายให้อาวุธปืนใหญ่ของเรือศัตรู 5 ครั้ง";"적 함선의 함포를 5회 손상시켰습니다.";"对\t敌\t方\t船\t舰\t的\t火\t炮\t造\t成 5 次\t伤\t害。";"敵艦船の\t砲兵器に\t5回\tダメージを\t与えました。";"擊\t毀\t敵\t方\t艦\t上\t武\t器 5 次。";;
"streaks/ship_anti_steering";"Loss of control";"Perte de contrôle";"Perdita di Controllo";"Kontrollverlust";"Pérdida de control";"Потеря контроля";"Втрата контролю";"Utrata kontroli";"Perda de controlo";"Kontrol Kaybı";"Ztráta ovládání";"Απώλεια ελέγχου";"Loss of Control";"สูญเสียการควบคุม";"제어 불능";"晕\t头\t转\t向";"制御不能";"暈\t頭\t轉\t向";;
"streaks/ship_anti_steering/other";;;;;;;;;;;;;;;;;;;;
"streaks/ship_anti_steering/desc";"Caused control loss on enemy ships 2 or more times.";"A causé une perte de contrôle 2 fois ou plus sur des navires ennemis.";"Per aver causato la perdita di controllo delle navi nemiche 2 o più volte.";"Du hast zwei oder mehr Mal den Verlust der Kontrolle über feindliche Schiffe verursacht.";"Has causado la pérdida de control de barcos enemigos 2 o más veces.";"Вызвал потерю контроля у корабля противника 2 или больше раз.";"Спричинив втрату керування ворожим кораблем щонайменше 2 рази.";"Spowodowano utratę kontroli wrogiego okrętu 2 lub więcej razy.";"Provocou a perda de controlo de navios inimigos 2 ou mais vezes.";"Düşman gemilerinin 2 ya da daha falza kez kontrolü kaybetmesi sağlandı.";"Alespoň 2krát způsobení ztráty kontroly nepřítele nad svou lodí.";"Προκάλεσε απώλεια ελέγχου σε εχθρικά πλοία 2 ή περισσότερες φορές.";"Menyebabkan kehilangan kendali pada kapal musuh sebanyak 2 kali atau lebih.";"ทำให้เรือศัตรูสูญเสียการควบคุม 2 ครั้งหรือมากกว่า";"적함의 조종성을 2번 이상 잃게 하였습니다.";"造\t成\t敌\t方\t船\t舰\t失\t去\t控\t制 2 次\t或\t更\t多\t次。";"敵艦船の\t制御不能を\t2回以上引き\t起こしました。";"使\t敵\t方\t船\t艦\t失\t控\t至\t少 2 次。";;
"streaks/ship_air_recon";"Air reconnaissance";"Reconnaissance aérienne";"Ricognizione aerea";"Luftaufklärung";"Reconocimiento aéreo";"Воздушная разведка";"Повітряна розвідка";"Rozpoznanie lotnicze";"Reconhecimento aéreo";"Havadan keşif";"Vzdušný průzkum";"Αναγνωριστική αποστολή από αέρος";"Air Reconnaissance";"สอดแนมทางอากาศ";"공중 정찰";"空\t中\t侦\t察";"航空偵察";"空\t中\t偵\t察";;
"streaks/ship_air_recon/other";;;;;;;;;;;;;;;;;;;;
"streaks/ship_air_recon/desc";"Was the first to scout an enemy ship using aviation.";"A été le premier à repérer un navire ennemi à l'aide de l'aviation.";"Per essere stato il primo ad avvistare una nave nemica usando l'aviazione.";"Als erstes ein feindliches Schiff mit Hilfe von Flugzeugen ausgekundschaftet.";"Has sido el primero en detectar un barco enemigo utilizando la aviación.";"Первым в бою разведал вражеский корабль при помощи авиации.";"Першим виявив ворожий корабель за допомогою авіації.";"Jako pierwszy przeprowadził zwiad wrogiego okrętu przy użyciu lotnictwa.";"Primeiro a identificar um navio inimigo utilizando aeronaves.";"Uçak kullanarak düşman gemilerini herkesten önce tespit edildi.";"Provedení prvního průzkumu nepřátelské lodi pomocí letadla.";"Ήταν ο πρώτος που εντόπισε ένα εχθρικό πλοίο χρησιμοποιώντας αεροπλάνο.";"Menjadi orang pertama yang mengintai kapal musuh dari udara.";"สอดแนมเรือศัตรูด้วยอากาศยานได้เป็นคนแรก";"항공기로 적 함선을 가장 처음 정찰하였습니다.";"使\t用\t空\t中\t单\t位\t率\t先\t侦\t察\t敌\t方\t舰\t艇\t动\t向。";"航空機を\t使って\t敵艦船を\tスカウトした\t最初の\t人物でした。";"使\t用\t空\t中\t單\t位\t率\t先\t偵\t察\t敵\t方\t船\t艦\t動\t向。";;
