"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"exp_reasons/assist";"Enemy Kill Assist";"Assistance de destruction d'adversaire";"Assist Nemico Eliminato";"Abschusshilfe";"Ayuda por matar el enemigo";"Помощь в уничтожении противника";"Допомога в знищенні противника";"Asysta";"Assitência na morte de inimigo";"Asist";"Asistence při ničení nepřítele";"Kill Assist Εχθρού";"Kill Assist Musuh";"ช่วยฆ่าศัตรู";"격파 도움";"助\t攻";"キルアシスト";"助\t攻";;
"exp_reasons/overkill";"Finishing enemy";"Finir l'ennemi";"Colpo di grazia sul nemico";"Feind erledigen";"Acabando con el enemigo";"Окончательное уничтожение противника";"Остаточне знищення противника";"Dobicie wroga";"Matar inimigo";"Düşman bitirici";"Doražení nepřítele";"Αποτελειώνοντας τον εχθρό";"Membasmi musuh";"ฆ่าศัตรู";"적 마무리";"将\t敌\t方\t轰\t杀\t至\t渣";"敵を\t片付ける";"終\t結\t敵\t人";;
"exp_reasons/objective";"Objective completed";"Objectif rempli";"Obiettivo completato";"Missionsziel abgeschlossen";"Objetivo completado";"Задание выполнено";"Завдання виконано";"Cel wykonany";"Objetivo concluído";"Görev Tamamlandı";"Splnění úkolu";"Ο στόχος ολοκληρώθηκε";"Target selesai";"เป้าหมายภารกิจเสร็จสิ้น";"목표 달성";"任\t务\t目\t标\t已\t完\t成";"ミッション\t完了";"任\t務\t目\t標\t已\t完\t成";;
"exp_reasons/battle_trophy";"Battle trophies";"Trophées de bataille";"Trofei di battaglia";"Schlacht-Trophäen";"Trofeos de batalla";"Боевые трофеи";"Бойові трофеї";"Trofea bitewne";"Troféus de batalha";"Muharebe Ganimetleri";"Bitevní kořist";"Τρόπαια μάχης";"Trofi pertempuran";"รางวัลการต่อสู้";"전투 트로피";"战\t斗\t嘉\t奖";"バトルトロフィー";"作\t戰\t獎\t賞";;
"exp_reasons/repair";"Repair";"Réparer";"Ripara";"Reparatur";"Reparar";"Ремонт";"Ремонт";"Naprawa";"Reparação";"Tamir Et";"Opravení";"Επισκευή";"Perbaiki";"ซ่อม";"수리";"维\t修";"修理する";"維\t修";;
"exp_reasons/scout";"Target scouted";"Cible repérée";"Bersaglio individuato";"Ziel aufgeklärt";"Objetivo localizado";"Цель разведана";"Ціль розвідана";"Cel wykryty";"Alvo identificado";"Hedef gözlendi";"Cíl odhalen";"Ο στόχος εντοπίστηκε";"Target diintai";"สอดแนมพบเป้าหมาย";"정찰 성공";"侦\t察\t目\t标";"ターゲット\t偵察済み";"偵\t查\t目\t標";;
"exp_reasons/scout_critical_hit";"Scouted target damaged";"Cible repérée endommagée";"Bersaglio individuato danneggiato";"Aufgeklärtes Ziel beschädigt";"Objetivo localizado dañado";"Разведанная цель получила урон";"Розвідана ціль отримала пошкодження";"Wykryty cel został uszkodzony";"Alvo identificado danificado";"Gözlenmiş hedef vuruldu";"Odhalený cíl poškozen";"Ο εντοπισμένος στόχος υπέστη ζημιές";"Target pengintaian menerima damage";"เป้าหมายที่สอดแนมได้รับความเสียหาย";"정찰한 표적이 아군에게 피격당했습니다.";"侦\t察\t的\t目\t标\t受\t到\t致\t命\t伤\t害";"偵察していた\t標的が\tダメージを\t負っている";"偵\t察\t的\t目\t標\t受\t到\t致\t命\t傷\t害";;
"exp_reasons/scout_kill";"Scouted target destroyed (by intelligence)";"Cibles repérée détruite (à l'aide du repérage)";"Bersagli avvistati distrutti (dalla intelligence)";"Aufgeklärtes Ziel zerstört (durch Ausspähung)";"Objetivo localizado destruido (por inteligencia)";"Разведанная цель уничтожена (по разведданным)";"Розвідана ціль знищена (по розвідданими)";"Wykryty cel został zniszczony (dzięki rozpoznaniu)";"Alvo danificado abatido (pela Inteligência)";"Gözlenmiş hedef yok edildi (istihbarat ile)";"Odhalený cíl zničen (díky navedení)";"Ο εντοπισμένος στόχος καταστράφηκε (από κατασκόπους)";"Target pengintaian hancur (oleh intelijen)";"เป้าหมายที่สอดแนมถูกทำลาย (โดยข่าวกรอง)";"정찰한 목표물이 파괴되었습니다.";"侦\t察\t的\t目\t标\t被\t摧\t毁\t（提\t供\t情\t报）";"偵察していた\t標的が、\t諜報部員によって\t破壊された";"摧\t毀\t已\t經\t偵\t查\t的\t目\t標\t(透\t過\t情\t報)";;
"exp_reasons/scout_kill_unknown";"Scouted target destroyed";"Cible repérée détruite";"Bersaglio individuato distrutto";"Aufgeklärtes Ziel zerstört";"Objetivo localizado destruido";"Разведанная цель уничтожена";"Розвідана ціль знищена";"Wykryty cel został zniszczony";"Alvo identificado abatido";"Gözlenmiş hedef yok edildi";"Odhalený cíl zničen";"Ο εντοπισμένος στόχος καταστράφηκε";"Target pengintaian hancur";"เป้าหมายที่สอดแนมถูกทำลาย";"정찰한 표적 파괴됨";"侦\t察\t的\t目\t标\t被\t摧\t毁";"偵察していた\t標的が\t破壊された";"摧\t毀\t已\t經\t偵\t查\t的\t目\t標";;
"exp_reasons/timed_award";"Useful actions";"Actions utiles";"Azioni utili";"Hilfreiche Aktionen";"Acciones útiles";"Полезные действия";"Корисні дії";"Skuteczne akcje";"Ações úteis";"Useful actions";"Useful actions";"Χρήσιμες ενέργειες";"Tindakan berguna";"การกระทำที่เป็นประโยชน์";"유용한 활동";"作\t战\t贡\t献";"有用な\tアクション";"作\t戰\t貢\t獻";;
"mainmenu/notEnoughWP";"You need more ▻ to purchase this vehicle.";"Vous avez besoin de plus de ▻ pour acheter ce véhicule.";"Hai bisogno di più ▻ per acquistare questa unità.";"Du benötigst mehr ▻, um dieses Fahrzeug erwerben zu können.";"Necesitas más ▻ para comprar este vehículo.";"Для покупки техники нужно больше ▻.";"Вам потрібно більше € для придбання техніки.";"Potrzebujesz więcej ▻, by kupić tę maszynę.";"Precisa de mais ▻ para comprar este avião.";"Bu uçağı satın almak için daha fazla ▻ gerek.";"Ke koupení tohoto stroje potřebuješ více ▻.";"Χρειάζεστε περισσότερα ▻ για να αγοράσετε αυτό το όχημα.";"Kamu butuh lebih banyak ▻ untuk membeli kendaraan ini.";"คุณต้องการ ▻ เพิ่มอีกเพื่อซื้อพาหนะนี้";"장비를 구입하기 위한 ▻이(가) 부족합니다.";"购\t入\t载\t具\t需\t要\t更\t多 ▻";"この\t機体を\t購入するには\t追加の▻が\t必要です。";"購\t入\t載\t具\t需\t要\t更\t多 ▻";;
"mainmenu/notEnoughGold";"You need more ▽ to purchase this vehicle.";"Vous avez besoin de plus de ▽ pour acheter ce véhicule.";"Hai bisogno di più ▽ per acquistare questa unità.";"Du benötigst mehr ▽, um dieses Fahrzeug erwerben zu können.";"Necesitas más ▽ para comprar este vehículo.";"Для покупки техники нужно больше ▽.";"Вам потрібно більше ¤ для придбання техніки.";"Potrzebujesz więcej ▽, by kupić tę maszynę.";"Precisa de mais ▽ para comprar este avião.";"Bu uçağı satın almak için daha fazla ▽ gerek.";"Ke koupení tohoto stroje potřebuješ více ▽.";"Χρειάζεστε περισσότερα ▽ για να αγοράσετε αυτό το όχημα.";"Kamu butuh lebih banyak ▽ untuk membeli kendaraan ini.";"คุณต้องการ ▽ เพิ่มอีกเพื่อซื้อพาหนะนี้";"장비를 구입하기 위한 ▻이(가) 부족합니다.";"购\t入\t载\t具\t需\t要\t更\t多 ▽";"この\t機体を\t購入するには\t追加の▽が\t必要です。";"購\t入\t載\t具\t需\t要\t更\t多 ▽";;
"mainmenu/btnPreview";"Preview";"Aperçu";"Anteprima";"Vorschau";"Vista previa";"Просмотр";"Зовнішний вигляд";"Podgląd";"Prévisualização";"Önizleme";"Náhled";"Προεπισκόπηση";"Pratinjau";"ตัวอย่าง";"미리 보기";"预\t览";"プレビュー";"預\t覽";;
"mainmenu/login";"Login (E-mail)";"Nom d'utilisateur (E-mail)";"Accesso (e-mail)";"Login (E-Mail)";"Iniciar Sesión (Correo)";"Логин (E-mail)";"Логін (E-mail)";"Login (e-mail)";"Entrar (E-mail)";"Giriş (e-posta)";"Přihlašovací jméno (E-mail)";"Όνομα χρήστη (E-mail)";"Login (Email)";"เข้าสู่ระบบ (อีเมล)";"로그인 (이메일)";"账\t号\t（电\t子\t邮\t件\t地\t址）";"ログイン (メールアドレス)";"登\t入 (E-mail)";;
"mainmenu/password";"Password";"Mot de passe";"Password";"Passwort";"Contraseña";"Пароль";"Пароль";"Hasło";"Senha";"Şifre";"Heslo";"Κωδικός πρόσβασης";"Kata sandi";"รหัสผ่าน";"비밀번호";"密\t码";"パスワード";"密\t碼";;
"mainmenu/2step/codeUnknown";"Verification code";"Code de vérification";"Codice di verifica";"Bestätigungs-Code";"Código de verificación";"Проверочный код";"Код підтвердження";"Kod weryfikacyjny";"Código de verificação";"Doğrulama kodu";"Ověřovací kód";"Κωδικός επαλήθευσης";"Kode verifikasi";"รหัสยืนยัน";"인증 코드";"验\t证\t码";"認証\tコード";"驗\t證\t碼";;
"mainmenu/2step/codeGA";"Verification code Google Auth, WTAssistant";"Code de vérification Google Auth, WTAssistant";"Codice di verifica Google Auth, WTAssistant";"Verifizierungscode Google Auth, WT Assistant";"Código de verificación de Google Auth, WTAssistant";"Проверочный код Google Auth, WTAssistant";"Код підтвердження Google Auth, WTAssistant";"Kod weryfikacyjny Google Auth, WTAssistant";"Código de verificação Google Auth, WTAssistant";"Google Auth, WTAssistant ile doğrulama kodu";"Ověřovací kód Google Auth, WTAssistant";"Κωδικός επαλήθευσης Google Auth, WTAssistant";"Kode verifikasi Google Auth, WTAssistant";"รหัสยืนยัน Google Auth, WTAssistant";"구글 인증기 또는 WTAssistant 인증 코드";"谷\t歌\t验\t证\t器\t或 WT 助\t手\t验\t证\t码";"認証\tコード Google\t認証\tシステム、\tWTAssistant";"Google\t驗\t證\t器\t或 WT 助\t理\t驗\t證\t碼";;
"mainmenu/2step/codeMail";"Verification code from Email";"Code de vérification par e-mail";"Codice di verifica da e-mail";"Verifizierungscode aus E-Mail";"Código de verificación por Email";"Проверочный код из эл.почты";"Код підтвердження з електронного повідомлення";"Kod weryfikacyjny z wiadomości e-mail";"Código de verificação do e-mail";"E-posta ile doğrulama kodu";"Ověřovací kód z e-mailu";"Κωδικός επαλήθευσης από Email";"Kode verifikasi dari Email";"รหัสยืนยันจากอีเมล";"인증 코드 (이메일)";"电\t子\t邮\t件\t验\t证\t码";"認証\tコード メール";"電\t子\t郵\t件\t驗\t證\t碼";;
"mainmenu/2step/codeGP";"Verification code Gaijin Pass";"Code de vérification Gaijin Pass";"Codice di verifica Gaijin Pass";"Verifizierungscode Gaijin Pass";"Código de verificación de Gaijin Pass";"Проверочный код Gaijin Pass";"Код підтвердження Gaijin Pass";"Kod weryfikacyjny Gaijin Pass";"Código de verificação do Gaijin Pass";"Gaijin Pass ile doğrulama kodu";"Ověřovací kód z Gaijin Pass";"Κωδικός επαλήθευσης Gaijin Pass";"Kode verifikasi Gaijin Pass";"รหัสยืนยันจาก Gaijin Pass";"인증 코드 (Gaijin Pass)";"Gaijin Pass 验\t证\t码";"認証\tコード Gaijin Pass";"Gaijin Pass 驗\t證\t碼";;
"mainmenu/2step/getGP/reminder";"Confirm your entry with the click of a button or through a PUSH notification with our official app to protect your account.

In addition to enhanced account protection, you can read the latest news from all our games in the Gaijin Pass.";"Confirmez votre entrée en cliquant sur un bouton ou via une notification PUSH avec notre application officiel pour protéger votre compte. 

En plus de renforcer la protection du compte, vous pouvez lire les dernières nouvelles de tous nos jeux dans le Gaijin Pass.";"Conferma il tuo accesso cliccando sul tasto o tramite la notifica PUSH con la nostra app ufficiale per proteggere il tuo account.

Oltre ad una protezione per il tuo account migliorata, puoi leggere le ultime notizie riguardanti tutti i nostri gioci col Gaijin Pass.";"Bestätige Deinen Eintritt mit einem Klick oder durch eine PUSH-Benachrichtigung mit unserer offiziellen App, um Dein Konto zu schützen.

Zusätzlich zum verbesserten Schutz Deines Kontos kannst Du im Gaijin Pass die neuesten Nachrichten zu allen unseren Spielen lesen.";"Confirma tu entrada pulsando un botón o mediante una notificación PUSH con nuestra aplicación oficial para proteger tu cuenta.

Además de una mayor protección de tu cuenta, puedes leer las últimas noticias de todos nuestros juegos en Gaijin Pass.";"Подтверждай вход одним нажатием на кнопку или через PUSH-уведомление с нашим официальным приложением для защиты аккаунта.

Помимо усиленной защиты аккаунта в Gaijin Pass ты сможешь читать свежие новости из всех наших игр.";"Підтверджуй вхід одним натисканням на кнопку або через PUSH-сповіщення з нашим офіційним застосунком для захисту облікового запису.

Крім посиленого захисту облікового запису в Gaijin Pass ти зможеш читати свіжі новини зі всіх наших ігор.";"Potwierdź logowanie jednym kliknięciem lub za pomocą powiadomienia push dzięki naszej oficjalnej aplikacji.

Oprócz dodatkowej ochrony zyskujesz dostęp do najświeższych wiadomości o wszystkich naszych grach za pośrednictwem aplikacji Gaijin Pass.";"Confirme a entrada com um clique no botão ou através de uma notificação PUSH com a nossa aplicação oficial para proteger a sua conta.

Para além da proteção de conta melhorada, pode ler as mais recentes notícias sobre todos os nossos jogos no Gaijin Pass.";"Hesabınızı korumak için bir düğmeye tıklayarak ya da resmî uygulamamızla ANLIK bildirim yoluyla girişinizi onaylayın.

Hesabınızın korumasını geliştirmenin yanı sıra Gaijin Pass'te tüm oyunlarımız hakkındaki son haberleri okuyabilirsiniz.";"Potvrďte svůj vstup kliknutím na tlačítko nebo pomocí PUSH oznámení v naší oficiální aplikaci, která chrání váš účet.

Kromě vylepšené ochrany účtu si v Gaijin Pass můžete přečíst nejnovější zprávy ze všech našich her.";"Επιβεβαιώστε την είσοδό σας με το πάτημα ενός κουμπιού ή μέσω μιας ειδοποίησης PUSH με την επίσημη εφαρμογή μας για να προστατεύσετε το λογαριασμό σας.

Εκτός από την ενισχυμένη προστασία του λογαριασμού σας, μπορείτε να διαβάζετε τα τελευταία νέα από όλα τα παιχνίδια μας στο Gaijin Pass.";"Konfirmasikan entri dengan mengetuk tombol atau melalui notifikasi PUSH dengan aplikasi resmi kami untuk melindungi akunmu.

Selain perlindungan akun yang lebih baik, kamu bisa membaca berita terbaru dari semua game kami di Gaijin Pass.";"ยืนยันการเข้าสู่ระบบด้วยการแตะที่ปุ่มหรือผ่านการแจ้งเตือนแบบพุชด้วยแอปทางการของเราเพื่อคุ้มครองบัญชีของคุณ

นอกเหนือจากความคุ้มครองบัญชีที่ยกระดับขึ้น คุณยังสามารถอ่านข่าวล่าสุดเกี่ยวกับทุกเกมของเราด้วย Gaijin Pass ได้";"계정을 보호하기 위해 공식 앱을 통한 푸시 알림을 확인하시거나 버튼을 클릭하십시오.

계정의 보호 단계를 강화하려면, 저희가 작성한 Gaijin Pass와 관련한 소식을 읽어 보시기 바랍니다.";"安\t装\t我\t们\t的\t官\t方\t应\t用\t并\t点\t击\t推\t送\t通\t知\t中\t的\t按\t钮，\t一\t键\t即\t可\t通\t过\t登\t录\t请\t求！\t保\t护\t您\t的\t账\t户\t安\t全，\t我\t们\t一\t直\t在\t努\t力。

除\t此\t以\t外，\t在 Gaijin Pass 中\t还\t能\t阅\t读\t我\t们\t旗\t下\t所\t有\t游\t戏\t的\t最\t新\t新\t闻。";"ボタンを\tクリックするか、\t公式\tアプリの\tプッシュ\t通知から\tエントリーを\t確認し、\tアカウントを\t保護してください。\t

アカウント\t保護の\t強化に\t加え、\t「Gaijin Pass」\tで\t私たちの\t全\tゲームに\t関する\t最新\tニュースを\t閲覧することができます。";"安\t裝\t我\t們\t的\t官\t方\t應\t用\t並\t點\t擊\t推\t送\t通\t知\t中\t的\t按\t鈕，\t一\t鍵\t即\t可\t通\t過\t登\t入\t請\t求！\t保\t護\t您\t的\t帳\t戶\t安\t全，\t我\t們\t一\t直\t在\t努\t力。

除\t此\t以\t外，\t在 Gaijin Pass 中\t還\t能\t閱\t讀\t我\t們\t旗\t下\t所\t有\t遊\t戲\t的\t最\t新\t新\t聞。";;
"mainmenu/signUp";"Sign Up";"Inscrivez-vous";"Crea un account";"Registrieren";"Registrarse";"Зарегистрироваться";"Зареєструватися";"Zarejestruj";"Inscrição";"Kayıt ol";"Přihlásit se";"Εγγραφή";"Daftar";"สมัคร";"회원가입";"注\t册";"サインアップ";"註\t冊";;
"mainmenu/support";"Support";"Assistance";"Supporto";"Kundendienst";"Soporte";"Служба поддержки";"Служба підтримки";"Wsparcie techniczne";"Suporte";"Destek";"Podpora";"Υποστήριξη";"Dukungan";"การสนับสนุน";"고객 지원";"技\t术\t支\t持";"サポート";"技\t術\t支\t援";;
"shop/orderQuestion";"Are you sure you want to order?";"Voulez-vous vraiment acheter?";"Sei sicuro di voler ordinare?";"Bist du sicher, dass du bestellen möchtest?";"¿Estás seguro de que quieres hacer el pedido?";"Вы уверены что хотите заказать:";"Ви впевнені, що хочете придбати?";"Czy na pewno chcesz kupić?";"Tem a certeza que pretende efetuar o pedido?";"Sipariş vermek istediğinizden emin misiniz?";"Opravdu chceš objednat?";"Είστε σίγουρος ότι θέλετε να παραγγείλετε;";"Kamu yakin ingin memesan?";"แน่ใจหรือไม่ว่าต้องการสั่งซื้อ?";"정말 주문하시겠습니까?
";"确\t定\t要\t订\t购\t吗？";"注文してよろしいですか？";"是\t否\t確\t定\t要\t下\t訂？";;
"shop/cost";"It will cost you:";"Cela vous coûtera:";"Ti costerà:";"Das kostet dich:";"Te costará:";"Стоимость заказа:";"Це буде коштувати вам:";"To będzie cię kosztować:";"Vai custar:";"Fiyatı:";"Bude tě to stát:";"Θα σας κοστίσει:";"Biaya:";"ต้นทุนที่ต้องใช้คือ:";"비용:";"将\t花\t费：";"価格：";"這\t會\t需\t要\t消\t耗：";;
"shop/needMoneyQuestion";"Are you sure you want to order {item}?
It will cost you:";"Êtes-vous certain de vouloir commander {item}? 
Cela vous coûtera:";"Sei sicuro di voler ordinare {item}?
Ti costerà:";"Möchtest Du wirklich {item} bestellen?
Die Kosten hierfür betragen:";"¿Estás seguro de que quieres pedir {item}?
Te costará:";"Вы уверены, что хотите заказать {item}?
Стоимость заказа:";"Ви впевнені, що хочете замовити {item}?
Вартість замовлення:";"Czy na pewno chcesz zamówić {item}? Będzie cię to kosztować:";"Tem a certeza que deseja adquirir {item}? Vai custar:";"{item} sipariş etmek istediğinden emin misin?
Bedeli:";"Opravdu chceš koupit {item}?
Bude tě to stát:";"Είστε σίγουρος ότι θέλετε να παραγγείλετε {item};
Θα σας κοστίσει:";"Kamu yakin ingin memesan {item}?
Biaya:";"แน่ใจหรือไม่ว่าต้องการสั่งซื้อ {item}?
ต้นทุนที่ต้องใช้คือ:";"{item} 을(를) 구입하시겠습니까?
비용은 다음과 같습니다:";"确\t定\t要\t购\t买 {item}？
这\t将\t花\t费：";"本当に {item} を\t購入しますか? 次の\t費用がかかります:";"確\t定\t要\t購\t買 {item}？
這\t將\t花\t費：";;
"shop/needMoneyQuestion_build";"Are you sure you want to assemble {item}?
Cost of required parts:";"Êtes-vous sûr de vouloir assembler {item}?
Coût des pièces nécessaires:";"Sei sicuro di voler assemblare {item}?
Costo delle parti:";"Bist du sicher, dass du {item} zusammenbauen möchtest?
Kosten der benötigten Teile:";"¿Estás seguro de que quieres ensamblar {item}?
Coste de las piezas necesarias:";"Вы уверены, что хотите собрать {item}?
Стоимость нужных частей:";"Ви впевнені, що хочете зібрати {item}?
Вартість необхідних частин:";"Czy na pewno chcesz złożyć {item}?
Koszt wymaganych części:";"Quer mesmo montar {item}?
Custo das peças necessárias:";"{item} birleştirmek istediğinizden emin misiniz?
Gerekli parçaların ücreti:";"Opravdu chceš sestavit {item}?
Cena potřebných dílů:";"Θέλετε σίγουρα να συναρμολογήσετε το {item};
Κόστος απαιτούμενων εξαρτημάτων:";"Kamu yakin ingin merakit {item}?
Biaya untuk suku cadang yang dibutuhkan:";"แน่ใจหรือไม่ว่าต้องการประกอบ {item}?
ค่าใช้จ่ายชิ้นส่วนที่จำเป็น:";"{item} 을(를) 조립하시겠습니까?
필요한 부품은 다음과 같습니다:";"Are you sure you want to assemble {item}?
Cost of required parts:";"{item}を\t組み\t立ててよろしいですか？
必要部品の\tコスト：";"你\t確\t定\t要\t組\t裝\t{item}\t嗎？
所\t需\t零\t件\t成\t本：";;
"shop/buyUnitWnd";"Do you want to order {item}?
It will cost you:";"Voulez vous commander {item}? 
Cela vous coûtera:";"Vuoi ordinare {item}?
Ti costerà:";"Möchtest du {item} bestellen?
Die Kosten betragen:";"¿Quieres pedir {item}?
Te costará:";"Хотите заказать {item}?
Стоимость заказа:";"Ви впевнені, що хочете замовити {item}?
Вартість замовлення:";"Czy chcesz zamówić {item}? 
Będzie cię to kosztować:";"Não quer comprar {item}?
Irá custar-lhe:";"{item} sipariş etmek istiyor musunuz?
Size maliyeti:";"Chceš koupit {item}?
Bude tě to stát:";"Θέλετε να παραγγείλετε {item};
Θα σας κοστίσει:";"Kamu ingin memesan {item}?
Biaya:";"ต้องการสั่งซื้อ {item} หรือไม่?
ต้นทุนที่ต้องใช้คือ:";"{item} 을(를) 구입하시겠습니까?
구매 비용:";"确\t定\t要\t购\t买 {item}？
购\t买\t花\t费：";"{item}を\t注文してよろしいですか？
次の\t費用がかかります：";"你\t是\t否\t要\t訂\t購\t{item}？
這\t會\t需\t要\t消\t耗：";;
"shop/buyUnitWnd_air";"Do you want to assemble {item}?
Price:";"Voulez vous assembler {item}?
Prix:";"Vuoi assemblare {item}?
Prezzo:";"Willst du {item} herstellen?
Preis:";"¿Quieres ensamblar {item}?
Precio:";"Хотите собрать {item}?
Стоимость:";"Хочете зібрати {item}?
Ціна:";"Czy chcesz złożyć {item}?
Cena:";"Quer montar {item}?
Custo:";"{item} birleştirmek istiyor musunuz?
Ücreti:";"Chceš postavit {item}?
Cena:";"Θέλετε να συναρμολογήσετε το {item};
Τιμή:";"Kamu ingin merakit {item}?
Harga:";"ต้องการประกอบ {item} หรือไม่?
ราคา:";"{item} 을(를) 조립하시겠습니까?
비용:";"确\t定\t建\t造 {item} 吗？
价\t格：";"{item}を\t組み\t立てますか？
価格：";"你\t想\t要\t組\t裝\t{item}\t嗎？
價\t格：";;
"shop/receiveUnit/forFree";"Are you sure you want to get {unitName}?";"Êtes-vous sûr de vouloir obtenir {unitName}?";"Sei sicuro di voler prendere {unitName}?";"Bist Du sicher, dass Du {unitName} erwerben möchtest?";"¿Estás seguro de que quieres obtener {unitName}?";"Вы уверены, что хотите получить {unitName}?";"Ви впевнені, що хочете отримати {unitName}?";"Czy na pewno chcesz odebrać jednostkę {unitName}?";"De certeza que quer receber {unitName}?";"{unitName} almak istediğine emin misin?";"Opravdu chceš získat {unitName}?";"Είστε σίγουρος ότι θέλετε να πάρετε {unitName};";"Kamu yakin ingin mendapatkan {unitName}?";"แน่ใจหรือไม่ว่าต้องการรับ {unitName}?";"{unitName} 을(를) 받으시겠습니까?";"确\t认\t要\t接\t收 {unitName} 吗？";"{unitName} を\t使用してもよろしいですか？";"確\t認\t要\t接\t收 {unitName} 嗎？";;
"shop/unit_bought";"Purchased";"Acheté";"Acquistato";"Gekauft";"Comprado";"Приобретено";"Придбано";"Zakupiono";"Comprado";"Satın alındı";"Koupené";"Αγοράστηκε";"Dibeli";"ซื้อแล้ว";"구매됨";"已\t购\t买";"購入しました";"已\t購\t買";;
"msgbox/btn_exit";"Exit";"Quitter";"Esci";"Verlassen";"Salir";"Выход";"Вихід";"Wyjście";"Sair";"Çıkış";"Konec";"Έξοδος";"Keluar";"ออก";"나가기";"退\t出";"終了";"退\t出";;
"msgbox/btn_recovery";"I forgot my password";"J'ai oublié mon mot de passe";"Ho dimenticato la password";"Ich habe mein Passwort vergessen";"He olvidado mi contraseña";"Я забыл пароль";"Я забув пароль";"Nie pamiętam hasła";"Esqueci a minha senha";"Şifremi unuttum";"Zapomenuté heslo";"Ξέχασα τον κωδικό πρόσβασης";"Lupa Kata Sandi";"ฉันลืมรหัสผ่าน";"비밀번호를 잊어버렸습니다";"忘\t记\t密\t码";"パスワードを\t忘れました";"忘\t記\t密\t碼";;
"msgbox/btn_resend_code";"Resend code";"Renvoyer le code";"Rinvia codice";"Code erneut senden";"Reenviar código";"Запросить код повторно";"Відправити код повторно";"Wyślij kod ponownie";"Reenviar código";"Kodu tekrar gönder";"Znovu poslat kód";"Αποστολή κωδικού ξανά";"Kirim Ulang Kode";"ส่งรหัสอีกครั้ง";"코드 재전송";"重\t新\t发\t送";"コードを\t再送信";"重\t新\t發\t送";;
"msgbox/btn_resend_code_message";"You can request the code again after {value}s";"Vous pouvez demander à nouveau le code après {value}s";"Puoi richiedere nuovamente il codice tra {value}s";"Du kannst den Code nach {value} Sek. erneut anfordern";"Puedes volver a solicitar el código después de {value}s";"Запросить код повторно можно будет через {value}с";"Ви можете запросити новий код через {value}сек";"Możesz zażądać kodu ponownie po {value}s";"Pode solicitar o código novamente após {value} segundos";"Kodun gönderilmesini {value}s sonra tekrar isteyebilirsiniz";"Kód si můžeš vyžádat znovu za {value}s";"Μπορείτε να ζητήσετε ξανά τον κωδικό μετά από {value}";"Kamu bisa meminta kode lagi setelah {value} dtk";"คุณสามารถขอรหัสได้อีกครั้งหลังจาก {value} วินาที";"{value}초 후에 코드를 재전송할 수 있습니다";"可\t在 {value} 秒\t后\t申\t请\t重\t新\t发\t送\t验\t证\t码";"{value}秒後に、\tもう\t一度\tコードを\tリクエストすることができます";"可\t在 {value} 秒\t後\t申\t請\t重\t新\t發\t送\t驗\t證\t碼";;
"msgbox/btn_tryAgain";"Try again";"Réessayer";"Riprova";"Erneut versuchen";"Intenta de nuevo";"Попробовать еще";"Спробувати ще";"Spróbuj ponownie";"Tente novamente";"Tekrar dene";"Zkusit znovu";"Δοκιμάστε ξανά";"Coba Lagi";"ลองอีกครั้ง";"다시 시도";"重\t试";"再挑戦する";"重\t試";;
"crew_not_available";"This crew can't be used for this mission any more";"Cet équipage ne peut plus utilisé dans cette mission.";"Questo equipaggio non può essere più impiegato in questa missione.";"Diese Besatzung kann in dieser Mission nicht mehr eingesetzt werden.";"Esta tripulación ya no se puede utilizar en esta misión.";"Данный экипаж больше нельзя выбрать в текущей миссии.";"Цей екіпаж більше не можна вибрати в поточній місії.";"Nie możesz już wysłać tej załogi na tę misję.";"Esta tripulação não pode ser usada mais para esta missão.";"Bu ekip, artık bu görevde kullanılamaz.";"Tuto osádku už nelze v této misi použít";"Αυτό το πλήρωμα δεν μπορεί πλέον να χρησιμοποιηθεί για αυτή την αποστολή";"Kru ini tidak bisa digunakan untuk misi ini lagi";"ไม่สามารถใช้กำลังพลนี้ได้อีกในภารกิจนี้";"이 승무원은 이 임무에 더 이상 투입할 수 없습니다.";"此\t乘\t员\t组\t已\t无\t法\t继\t续\t执\t行\t该\t任\t务。";"この\t搭乗員はこの\tミッションではこれ\t以上使用できません。";"這\t個\t乘\t員\t組\t已\t無\t法\t繼\t續\t執\t行\t該\t任\t務";;
"mainmenu/online_info/player_online";"Online: {playersOnline}";"En ligne: {playersOnline}";"Online: {playersOnline}";"Online: {playersOnline}";"Online: {playersOnline}";"Онлайн: {playersOnline}";"Онлайн: {playersOnline}";"Online: {playersOnline}";"Online: {playersOnline}";"Çevrimiçi: {playersOnline}";"Online: {playersOnline}";"Online: {playersOnline}";"Online: {playersOnline}";"ออนไลน์: {playersOnline}";"접속자: {playersOnline}";"在\t线\t人\t数: {playersOnline}";"オンライン：\t{playersOnline}";"在\t線\t人\t數: {playersOnline}";;
