"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"attr_desc/field_repair";"Reduced repair time in battle";"Réduction du temps de réparation au combat";"Tempo di riparazione ridotto in battaglia";"Verkürzte Reparaturzeit in einer Schlacht";"Reducción del tiempo de reparación en batalla";"Уменьшение времени ремонта в бою";"Зменшення часу ремонту у бою";"Skrócony czas naprawy w bitwie";"Redução do tempo de reparação em batalha";"Savaşta onarım süresi kısalır";"Zkrácení doby oprav v bitvě";"Μειωμένος χρόνος επισκευής στη μάχη";"Mengurangi waktu perbaikan dalam pertempuran";"ลดเวลาซ่อมแซมในการต่อสู้";"야전 수리 시간이 더 빨라집니다";"缩\t短\t战\t地\t修\t理\t所\t需\t时\t间";"戦闘中の\t修理時間が\t短縮";"縮\t短\t戰\t地\t修\t理\t所\t需\t時\t間";"symbol limit";70
"attr_desc/plane_engine";"Significantly increases max speed";"Augmente significativement la vitesse maximale";"Aumenta significativamente la velocità massima";"Erhöht die maximale Geschwindigkeit erheblich";"Aumenta significativamente la velocidad máxima";"Значительно повышает максимальную скорость самолета";"Значно збільшує максимальну швидкість";"Znacznie zwiększa prędkość maksymalną";"Aumenta consideravelmente a velocidade máxima";"Son hızı önemli ölçüde artırır";"Výrazně zvyšuje maximální rychlost";"Αυξάνει σημαντικά τη μέγιστη ταχύτητα";"Meningkatkan kecepatan maks secara signifikan";"ความเร็วสูงสุดเพิ่มขึ้นอย่างมาก";"최대 속도가 크게 증가합니다";"显\t著\t提\t升\t极\t速";"最大速度を\t大幅に\t増加させる";"大\t幅\t提\t高\t最\t大\t速\t度";;
"attr_desc/plane_fuselage";"Moderately increases max speed and climb rate";"Augmente modérément la vitesse maximale et le taux de montée";"Aumenta moderatamente la velocità massima e il tasso di salita";"Moderat erhöhte Höchstgeschwindigkeit und Steigrate";"Aumenta moderadamente la velocidad máxima y la tasa de ascenso";"Умеренно повышает максимальную скорость и скороподъемность";"Помірно збільшує максимальну швидкість і швидкопідйомність";"Umiarkowanie zwiększa prędkość maksymalną i prędkość wznoszenia";"Aumenta moderadamente a velocidade máxima e a velocidade de subida";"Son hızı ve tırmanma oranını bir miktar artırır";"Mírně zvyšuje maximální rychlost a stoupavost";"Αυξάνει μέτρια τη μέγιστη ταχύτητα και τον ρυθμό ανόδου";"Meningkatkan kecepatan maks dan kecepatan mendaki secara sedang";"ความเร็วสูงสุดและอัตราการไต่ระดับเพิ่มขึ้นปานกลาง";"최대 속도와 상승력이 약간 증가합니다.";"稍\t微\t提\t升\t极\t速\t与\t爬\t升\t率";"最大速度と\t上昇速度を\t少し\t増加させる";"適\t度\t提\t高\t最\t大\t速\t度\t和\t爬\t升\t率";;
"attr_desc/plane_flaps_wings";"Significantly decreases turning time";"Réduit considérablement le temps de virage";"Diminuisce significativamente il tempo di virata";"Erheblich kürzere Wendezeit";"Disminuye significativamente el tiempo de giro";"Значительно уменьшает время виража";"Значно зменшує час розвороту";"Znacznie skraca czas skrętu";"Reduz consideravelmente o tempo de curva";"Dönüş süresini önemli ölçüde azaltır";"Výrazně zkracuje dobu otáčení";"Μειώνει σημαντικά τον χρόνο στροφής";"Mengurangi waktu putar secara signifikan";"เวลาหันลดลงอย่างมาก";"선회 시간이 크게 감소합니다.";"显\t著\t降\t低\t回\t转\t时\t间";"旋回時間を\t大幅に\t短縮する";"大\t幅\t減\t少\t轉\t向\t時\t間";;
"attr_desc/plane_compressor";"Moderately increases max speed, climb rate and decreases turning time";"Augmente modérément la vitesse maximale, le taux de montée et diminue le temps de virage";"Aumenta moderatamente la velocità massima, rateo di salita e diminuisce il tempo di virata";"Erhöht mäßig die Höchstgeschwindigkeit, die Steigrate und verkürzt die Wendezeit";"Aumenta moderadamente la velocidad máxima, la velocidad de ascenso y disminuye el tiempo de giro";"Умеренно повышает максимальную скорость, скороподъемность и уменьшает время виража";"Помірно збільшує максимальну швидкість і швидкопідйомність, зменшує час розвороту";"Umiarkowanie zwiększa prędkość maksymalną, prędkość wznoszenia i skraca czas skrętu";"Aumenta moderadamente a velocidade máxima, a velocidade de subida e o tempo de curva";"Son hızı ve tırmanma oranını bir miktar artırırken dönüş süresini azaltır";"Mírně zvyšuje maximální rychlost, stoupavost a zkracuje dobu otáčení";"Αυξάνει μέτρια τη μέγιστη ταχύτητα και τον ρυθμό ανόδου και μειώνει τον χρόνο στροφής";"Meningkatkan kecepatan maks, kecepatan mendaki dan mengurangi waktu putar secara sedang";"ความเร็วสูงสุดและอัตราการไต่ระดับเพิ่มขึ้นปานกลาง เวลาหันลดลงปานกลาง";"최대 속도와 상승력이 약간 증가하며, 선회 시간이 약간 감소합니다.";"稍\t微\t提\t升\t极\t速、\t爬\t升\t率，\t降\t低\t回\t转\t时\t间";"最大速度と\t上昇速度を\t少し\t増加させ、\t旋回時間を\t少し\t短縮する";"適\t度\t提\t高\t最\t大\t速\t度、\t爬\t升\t率\t並\t減\t少\t轉\t向\t時\t間";;
"attr_desc/plane_spotting";"Detection range of targets by the pilot in the direction of sight";"Portée de détection des cibles par le pilote dans la direction du viseur";"Raggio di avvistamento dei bersagli dal pilota in direzione del mirino";"Erfassungsbereich von Zielen durch den Piloten in Sichtrichtung";"Alcance de detección de objetivos por el piloto en la dirección de visión";"Дальность обнаружения целей пилотом в направлении взгляда";"Дальність виявлення цілей пілотом за напрямом прицілу";"Zasięg wykrywania celów przez pilota w kierunku wzroku";"Alcance de deteção dos alvos pelo piloto na direção da visão";"Görüş yönünde hedeflerin pilot tarafından tespit edilme mesafesi";"Dosah detekce cílů pilotem ve směru pohledu";"Εύρος ανίχνευσης στόχων από τον πιλότο στην κατεύθυνση θέασης";"Jangkauan deteksi target oleh pilot ke arah sudut pandang";"ระยะตรวจจับเป้าหมายของนักบินในทิศทางที่มอง";"파일럿의 시선에서 탐지할 수 있는 목표물의 범위입니다. ";"飞\t行\t员\t视\t线\t方\t向\t上\t的\t探\t测\t距\t离";"パイロットの\t視線方向における\t標的の\t探知範囲";"飛\t行\t員\t在\t視\t線\t方\t向\t的\t目\t標\t偵\t測\t範\t圍";;
"attr_desc/plane_threat_recognition";"The ability to detect threats that are outside the pilot's line of sight";"Capacité à détecter les menaces étant hors de la ligne de mire du pilote";"Abilità di avvistare minacce al di fuori della linea di tiro del pilota";"Die Fähigkeit, Bedrohungen zu erkennen, die sich außerhalb der Sichtlinie des Piloten befinden";"La capacidad de detectar amenazas que están fuera de la línea de visión del piloto";"Cпособность обнаружения угроз, находящихся вне зоны видимости пилота";"Здатність виявляти загрози поза зоною видимості пілота";"Zdolność wykrywania zagrożeń znajdujących się poza linią wzroku pilota";"A capacidade de detetar ameaças que estão fora da linha de visão do piloto";"Pilotun görüş alanı dışında kalan tehditlerin tehdit edilmesi kabiliyeti";"Schopnost detekovat hrozby, které se nacházejí mimo zorné pole pilota";"Η ικανότητα εντοπισμού απειλών που βρίσκονται εκτός του οπτικού πεδίου του πιλότου";"Kemampuan untuk mendeteksi ancaman yang berada di luar garis sudut pandang pilot";"ความสามารถในการตรวจจับภัยคุกคามซึ่งอยู่นอกเหนือแนวการมองของนักบิน";"파일럿의 시선 밖에서 탐지할 수 있는 목표물의 범위입니다.";"侦\t测\t视\t野\t内\t除\t直\t视\t范\t围\t外\t的\t其\t他\t威\t胁";"パイロットの\t視線の\t外にある\t脅威を\t検知する\t能力";"飛\t行\t員\t在\t視\t線\t範\t圍\t外\t偵\t測\t威\t脅\t的\t能\t力";;
"attr_desc/plane_overload_resistance";"The pilot's ability to withstand high g-forces";"Capacité du pilote à encaisser des forces G élevées";"Abilità del pilota di sopportare le forze G";"Die Fähigkeit des Piloten, hohen G-Kräften standzuhalten";"La capacidad del piloto para soportar fuerzas g elevadas";"Умение пилота переносить высокие перегрузки";"Здатність пілота витримувати великі гравітаційні сили";"Zdolność pilota do wytrzymania dużych przeciążeń";"A capacidade do piloto de resistir a forças g elevadas";"Pilotun yüksek g-kuvvetine dayanabilme yeteneği";"Schopnost pilota odolávat vysokým přetížením";"Η ικανότητα του πιλότου να αντέχει σε υψηλές δυνάμεις g";"Kemampuan pilot untuk menahan gaya G yang tinggi";"ความทนทานของนักบินต่อแรง g";"높은 G (중력 가속도) 를 버텨낼 수 있는 능력입니다";"飞\t行\t员\t抗\t剧\t烈\t过\t载\t能\t力";"高い\t重力加速度に\t耐える\tパイロットの\t能力";"飛\t行\t員\t承\t受\t高\t过\t载 G 力\t的\t能\t力";;
"attr_desc/plane_protection";"Enhances the survivability of crew members";"Accroît la survivabilité des membres d'équipage";"Migliora la sopravvivenza dei membri dell'equipaggio";"Erhöht die Überlebensfähigkeit der Besatzungsmitglieder";"Aumenta la capacidad de supervivencia de los miembros de la tripulación";"Повышает выживаемость членов экипажа";"Покращує живучість членів екіпажу";"Zwiększa przeżywalność członków załogi";"Aumenta a capacidade de sobrevivência dos tripulantes";"Mürettebat üyelerinin hayatta kalma kabiliyetini artırır";"Zvyšuje schopnost přežití členů osádky";"Ενισχύει την ικανότητα επιβίωσης των μελών του πληρώματος";"Meningkatkan kemampuan bertahan hidup anggota kru";"เสริมการเอาชีวิตรอดของกำลังพล";"승무원의 생존성을 높여줍니다";"提\t升\t机\t组\t成\t员\t的\t生\t存\t能\t力";"クルーメンバーの\t生存率を\t高める";"增\t強\t機\t組\t人\t員\t的\t生\t存\t能\t力";;
"attr_desc/plane_accuracy";"Increases the accuracy of onboard gunners";"Accroît la précision des mitrailleurs embarqués";"Aumenta la precisione dei mitraglieri a bordo";"Erhöht die Treffsicherheit der Bordschützen";"Aumenta la precisión de los artilleros de a bordo";"Увеличивает точность стрельбы бортовых стрелков";"Підвищує точність бортових навідників";"Zwiększa celność strzelców pokładowych";"Aumenta a precisão dos artilheiros a bordo";"Uçaktaki nişancıların isabet oranını artırır";"Zvyšuje přesnost palubních střelců";"Αυξάνει την ακρίβεια των πυροβολητών επί του αεροσκάφους";"Meningkatkan akurasi penembak di dalam pesawat";"เพิ่มความแม่นยำของพลปืนบนพาหนะ";"기내 사수들의 사격 정확도를 향상시킵니다.";"改\t善\t自\t卫\t机\t枪\t手\t精\t准\t度";"機内砲手の\t精度を\t増加させる";"提\t高\t機\t載\t炮\t手\t的\t射\t擊\t精\t準\t度";;
"attr_desc/plane_jamming";"Reduces the likelihood of jamming due to weapon overheating";"Réduit la probabilité d'enrayage en raison d'une surchauffe de l'arme";"Riduce la possibilità di inceppamento a causa del surriscaldamento dell'arma";"Verringert die Wahrscheinlichkeit von Ladehemmungen aufgrund von Waffenüberhitzung";"Reduce la probabilidad de atasco por sobrecalentamiento del arma";"Снижает вероятность заклинивания при перегреве вооружения";"Зменшує ймовірність заклинювання зброї через перегрів";"Zmniejsza prawdopodobieństwo zacięcia z powodu przegrzania broni";"Reduz as probabilidades da arma encravar devido a sobreaquecimento";"Silahın ısınmadan ötürü tutukluk yapma olasılığını azaltır";"Snižuje pravděpodobnost zaseknutí v důsledku přehřátí zbraně";"Μειώνει την πιθανότητα εμπλοκής λόγω υπερθέρμανσης του όπλου";"Mengurangi kemungkinan macet karena senjata terlalu panas";"ลดโอกาสที่จะเกิดการติดขัดเนื่องจากอาวุธร้อนเกินไป";"과열에 따른 탄걸림 가능성을 줄여줍니다.";"降\t低\t武\t器\t过\t热\t时\t的\t卡\t壳\t概\t率";"武器が\tオーバーヒートによって\t弾詰まりする\t可能性を\t減少させる";"降\t低\t因\t武\t器\t過\t熱\t導\t致\t卡\t殼\t的\t可\t能\t性";;
"attr_desc/plane_reloading";"Reduces the time required for reloading weapons";"Réduit le temps nécessaire au rechargement des armes";"Riduce il tempo richiesto per ricaricare le armi";"Verringert den Zeitaufwand für das Nachladen von Waffen";"Reduce el tiempo necesario para recargar las armas";"Снижает время необходимое для перезарядки вооружения";"Зменшує час перезаряджання зброї";"Skraca czas potrzebny na przeładowanie broni";"Reduz o tempo necessário para recarregar as armas";"Silahların doldurulması için gereken süreyi kısaltır";"Zkracuje dobu potřebnou k nabíjení zbraní";"Μειώνει το χρόνο που απαιτείται για την επαναγέμιση των όπλων";"Mengurangi waktu yang diperlukan untuk mengisi ulang senjata";"ลดเวลาที่ต้องใช้เพื่อเติมกระสุน";"무장의 재장전에 걸리는 시간을 줄여줍니다.";"加\t快\t武\t器\t装\t填\t速\t度";"武器の\tリロードに\t必要な\t時間を\t短縮する";"減\t少\t武\t器\t重\t新\t裝\t填\t所\t需\t的\t時\t間";;
"attr_desc/plane_scatter";"Increases the accuracy of fixed and suspended weaponry";"Accroît la précision de l'armement fixe et suspendu";"Aumenta la precisione dell'armamento sospeso e fisso";"Erhöht die Genauigkeit von feststehenden und aufgehängten Waffen";"Aumenta la precisión del armamento fijo y suspendido";"Увеличивает точность курсового и подвесного вооружения";"Підвищує точність стаціонарного та підвісного озброєння";"Zwiększa celność uzbrojenia stałego i podwieszanego";"Aumenta a precisão do armamento fixo ou suspenso";"Sabit ve askılı silahların isabet oranını artırır";"Zvyšuje přesnost pevných a podvěsných zbraní";"Αυξάνει την ακρίβεια των σταθερών και αιωρούμενων όπλων";"Meningkatkan akurasi persenjataan terpasang dan gantung";"เพิ่มความแม่นยำของอาวุธที่ติดตั้งและอาวุธบรรทุก";"고정 및 보조 무장의 정확도를 향상시킵니다";"提\t升\t固\t定\t前\t射\t武\t器\t与\t附\t加\t武\t器\t吊\t舱\t的\t精\t准\t度";"固定式および\t吊り\t下げ\t武器の\t精度を\t高める";"提\t高\t固\t定\t前\t射\t武\t器\t和\t加\t挂\t武\t器\t的\t精\t準\t度";;
"loading_time_mult";"Rate of fire";"Cadence de Tir";"Rateo di fuoco";"Kadenz";"Cadencia de disparo";"Скорострельность";"Швидкострільність";"Szybkostrzelność";"Cadência de tiro";"Ateş Hızı";"Rychlost palby";"Ρυθμός πυρός";"Laju tembakan";"อัตรายิง";"발사 속도";"射\t速";"発射速度";"射\t速";;
"tracking";"Aiming";"Visée";"Puntamento";"Zielen";"Apuntado";"Наведение";"Наведення";"Celowanie";"Mirando";"Nişan Alma";"Míření";"Στόχευση";"Membidik";"การเล็ง";"조준";"火\t炮\t瞄\t准";"照準";"瞄\t準";;
"accuracy";"Accuracy";"Précision";"Precisione";"Genauigkeit";"Precisión";"Меткость";"Влучність";"Precyzja";"Precisão";"İsabetlilik";"Přesnost";"Ακρίβεια";"Akurasi";"ความแม่นยำ";"정확도";"精\t度";"精度";"精\t度";;
"driving";"Braking force";"Force de freinage";"Forza frenante";"Bremskraft";"Fuerza de frenado";"Сила торможения";"Сила гальмування";"Siła hamowania";"Força de freagem/travagem";"Fren kuvveti";"Brzdná síla";"Δύναμη πέδησης";"Kekuatan pengereman";"แรงเบรก";"제동력";"制\t动\t力";"制動力";"制\t動\t力";;
"field_repair";"Repair speed";"Vitesse de réparation";"Velocità di riparazione";"Reparaturgeschwindigkeit";"Velocidad de reparación";"Скорость ремонта";"Швидкість ремонту";"Szybkość naprawy";"Rapidez de reparação";"Onarım hızı";"Rychlost oprav";"Ταχύτητα επισκευής";"Kecepatan perbaikan";"ความเร็วซ่อมแซม";"수리 속도";"维\t修\t速\t度";"修理速度";"維\t修\t速\t度";;
"eyesight";"Enemy detection range";"Portée de détection de l'ennemi";"Raggio d'avvistamento";"Reichweite der Feindentdeckung";"Distancia de detección del enemigo";"Дальность обнаружения";"Дальність виявлення";"Zasięg wykrywania wrogów";"Distância de deteção do inimigo";"Düşman tespit menzili";"Vzdálenost detekce nepřátel";"Εμβέλεια ανίχνευσης εχθρού";"Jangkauan deteksi musuh";"ระยะตรวจจับศัตรู";"적 탐지 범위";"索\t敌\t距\t离";"敵探知距離";"索\t敵\t距\t離";;
"agility";"Crew switch time";"Temps de remplacement d'équipage";"Tempo di sostituzione equipaggio";"Zeit für Besatzungsaustausch";"Tiempo de cambio de tripulación";"Скорость пересадки экипажа";"Швидкість пересадки екіпажу";"Czas zmiany załoganta";"Tempo de troca de tripulantes";"Mürettebat geçiş süresi";"Doba výměny pozice osádky";"Χρόνος αλλαγής πληρώματος";"Waktu pergantian kru";"เวลาสับเปลี่ยนกำลังพล";"승무원 교체 시간";"乘\t员\t换\t位\t时\t间";"クルー\t交替時間";"乘\t員\t換\t位\t時\t間";;
"vitality";"Vitality";"Vitalité";"Vitalità";"Vitalität";"Vitalidad";"Живучесть";"Живучість";"Żywotność";"Vitalidade";"Canlılık";"Vitalita";"Ζωτικότητα";"Vitalitas";"พลังชีวิต";"생명력";"生\t命\t增\t幅";"生命力";"生\t命\t增\t幅";;
"plane_engine";"Engine tuning";"Réglage du moteur";"Modifica motore";"Motortuning";"Afinación del motor";"Настройка двигателя";"Регулювання двигуна";"Dostrajanie silnika";"Afinação do motor";"Motor ayarı";"Tuning motoru";"Ρύθμιση κινητήρα";"Penyetelan mesin";"การปรับจูนเครื่องยนต์";"엔진 튜닝";"引\t擎\t调\t校";"エンジンチューニング";"引\t擎\t調\t校";;
"plane_fuselage";"Fuselage processing";"Traitement du fuselage";"Elaborazione fusoliera";"Verarbeitung des Rumpfs";"Procesamiento del fuselaje";"Обработка фюзеляжа";"Обробка фюзеляжу";"Obróbka kadłuba";"Processamento da fuselagem";"Gövde işleme";"Úprava trupu";"Επεξεργασία ατράκτου";"Pemrosesan badan pesawat";"การประมวลผลลำตัวเครื่องบิน";"동체 보강";"机\t身\t维\t护";"機体加工";"機\t體\t保\t養";;
"plane_flaps_wings";"Wings and flaps processing";"Traitement des ailes et des volets";"Elaborazione ali e flap";"Verarbeitung von Tragflächen und Klappen";"Procesamiento de las alas y los flaps";"Обработка крыла и рулей";"Обробка крил і закрилків";"Obróbka skrzydeł i klap";"Processamento das asas e flaps";"Kanat ve flap işleme";"Úprava křídel a klapek";"Επεξεργασία φτερών και πτερυγίων καμπυλότητας";"Pemrosesan sayap dan sirip sayap";"การประมวลผลปีกและชายปีก";"주익 및 플랩 보강";"翼\t面\t维\t护";"ウイングと\tフラップ\t加工";"翼\t面\t維\t護";;
"plane_compressor";"Compressor tuning";"Réglage du compresseur";"Modifica del compressore";"Einstellung des Kompressors";"Afinado del compresor";"Регулировка компрессора";"Регулювання компресора";"Dostrajanie sprężarki";"Afinação do compressor";"Kompresör ayarı";"Tuning kompresoru";"Ρύθμιση συμπιεστή";"Penyetelan kompresor";"การปรับจูนคอมเพรสเซอร์";"과급기 튜닝";"压\t缩\t机\t调\t校";"コンプレッサーチューニング";"壓\t縮\t機\t維\t護";;
"plane_spotting";"View range";"Portée de vue";"Raggio visivo";"Sichtweite";"Distancia de visión";"Дальность обзора";"Дальність огляду";"Zasięg widzenia";"Alcance da visibilidade";"Görüş menzili";"Dohledová vzdálenost";"Προβολή εμβέλειας";"Jangkauan tampilan";"ระยะมองเห็น";"시야 거리";"视\t野\t距\t离";"視界";"視\t角\t範\t圍";;
"plane_threat_recognition";"Threat recognition";"Identification des menaces";"Riconoscimento minaccia";"Bedrohungserkennung";"Reconocimiento de amenazas";"Обнаружение угроз";"Розпізнавання загроз";"Rozpoznawanie zagrożeń";"Reconhecimento de ameaças";"Tehlike algılama";"Rozpoznání hrozby";"Αναγνώριση απειλής";"Pengenalan ancaman";"การรับรู้ภัยคุกคาม";"위협 식별";"威\t胁\t辨\t识";"脅威の\t認識";"威\t脅\t辨\t識";;
"plane_overload_resistance";"Overload resistance";"Résistance aux surcharges";"Resistenza al sovraccarico";"Überlastfestigkeit";"Resistencia a la sobrecarga";"Устойчивость к перегрузкам";"Стійкість до перевантажень";"Odporność na przeciążenia";"Resistência à sobrecarga";"Aşırı yüklenme direnci";"Tolerance přetížení";"Αντίσταση υπερφόρτωσης";"Resistansi kelebihan beban";"ความทนทานต่อสภาวะเกินพิกัด";"내중력성";"过\t载\t承\t受";"過負荷耐性";"G 力\t抗\t性";;
"plane_protection";"Crew protection";"Protection de l'équipage";"Protezione equipaggio";"Schutz der Besatzung";"Protección de la tripulación";"Защита экипажа";"Захист екіпажу";"Ochrona załogi";"Proteção da tripulação";"Mürettebat koruması";"Ochrana osádky";"Προστασία πληρώματος";"Perlindungan kru";"การปกป้องกำลังพล";"승무원 보호";"乘\t员\t防\t护";"クルーの\t保護";"乘\t員\t組\t防\t禦";;
"plane_accuracy";"Crew accuracy";"Précision de l'équipage";"Precisione equipaggio";"Genauigkeit der Besatzung";"Precisión de la tripulación";"Точность стрелков";"Точність екіпажу";"Crew accuracy";"Precisão da tripulação";"Mürettebat tutarlılığı";"Přesnost osádky";"Ακρίβεια πληρώματος";"Akurasi kru";"ความแม่นยำกำลังพล";"정확도";"乘\t员\t精\t度";"クルー\t精度";"乘\t員\t組\t準\t度";;
"plane_jamming";"Overheating of weapons";"Surchauffe des armes";"Surriscaldamento delle armi";"Überhitzung der Waffen";"Sobrecalentamiento de las armas";"Перегрев вооружения";"Перегрів зброї";"Przegrzewanie uzbrojenia";"Sobreaquecimento das armas";"Silahların aşırı ısınması";"Přehřívání výzbroje";"Υπερθέρμανση όπλων";"Senjata yang terlalu panas";"สภาวะร้อนเกินไปของอาวุธ";"무장 과열";"武\t器\t过\t热";"武器の\t過熱";"武\t器\t過\t熱";;
"plane_reloading";"Weapon reload speed";"Vitesse de rechargement de l'arme";"Velocità di ricarica delle armi";"Nachladegeschwindigkeit der Waffe";"Velocidad de recarga del arma";"Скорость перезарядки вооружения";"Швидкість перезаряджання зброї";"Szybkość przeładowania uzbrojenia";"Velocidade de recarregamento da arma";"Silahın yeniden doldurma hızı";"Rychlost přebití zbraně";"Ταχύτητα επαναγέμισης όπλου";"Kecepatan isi ulang senjata";"ความเร็วเติมกระสุนอาวุธ";"무장 재장전 속도";"武\t器\t装\t填\t速\t度";"武器の\tリロード\t速度";"武\t器\t裝\t填\t速\t度";;
"plane_scatter";"Weapon accuracy";"Précision de l'arme";"Precisione arma";"Waffengenauigkeit";"Precisión del arma";"Точность вооружения";"Точність зброї";"Celność uzbrojenia";"Precisão da arma";"Silah isabetliliği";"Přesnost zbraně";"Ακρίβεια όπλου";"Akurasi senjata";"ความแม่นยำของอาวุธ";"무장 정확도";"武\t器\t精\t度";"武器精度";"武\t器\t準\t度";;
"battleRepairItems";"Spare parts";"Pièces de rechange";"Parti di ricambio";"Ersatzteile";"Piezas de repuesto";"Набор запчастей";"Набір запчастин";"Części zamienne";"Peças de reposição";"Yedek parçalar";"Náhradní díly";"Ανταλλακτικά";"Suku cadang";"อะไหล่";"보조 부품";"备\t件";"予備部品";"備\t件";;
"attrib_rckt_damage";"Missile damage";"Dégâts du missile";"Danno del missile";"Schaden durch Raketen";"Daño de misiles";"Урон ракетами";"Шкода від керованих ракет";"Uszkodzenia pocisku";"Danos do míssil";"Füze hasarı";"Poškození raketou";"Ζημία πυραύλου";"Damage rudal";"ความเสียหายขีปนาวุธ";"미사일 피해량";"导\t弹\t伤\t害";"ミサイルダメージ";"飛\t彈\t傷\t害";;
"attrib_rckt_capture_time";"Lock-on time";"Temps de verrouillage";"Tempo di aggancio";"Lock-on Zeit";"Tiempo de fijación";"Время наведения";"Час захоплення";"Czas namierzania";"Tempo para adquirir alvo";"Kilitlenme süresi";"Čas uzamknutí cíle";"Χρόνος κλειδώματος";"Waktu penguncian";"เวลาล็อกเป้า";"락온 시간";"锁\t定\t时\t间";"ロックオン\t時間";"鎖\t定\t時\t間";;
"attrib_rckt_cm_lifetime";"Countermeasure duration";"Durée des contremesures";"Durata contromisure";"Dauer der Gegenmaßnahme";"Duración de las contramedidas";"Время действия контрмер";"Тривалість контрзаходів";"Czas trwania przeciwśrodków";"Duração das contramedidas";"Karşı-tedbir süresi";"Doba trvání protiopatření";"Διάρκεια αντιμέτρου";"Durasi penangkal";"ระยะเวลาของมาตรการโต้ตอบ";"기만체 지속시간";"干\t扰\t弹\t有\t效\t时\t长";"対抗手段の\t持続時間";"干\t擾\t誘\t餌\t有\t效\t時\t長";;
"stats/allCannons";"⋖ Cannons";"⋖ Canons";"⋖ Cannoni";"⋖ Geschütze";"⋖ Cañones";"⋖ Пушки";"⋖ Гармати";"⋖ Działka";"⋖ Canhões";"⋖ Toplar";"⋖ Kanóny";"⋖ Πυροβόλα";"⋖ Meriam";"ปืนใหญ่ ⋖";"⋖ 기관포";"⋖ 枪\t炮";"⋖ 機関砲";"⋖ 機\t炮";;
"stats/mainCannon";"⋖ {caliber} mm cannon";"⋖ Canon de {caliber} mm";"Cannone ⋖ {caliber} mm";"⋖ {caliber} mm Geschütz";"⋖ cañón de {caliber} mm";"⋖ {caliber}-мм пушка";"⋖ {caliber}-мм гармата";"⋖ {caliber} mm działko";"⋖ Canhão de {caliber} mm";"⋖ {caliber} mm Top";"⋖ {caliber} mm dělo";"⋖ πυροβόλο {caliber} mm";"⋖ meriam {caliber} mm";"ปืนใหญ่ ⋖ {caliber} มม.";"⋖ {caliber} mm 기관포";"⋖ {caliber} 毫\t米\t火\t炮";"⋖ {caliber} mm\t砲";"⋖ {caliber} 毫\t米\t火\t炮";;
"stats/auxCannon";"⋖ {caliber} mm cannon";"⋖ Canon de {caliber} mm";"Cannone ⋖ {caliber} mm";"⋖ {caliber} mm Geschütz";"⋖ cañón de {caliber} mm";"⋖ {caliber}-мм пушка";"⋖ {caliber}-мм гармата";"⋖ {caliber} mm działko";"⋖ Canhão de {caliber} mm";"⋖ {caliber} mm Top";"⋖ {caliber} mm dělo";"⋖ πυροβόλο {caliber} mm";"⋖ meriam {caliber} mm";"ปืนใหญ่ ⋖ {caliber} มม.";"⋖ {caliber} mm 기관포";"⋖ {caliber} 毫\t米\t火\t炮";"⋖ {caliber} mm\t砲";"⋖ {caliber} 毫\t米\t火\t炮";;
"stats/aaa";"⋗ {caliber} mm AAA";"⋗ Artillerie AA de {caliber} mm";"AAA ⋗ {caliber} mm";"⋗ {caliber} mm Flugabwehr";"⋗ AAA de {caliber} mm";"⋗ {caliber}-мм ПВО";"⋗ {caliber}-мм ППО";"⋗ artyleria przeciwlotnicza {caliber} mm";"⋗ {caliber} mm AAA";"⋗ {caliber} mm Uçaksavar";"⋗ {caliber} mm proti letadlům";"⋗ AAA {caliber} mm";"⋗ AAA {caliber} mm";"ปืน AAA ⋗{caliber} มม.";"⋗ {caliber} mm 대공포";"⋗ {caliber} 毫\t米\t防\t空\t炮";"⋗ {caliber} mm\t対空砲";"⋗ {caliber} 毫\t米\t防\t空\t炮";;
"stats/aaa/short";"⋗ AAA";"⋗ Artillerie AA";"⋗ AAA";"⋗ Flugabwehr";"⋗ AAA";"⋗ ПВО";"⋗ ППО";"⋗ Stanowisko Przeciwlotnicze";"⋗ AAA";"⋗ Uçaksavar";"⋗ proti letadlům";"⋗ AAA";"⋗ AAA";"ปืน AAA ⋗";"⋗ 대공포";"⋗ 防\t空\t炮";"⋗ AAA";"⋗ 防\t空\t炮";;
"stats/rockets";"▣ {caliber} mm missiles";"▣ missiles {caliber} mm";"▣ missili {caliber} mm";"▣ {caliber} mm Raketen";"▣ misiles de {caliber} mm";"▣ {caliber}-мм ракеты";"▣ {caliber}-мм ракети";"▣ rakiety {caliber} mm";"▣ mísseis de {caliber} mm";"▣ {caliber} mm füze";"▣ {caliber} mm rakety";"▣ πύραυλοι {caliber} mm";"▣ Rudal {caliber} mm";"ขีปนาวุธ ▣ {caliber} มม.";"▣ {caliber} mm 미사일";"▣ {caliber} 毫\t米\t导\t弹";"▣ {caliber} mm\tミサイル";"▣ {caliber} 毫\t米\t飛\t彈";;
