"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"decals/usa_text_franche_comte/desc";"""Franche-Comte"" text";"Texte ""Franche-Comte""";"Testo ""Franche-Comte"" (Franca Contea)";"Text “Franche-Comte”";"Texto ""Franche-Comte""";"Текст ""Франш-Конте""";"Текст ""Франш-Конте""";"Napis „Franche-Comte” ";"Texto ""Franche-Comte"" (''Franco-Condado'')";"""Franche-Comte"" metni";" ";"""Franche-Comte"" text";"Teks ""Franche-Comte""";"""Franche-Comte"" text";"""프랑슈 콩테""(Franche-Comté) 문구";"“弗\t朗\t什\t孔\t泰”";"「フランシュ＝コンテ」";"“弗\t朗\t什\t孔\t泰”";;
"decals/usa_text_good_luck";"""Good Luck"" text";"Texte ""Good Luck""";"Testo ""Good Luck""";"Text “Good Luck”";"Texto ""Buena Suerte""";"Текст ""Удачи""";"Текст ""Успіху""";"Napis „Powodzenia”";"Texto ""Good Luck""";"""İyi Şanslar"" metni";"nápis ""GOOD LUCK""";"""Good Luck"" text";"Teks ""Semoga Beruntung""";"""Good Luck"" text";"""굿 럭"" 문구";"“好\t运”";"「グッドラック」";"“好\t運”";;
"decals/usa_text_good_luck/desc";"""Good Luck"" text";"Texte ""Good Luck""";"Testo ""Good Luck"" (buona fortuna)";"Text “Good Luck”";"Texto ""Buena Suerte""";"Текст ""Удачи""";"Текст ""Успіху""";"Napis „Good Luck” („Powodzenia”)";"Texto ""Good Luck"" (''Boa Sorte'')";"""İyi Şanslar"" metni";"""Hodně štěstí""";"""Good Luck"" text";"Teks ""Semoga Beruntung""";"""Good Luck"" text";"""Good Luck""(굿 럭) 문구";"“好\t运”";"「グッドラック」";"“好\t運”";;
"decals/usmc_tank_emblem";"""USMC"" insignia";"Insigne ""USMC""";"Emblema ""USMC""";"“USMC” Abzeichen";"Insignia ""USMC""";"Опознавательный знак ""USMC""";"Розпізнавальний знак ""USMC""";"Odznaka „USMC”";"Insígnia ""USMC""";"""USMC"" amblemi";"nápis ""USMC""";"""USMC"" insignia";"Insignia ""USMC""";"""USMC"" insignia";"""미 해병대"" 휘장";"美\t国\t海\t军\t陆\t战\t队\t徽\t标";"アメリカ\t海兵隊（USMC）\t記章";"""\t美\t國\t海\t軍\t陸\t戰\t隊\t"" 徽\t章";;
"decals/usmc_tank_emblem/desc";"United States Armored Force insignia";"Insigne de l'US Marines Corps (USMC)";"Emblema della United States Armored Force";"Abzeichen der US-Panzerverbände";"Insignia de la Fuerza Blindada de los Estados Unidos";"Опознавательный знак Бронетанковых сил США";"Розпізнавальний знак Бронетанкових сил США";"Insygnia Sił Pancernych Stanów Zjednoczonych";"Insígnia da United States Armored Force";"Birleşik Devletler Zırhlı Kuvvetler işareti";"Námořní pěchota Spojených států amerických";"United States Armored Force insignia";"Insignia Pasukan Kavaleri Amerika Serikat";"United States Armored Force insignia";"미국 기갑부대 부대마크";"美\t国\t海\t军\t陆\t战\t队\t徽\t标";"アメリカ\t合衆国機甲部隊記章";"""\t美\t國\t海\t軍\t陸\t戰\t隊\t"" 徽\t章";;
"decals/usa_761st_tank_battalion";"761st Tank Battalion emblem";"Emblème du 761st Tank Battalion";"Stemma del 761st Tank Battalion";"Emblem des 761st Tank Battalion";"Emblema del 761º Batallón de Tanques";"Эмблема 761-го ТБ";"Емблема 761-го ТБ";"Emblemat 761 Batalionu Czołgów";"Emblema do 761st Tank Battalion";"761. Tank Taburu amblemi";"emblém 761st Tank Battalion, Unites States Armored Force";"761st Tank Battalion emblem";"Emblem Batalion Tank Ke-761";"761st Tank Battalion emblem";"제 761 전차대대 엠블럼";"第 761 坦\t克\t营\t徽\t标";"第\t761戦車大隊記章";"第 761 坦\t克\t營\t徽\t標";;
"decals/usa_761st_tank_battalion/desc";"Emblem of 761st Tank Battalion, USA";"Emblème du 761st Tank Battalion, USA";"Stemma del 761st Tank Battalion, USA";"Emblem des 761st Tank Battalion der USA";"Emblema del 761º Batallón de Tanques, EEUU";"Эмблема 761-го танкового батальона, США";"Емблема 761-го танкового батальйону, США";"Emblemat 761 Batalionu Czołgów, USA";"Emblema do 761st Tank Battalion, EUA";"761. Tank Taburu amblemi, ABD";"761. tankový pluk
Obrněné síly Spojených států amerických";"Emblem of 761st Tank Battalion, USA";"Emblem Batalion Tank Ke-761, AS";"Emblem of 761st Tank Battalion, USA";"제 761 전차대대 엠블럼, 미국";"第 761 坦\t克\t营\t徽\t标";"アメリカ\t合衆国 第\t761戦車大隊記章";"美\t國\t陸\t軍\t第 761 坦\t克\t營\t徽\t標";;
"decals/ussr_text_za_rodinu";"""For motherland!"" text";"Texte ""Pour la Patrie!""";"Testo ""Per la patria!""";"""Für das Mutterland"" Text";"Texto ""¡Por la madre patria!"" ";"Надпись ""За Родину!""";"Напис ""За Батьківщину""";"Napis „Za ojczyznę!”";"Texto ""Pela Terra Mãe!""";"""Anavatan İçin!"" metni";"nápis ""За Родину!""";"""For motherland!"" text";"Teks ""Demi Tanah Air!""";"""For motherland!"" text";"""모국을 위하여!"" 문구";"“为\t了\t祖\t国！”";"「母国のために！」";"“為\t了\t祖\t國！”";;
"decals/ussr_text_za_rodinu/desc";"""За Родину!"" (""For motherland!"") text";"Texte ""За Родину!"" (""Pour la Patrie!"")";"Testo ""За Родину!"" (""Per la patria!"")";"""За Родину!"" (""Für das Mutterland!"") Text";"Texto: ""За Родину!"" (""¡Por la madre patria!"")";"Надпись ""За Родину!""";"Напис ""За Батьківщину!""";"Napis „За Родину!” („Za ojczyznę!”)";"Texto ""За Родину!"" (""Pela Terra Mãe!"")";"""За Родину!"" (""Anavatan İçin!"") metni";"""Za vlast""";"""За Родину!"" (""For motherland!"") text";"Teks ""За Родину!"" (""Demi Tanah Air!"")";"""За Родину!"" (""For motherland!"") text";"""За Родину!"" (""모국을 위하여!"") 문구";"“З\tа Р\tо\tд\tи\tн\tу!”\t（“为\t了\t祖\t国！”，\t俄\t语）";"「За Родину!」\t (母国のために！)";"“З\tа Р\tо\tд\tи\tн\tу!”\t（“為\t了\t祖\t國！”，\t俄\t語）";;
"decals/uk_1st_army_badge";"1st British Army badge";"Badge de la 1st British Army";"Distintivo della 1^ Armata Britannica";"Abzeichen der 1st British Army";"Insignia del 1º Ejército Británico";"Знак 1-й армии Великобритании";"Знак 1-ї армії Великобританії";"Odznaka 1 Armii Brytyjskiej";"Brevete da 1st British Army";"1. Britanya Ordusu rozeti";"emblém 1st British Army, Great Britain";"1st British Army badge";"Lencana Angkatan Darat Inggris Ke-1";"1st British Army badge";"영국 제 1 군 배지";"英\t国\t第 1 集\t团\t军\t徽\t标";"第一\tイギリス\t軍\tバッジ";"英\t國\t第 1 集\t團\t軍\t徽\t標";;
"decals/uk_1st_army_badge/desc";"Badge of the 1st Army, Great Britain";"Badge de la 1st Army, Grande-Bretagne";"Distintivo della 1^ Armata, Gran Bretagna";"Abzeichen der 1st British Army, Großbritannien";"Insignia del 1º Ejército, Gran Bretaña";"Знак 1-й армии Великобритании";"Знак 1-ї армії Великобританії";"Odznaka 1 Armii, Wielka Brytania";"Brevete da 1st Army, Grã-Bretanha";"1. Ordu rozeti, Büyük Britanya";"1. britská armáda
Britský královský obrněný sbor";"Badge of the 1st Army, Great Britain";"Lencana Angkatan Darat Ke-1, Britania Raya";"Badge of the 1st Army, Great Britain";"제 1 군 배지, 대영제국";"英\t国\t第 1 集\t团\t军\t徽\t标";"イギリス\t軍 第\t1軍 バッジ";"英\t國\t第 1 集\t團\t軍\t徽\t標";;
"decals/ge_15th_panzer_division";"15th Panzer Division emblem";"Emblème du 15. Panzerdivision";"Stemma dela 15^ Divisione Panzer";"Abzeichen der 15. Panzer-Division";"Emblema de la 15ª División Panzer";"Эмблема 15-й танковой дивизии";"Емблема 15-ї танкової дивізії";"Emblemat 15 Dywizji Pancernej";"Emblema da 15th Panzer Division";"15. Panzer Tümeni amblemi";"emblém 15. Panzer-Division, Wehrmacht";"15th Panzer Division emblem";"Emblem Divisi Panzer Ke-15";"15th Panzer Division emblem";"제 15 기갑사단 엠블럼";"国\t防\t军\t第 15 装\t甲\t师\t徽\t标";"第\t15機甲師団記章";"國\t防\t軍\t第 15 裝\t甲\t師\t徽\t標";;
"decals/ge_15th_panzer_division/desc";"Emblem of 15th Panzer Division of Wehrmacht";"Emblème du 15. Panzerdivision der Wehrmacht";"Stemma della 15^ Divisione Panzer della Wehrmacht";"Abzeichen der 15. Panzer-Division der Wehrmacht";"Emblema de la 15ª División Panzer de la Wehrmacht";"Эмблема 15-й танковой дивизии вермахта";"Емблема 15-ї танкової дивізії Вермахту";"Emblemat 15 Dywizji Pancernej Wehrmachtu";"Emblema da 20ª Panzer Division da Wehrmacht";"Wehrmacht 15. Panzer Tümeni amblemi";"15. pancéřová divize
Německá armáda";"Emblem of 15th Panzer Division of Wehrmacht";"Emblem Divisi Panzer Ke-15 Wehrmacht";"Emblem of 15th Panzer Division of Wehrmacht";"국방군 제 15 기갑사단 엠블럼";"国\t防\t军\t第 15 装\t甲\t师\t徽\t标";"ドイツ\t国防軍 第\t15機甲師団記章";"國\t防\t軍\t第 15 裝\t甲\t師\t徽\t標";;
"decals/ge_653rd_heavy_panzerjager_battalion";"653. Schwere Panzerjäger Abteilung emblem";"Emblème du Schweren Panzerjäger-Abteilung 653";"Emblema del 653° Battaglione Cacciacarri Pesanti";"Abzeichen der Schweren Panzerjäger-Abteilung 653";"Emblema del 653º Schwere Panzerjäger Abteilung";"Эмблема 653. Schwere Panzerjäger Abteilung";"Емблема 653-го важкого танкового батальйону";"Emblemat 653 Batalionu Ciężkich Niszczycieli Czołgów";"Emblema do 653. Schwere Panzerjäger Abteilung";"653. Ağır Panzerjäger müfrezesi amblemi";"emblém Schwere Panzerjäger-Abteilung 653, Wehrmacht";"653. Schwere Panzerjäger Abteilung emblem";"Emblem 653. Schwere Panzerjäger Abteilung";"653. Schwere Panzerjäger Abteilung emblem";"제653중대전차자주포대대 엠블럼";"国\t防\t军\t第 653 重\t型\t坦\t克\t歼\t击\t营\t徽\t标";"第\t653重戦車駆逐大隊記章";"國\t防\t軍\t第 653 重\t型\t反\t坦\t克\t營\t徽\t標";;
"decals/ge_653rd_heavy_panzerjager_battalion/desc";"Emblem of 653. Schwere Panzerjäger Abteilung of Wehrmacht";"Emblème du Schweren Panzerjäger-Abteilung 653 der Wehrmacht";"Stemma del 653 Schwere Panzerjäger Abteilung della Wehrmacht";"Abzeichen der Schweren Panzerjäger-Abteilung 653 der Wehrmacht";"Emblema del 653º Schwere Panzerjäger Abteilung de la Wehrmacht";"Эмблема 653. Schwere Panzerjäger Abteilung вермахта";"Емблема 653-го важкого танкового батальйону Вермахту";"Emblemat 653 Schwere Panzerjäger-Abteilung";"Emblema do 653. Schwere Panzerjäger Abteilung da Wehrmacht";"Wehrmacht 653. Ağır Panzerjäger müfrezesi amblemi";"Oddíl těžkých stíhačů tanků 653
Německá armáda";"Emblem of 653. Schwere Panzerjäger Abteilung of Wehrmacht";"Emblem 653. Schwere Panzerjäger Abteilung Wehrmacht";"Emblem of 653. Schwere Panzerjäger Abteilung of Wehrmacht";"독일 국방군 제653중대전차자주포대대 엠블럼";"国\t防\t军\t第 653 重\t型\t坦\t克\t歼\t击\t营\t徽\t标";"ドイツ\t国防軍 第\t653重戦車駆逐大隊記章";"國\t防\t軍\t第 653 重\t型\t反\t坦\t克\t營\t徽\t標";;
"decals/ge_stug_abt_189";"Sturmgeschütz Brigade 189 emblem";"Emblème du Sturmgeschütz-Abteilung 189";"Stemma della 189^ Brigata di Carri D'assalto";"Abzeichen der Sturmgeschütz-Abteilung 189";"Emblema de la 189ª Brigada Sturmgeschütz";"Эмблема 189-й штурмовой бригады";"Емблема 189-ї штурмової бригади";"Emblemat 189 Brygady Sturmgeschütz";"Emblema da Sturmgeschütz Brigade 189";"Sturmgeschütz Tugay 189 amblemi";"emblém Sturmgeschütz-Brigade 189, Wehrmacht";"Sturmgeschütz Brigade 189 emblem";"Emblem Sturmgeschütz Brigade 189";"Sturmgeschütz Brigade 189 emblem";"제 189 돌격포여단 엠블럼";"第 189 突\t击\t炮\t旅\t徽\t标";"第 189 突撃砲大隊記章";"第 189 突\t擊\t炮\t旅\t徽\t標";;
"decals/ge_stug_abt_189/desc";"Emblem of Sturmgeschütz Brigade 189 of Wehrmacht";"Emblème du Sturmgeschütz-Abteilung 189 der Wehrmacht";"Stemma della 189^ Brigata di Carri D'assalto della Wehrmacht";"Abzeichen der Sturmgeschütz-Abteilung 189 der Wehrmacht";"Emblema de la 189ª Brigada Sturmgeschütz de la Wehrmacht";"Эмблема 189-й штурмовой бригады вермахта";"Емблема 189-ї штурмової бригади вермахту";"Emblemat 189 Brygady Sturmgeschütz Wehrmachtu";"Emblema da Sturmgeschütz Brigade 189 da Wehrmacht";"Wehrmacht Sturmgeschütz Tugay 189 amblemi";"Brigáda útočných děl 189
Německá armáda";"Emblem of Sturmgeschütz Brigade 189 of Wehrmacht";"Emblem Sturmgeschütz Brigade 189 Wehrmacht";"Emblem of Sturmgeschütz Brigade 189 of Wehrmacht";"국방군 제 189 돌격포여단의 엠블럼";"德\t国\t国\t防\t军\t第 189 突\t击\t炮\t旅\t徽\t标";"ドイツ\t国防軍 第 189 突撃砲大隊記章";"德\t國\t國\t防\t軍\t第 189 突\t擊\t炮\t旅\t徽\t標";;
"decals/ge_507th_heavy_panzer_battaltion";"507th Heavy Panzer Battalion emblem";"Emblème du Schweren Panzer-Abteilung 507";"Stemma del 507° Battaglione Carri Pesanti";"Abzeichen der Schweren Panzer-Abteilung 507";"Emblema del 507º Batallón Panzer Pesado";"Эмблема 507-го тяжёлого танкового батальона";"Емблема 507-го важкого танкового батальйону";"Emblemat 507 Batalionu Czołgów Ciężkich";"Emblema do 503º Panzer Bataillon Pesado";"507. Ağır Panzer Taburu Amblemi";"Emblém Schwere Panzer-Abteilung 507, Wehrmacht";"507th Heavy Panzer Battalion emblem";"Emblem Batalion Panzer Berat Ke-507";"507th Heavy Panzer Battalion emblem";"제 507 중전차대대 엠블럼";"国\t防\t军\t第 507 重\t装\t甲\t营\t徽\t标";"第\t507重戦車大隊記章";"國\t防\t軍\t第 507 重\t裝\t甲\t營\t徽\t標";;
"decals/ge_507th_heavy_panzer_battaltion/desc";"Emblem of the 507th Heavy Panzer Battalion, Wehrmacht";"Emblème du Schwere Panzer-Abteilung 507, Wehrmacht";"Stemma del 507° Battaglione Carri Pesanti, Wehrmacht";"Abzeichen der Schweren Panzer-Abteilung 507, Wehrmacht";"Emblema del 507º Batallón Panzer Pesado, Wehrmacht";"Эмблема 507-го тяжёлого танкового батальона вермахта";"Емблема 507-го важкого танкового батальйону вермахту";"Emblemat 507 Batalionu Czołgów Ciężkich, Wehrmacht";"Emblema do 507º Batalhão Pesado Panzer, Wehrmacht";"Wehrmacht 507. Ağır Panzer Taburu Amblemi";"Emblém oddílu těžkých tanků 507, Německá armáda";"Emblem of the 507th Heavy Panzer Battalion, Wehrmacht";"Emblem Batalion Panzer Berat Ke-507, Wehrmacht";"Emblem of the 507th Heavy Panzer Battalion, Wehrmacht";"제 507 중전차대대 엠블럼, 독일 국방군";"国\t防\t军\t第 507 重\t装\t甲\t营\t徽\t标";"ドイツ\t国防軍第\t507重戦車大隊記章";"國\t防\t軍\t第 507 重\t裝\t甲\t營\t徽\t標";;
"decals/ca_5th_armoured_division";"Canadian 5th Armored Division emblem";"Emblème de la 5th Armored Division Canadienne";"Emblema della 5° Divisione Corazzata Canadese";"Abzeichen der Canadian 5th Armored Division";"Emblema de la 5ª División Blindada Canadiense";"Эмблема 5-й канадской бронетанковой дивизии";"Емблема 5-ї канадської бронетанкової дивізії";"Emblemat 5 Kanadyjskiej Dywizji Pancernej";"Emblema da 5th Armored Division do Canadá";"Kanada 5. Zırhlı Tümeni amblemi";"emblém Canadian 5th Armored Division";"Canadian 5th Armored Division emblem";"Emblem Divisi Kavaleri Ke-5 Kanada";"Canadian 5th Armored Division emblem";"제5캐나다기갑사단 부대마크";"加\t拿\t大\t第 5 装\t甲\t师\t徽\t标";"カナダ\t第\t5機甲師団記章";"加\t拿\t大\t第 5 裝\t甲\t師\t徽\t標";;
"decals/ca_5th_armoured_division/desc";"Emblem of the Canadian 5th Armored Division";"Emblème de la 5th Armored Division Canadienne";"Emblema della 5° Divisione Corazzata Canadese";"Abzeichen der Canadian 5th Armored Division, Kanada";"Emblema de la 5ª División Blindada Canadiense";"Эмблема 5-й канадской бронетанковой дивизии";"Емблема 5-ї канадської бронетанкової дивізії";"Emblemat 5 Kanadyjskiej Dywizji Pancernej";"Emblema da 5th Armored Division do Canadá";"Kanada 5. Zırhlı Tümeni amblemi";"5. kanadská obrněná divize
Kanadská armáda";"Emblem of the Canadian 5th Armored Division";"Emblem Divisi Kavaleri Ke-5 Kanada";"Emblem of the Canadian 5th Armored Division";"제5캐나다기갑사단(5th Canadian Armoured Division)의 부대마크";"加\t拿\t大\t第 5 装\t甲\t师\t徽\t标";"カナダ\t第\t5機甲師団記章";"加\t拿\t大\t第 5 裝\t甲\t師\t徽\t標";;
"decals/ge_bundeswehr_insignia";"Bundeswehr emblem";"Emblème de la Bundeswehr";"Stemma della Bundeswehr";"Abzeichen der Bundeswehr";"Emblema de la Bundeswehr";"Эмблема Бундесвера";"Емблема Бундесверу";"Emblemat Bundeswehry";"Emblema da Bundeswehr";"Bundeswehr amblemi";"emblém Bundeswehr";"Bundeswehr emblem";"Emblem Bundeswehr";"Bundeswehr emblem";"독일 연방군 엠블럼";"德\t国\t联\t邦\t国\t防\t军\t徽\t标";"ドイツ\t連邦軍記章";"德\t國\t聯\t邦\t國\t防\t軍\t徽\t標";;
"decals/ge_bundeswehr_insignia/desc";"Emblem of the Bundeswehr";"Emblème de la Bundeswehr";"Stemma della Bundeswehr";"Abzeichen der Bundeswehr";"Emblema de la Bundeswehr";"Эмблема Бундесвера";"Емблема Бундесверу";"Emblemat Bundeswehry";"Emblema da Bundeswehr";"Bundeswehr amblemi";"armáda Spolkové republiky Německo";"Emblem of the Bundeswehr";"Emblem Bundeswehr";"Emblem of the Bundeswehr";"독일 연방군 엠블럼";"德\t国\t联\t邦\t国\t防\t军\t徽\t标";"ドイツ\t連邦軍記章";"德\t國\t聯\t邦\t國\t防\t軍\t徽\t標";;
"decals/ussr_white_star";"White Star emblem";"Emblème étoile blanche";"Stemma Stella Bianca";"""Weißer Stern"" Emblem";"Emblema Estrella Blanca";"Эмблема ""Белая звезда""";"Емблема ""Біла зірка""";"Radziecka biała gwiazda";"Emblema: Estrela Branca";"Beyaz Yıldız amblemi";"emblém ""Bílá hvězda""";"White Star emblem";"Emblem Bintang Putih";"White Star emblem";"흰 별 엠블럼";"“白\t五\t星”\t徽\t标";"ホワイトスターエンブレム";"“白\t五\t星”\t徽\t標";;
"decals/ussr_white_star/desc";"White Star emblem";"Emblème étoile blanche";"Stemma Stella Bianca";"""Weißer Stern"" Emblem";"Emblema Estrella Blanca";"Эмблема ""Белая звезда""";"Емблема ""Біла зірка""";"Radziecka biała gwiazda";"Emblema: Estrela Branca";"Beyaz Yıldız amblemi";"obněné síly RKKA";"White Star emblem";"Emblem Bintang Putih";"White Star emblem";"흰 별 엠블럼";"“白\t五\t星”\t徽\t标";"ホワイトスターエンブレム";"“白\t五\t星”\t徽\t標";;
"decals/ussr_text_smely";"""Smely"" text";"Texte ""Smely""";"Testo ""Smely""";"""Tapfer"" Text";"Texto ""Smely""";"Надпись ""Смелый""";"Напис ""Smely""";"Napis „Śmiały”";"Texto ""Smely""";"''Smely'' yazısı";"nápis ""Смелый""";"""Smely"" text";"Teks ""Smely""";"""Smely"" text";"""Smely"" 문구";"“勇\t敢”";"「Smely」\tテキスト";"“勇\t敢”";;
"decals/ussr_text_smely/desc";"""Smely"" text";"Texte ""Смелый"" (""Audacieux"")";"Testo ""Smely""";"""Tapfer"" Text";"Texto ""Smely""";"Надпись ""Смелый""";"Напис ""Smely""";"Napis „Смелый” („Śmiały”)";"Texto ""Smely""";"''Smely'' yazısı";"""Odvážný""";"""Smely"" text";"Teks ""Smely""";"""Smely"" text";"""Smely"" 문구";"“С\tм\tе\tл\tы\tй”\t（“勇\t敢”，\t俄\t语）";"「Smely」\tテキスト";"“С\tм\tе\tл\tы\tй”\t（“勇\t敢”，\t俄\t語）";;
"decals/ussr_tactical_marking";"Tactical marking";"Marque tactique";"Segno tattico";"Taktische Kennzeichnung";"Marcado táctico";"Тактический знак";"Тактичний знак";"Radzieckie oznaczenie taktyczne";"Marcação tática";"Taktiksel İşaretleme";"taktický znak";"Tactical marking";"Penanda taktis";"Tactical marking";"전술 표식";"战\t术\t标\t记";"タクティカル・マーキング";"戰\t術\t標\t記";;
"decals/ussr_tactical_marking/desc";"Tactical marking";"Marque tactique";"Segno tattico";"Taktische Kennzeichnung";"Marcado táctico";"Тактический знак";"Тактичний знак";"Oznaczenie taktykczne";"Marcação tática";"Taktiksel İşaretleme";"obrněné síly RKKA";"Tactical marking";"Penanda taktis";"Tactical marking";"전술 표식";"战\t术\t标\t记";"タクティカル・マーキング";"戰\t術\t標\t記";;
"decals/ussr_number_20";"""20"" tank number";"Numéro de char ""20""";"Numero carro ""20""";"Panzernummer 20";"Número de tanque ""20""";"Танковый номер ""20""";"Танковий номер ""20""";"Numer czołgu „20”";"Tanque número ""20""";"''20'' tank numarası";"číslo ""20""";"""20"" tank number";"Nomor tank ""20""";"""20"" tank number";"차량번호 ""20""";"“20”\t号\t车";"「20」\t戦車番号";"“20”\t號\t車";;
"decals/ussr_number_20/desc";"""20"" tank number, USSR";"Numéro de char ""20"", URSS";"Numero carro ""20"", URSS";"Panzernummer 20, UdSSR";"Número de tanque ""20"", URSS";"Танковый номер ""20"", СССР";"Танковий номер ""20"", СРСР";"Numer czołgu „20”, ZSRR";"URSS, Tanque número ""20""";"''20'' tank numarası, USSR";"Dělnicko-rolnická Rudá armáda";"""20"" tank number, USSR";"Nomor tank ""20"", Uni Soviet";"""20"" tank number, USSR";"차량번호 ""20"", 소비에트 사회주의 연방 공화국";"“20”\t号\t车\t（苏\t联）";"「20」\t戦車番号 (ソ\t連)";"“20”\t號\t車\t（蘇\t聯）";;
"decals/usa_text_foxhunter";"""Foxhunter"" text";"Texte ""Foxhunter""";"Testo ""Foxhunter""";"""Foxhunter"" Text";"Texto ""Foxhunter""";"Надпись ""Лисолов""";"Напис ""Лісолов""";"Napis „Pies na lisy”";"texto ""Foxhunter""";"''Foxhunter'' yazısı";"nápis ""Foxhunder""";"""Foxhunter"" text";"Teks ""Foxhunter""";"""Foxhunter"" text";"""여우 사냥꾼 (Foxhunter)"" 문구";"“猎\t狐\t者”";"「キツネ\t狩り」";"“獵\t狐\t者”";;
"decals/usa_text_foxhunter/desc";"""Foxhunter"" text";"Texte ""Foxhunter""";"Testo ""Foxhunter""";"""Foxhunter"" Text, USA";"Texto ""Foxhunter""";"Надпись ""Лисолов"" (""Foxhunter"")";"Напис ""Лісолов"" (""Foxhunter"")";"Napis „Foxhunter” („Pies na lisy”)";"texto ""Foxhunter""";"''Foxhunter'' yazısı";"""Lovec lišek""";"""Foxhunter"" text";"Teks ""Foxhunter""";"""Foxhunter"" text";"""여우 사냥꾼 (Foxhunter)"" 문구";"“猎\t狐\t者”";"「キツネ\t狩り」";"“獵\t狐\t者”";;
"decals/uk_tank_weight_15";"""15"" tank weight";"Poids du char ""15""";"Peso carro ""15""";"Panzergewicht ""15""";"Peso del tanque ""15""";"Танковый знак ""15""";"Танковий знак ""15""";"Oznaczenie masy czołgu „15”";"Peso do tanque ""15""";"""15"" tank ağırlığı";"""15"" hmotnost tanku";"""15"" tank weight";"Berat tank ""15""";"""15"" tank weight";"차량 중량 ""15""";"“15”";"「15」";"“15”";;
"decals/uk_tank_weight_15/desc";"""15"" tank weight";"Poids du char ""15""";"Peso carro ""15""";"Panzergewicht ""15""";"Peso del tanque ""15""";"Танковый знак ""15""";"Танковий знак ""15""";"Brytyjskie oznaczenie masy czołgu „15”";"Peso do tanque ""15""";"""15"" tank ağırlığı";"""15"" hmotnost tanku";"""15"" tank weight";"Berat tank ""15""";"""15"" tank weight";"차량 중량 ""15""";"“15”\t（车\t重）";"「15」";"“15”\t（車\t重）";;
"decals/uk_emblem_desert_rats";"""Desert Rats"" emblem";"Emblème ""Desert Rats""";"Stemma ""Desert Rats""";"""Desert Rats"" Abzeichen";"Emblema ""Ratas del Desierto""";"Эмблема ""Пустынных крыс""";"Емблема ""Пустельних щурів""";"Emblemat „Szczury pustyni”";"Emblema ""Desert Rats""";"''Çöl Fareleri'' amblemi";"emblém 7th Armoured Division ""Desert Rats"", Great Britain";"""Desert Rats"" emblem";"Emblem ""Tikus Gurun""";"""Desert Rats"" emblem";"""사막의 쥐들 (Desert Rats)"" 엠블렘";"英\t国\t陆\t军\t第 7 装\t甲\t师\t“沙\t漠\t之\t鼠”\t徽\t标";"「砂漠の\tネズミ」\t記章";"英\t國\t陸\t軍\t第 7 裝\t甲\t師\t“沙\t漠\t之\t鼠”\t徽\t標";;
"decals/uk_emblem_desert_rats/desc";"Emblem of 7th Armoured Division, Great Britain";"Emblème du 7th Armoured Division, Grande-Bretagne";"Stemma della 7^ Divisione Corazzata, Gran Bretagna";"Abzeichen der 7. Armoured Division, Großbritannien";"Emblema de la 7ª División Blindada, Gran Bretaña";"Эмблема 7-й бронетанковой дивизии Великобритании";"Емблема 7-ї бронетанкової дивізії Великобританії";"Emblemat 7 Dywizji Pancernej, Wielka Brytania";"Emblema da 7ª Divisão Blindada, Grã-Bretanha";"7'nci Zırhlı Tümeni arması, Birleşik Krallık";"7. obrněná divize ""Pouštní krysy""
Britský královský obrněný sbor";"Emblem of 7th Armoured Division, Great Britain";"Emblem Divisi Kavaleri Ke-7, Britania Raya";"Emblem of 7th Armoured Division, Great Britain";"제 7 기갑사단 엠블럼, 대영제국";"英\t国\t陆\t军\t第 7 装\t甲\t师\t“沙\t漠\t之\t鼠”\t徽\t标";"イギリス\t軍 第\t7機甲旅団 記章";"英\t國\t陸\t軍\t第 7 裝\t甲\t師\t“沙\t漠\t之\t鼠”\t徽\t標";;
"decals/ie_8th_kings_royal_irish_hussars";"Emblem of The 8th Kings Royal Irish Hussars";"Emblème des 8th Kings Royal Irish Hussars";"Stemma del 8th Kings Royal Irish Hussars";"Abzeichen der 8th Kings Royal Irish Hussars";"Emblema del 8º de los Reales Húsares Irlandeses";"Эмблема 8-го (Личного) Его Величества Короля Королевского ирландского гусарского полка";"Емблема Королівських ірландських Гусарів 8-го Короля";"Emblemat 8 Irlandzkiego Pułku Huzarów Królewskich";"Emblema dos 8th Kings Royal Irish Hussars";"8. Kings Royal Irish Hussars Amblemi";"emblém 8th Kings Royal Irish Hussars";"Emblem of The 8th Kings Royal Irish Hussars";"Emblem The 8th Kings Royal Irish Hussars";"Emblem of The 8th Kings Royal Irish Hussars";"제 8 왕립 아일랜드 후사르 엠블렘";"国\t王\t直\t属\t第 8 皇\t家\t爱\t尔\t兰\t轻\t骑\t兵\t团\t徽\t标";"第\t8\tキングス・ロイヤル・アイリッシュ\t軽騎兵連隊 記章";"英\t國\t陸\t軍\t第 8 皇\t家\t愛\t爾\t蘭\t輕\t騎\t兵\t營\t徽\t標";;
