"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"icon/hud_msg_mp_dmg/crash_s";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";;
"icon/hud_msg_mp_dmg/kill_zone";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";;
"icon/hud_msg_mp_dmg/crit";"░";"░";"░";"░";"░";"░";"░";"░";"░";"░";"░";"░";"░";"░";"░";"░";"░";"░";;
"icon/hud_msg_mp_dmg/burn";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";;
"icon/hud_msg_mp_dmg/exit";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";;
"icon/hud_msg_mp_dmg/torpedo";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";;
"icon/hud_msg_mp_dmg/mine";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";;
"icon/hud_msg_mp_dmg/depth_bomb";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";;
"icon/hud_msg_mp_dmg/bomb";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";;
"icon/hud_msg_mp_dmg/bullet";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";;
"icon/hud_msg_mp_dmg/shell";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";;
"icon/hud_msg_mp_dmg/rocket";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";;
"icon/hud_msg_mp_dmg/artillery";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";;
"icon/hud_msg_mp_dmg/air_defense";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";;
"icon/unitclass/assault";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";;
"icon/unitclass/bomber";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";;
"icon/unitclass/heavy_bomber";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";;
"icon/unitclass/fighter";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";;
"icon/unitclass/fighter_assault";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";;
"icon/unitclass/attack_helicopter";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";;
"icon/unitclass/utility_helicopter";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";;
"icon/unitclass/heavy_tank";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";;
"icon/unitclass/light_tank";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";;
"icon/unitclass/medium_tank";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";;
"icon/unitclass/spaa";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";;
"icon/unitclass/tank_destroyer";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";;
"icon/unitclass/ship";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";;
"icon/unitclass/gun_boat";"␉";"␉";"␉";"␉";"␉";"␉";"␉";"␉";"␉";"␉";"␉";"␉";"␉";"␉";"␉";"␉";"␉";"␉";;
"icon/unitclass/heavy_gun_boat";"␊";"␊";"␊";"␊";"␊";"␊";"␊";"␊";"␊";"␊";"␊";"␊";"␊";"␊";"␊";"␊";"␊";"␊";;
"icon/unitclass/naval_ferry_barge";"␋";"␋";"␋";"␋";"␋";"␋";"␋";"␋";"␋";"␋";"␋";"␋";"␋";"␋";"␋";"␋";"␋";"␋";;
"icon/unitclass/destroyer";"␌";"␌";"␌";"␌";"␌";"␌";"␌";"␌";"␌";"␌";"␌";"␌";"␌";"␌";"␌";"␌";"␌";"␌";;
"icon/unitclass/light_cruiser";"␎";"␎";"␎";"␎";"␎";"␎";"␎";"␎";"␎";"␎";"␎";"␎";"␎";"␎";"␎";"␎";"␎";"␎";;
"icon/unitclass/cruiser";"␏";"␏";"␏";"␏";"␏";"␏";"␏";"␏";"␏";"␏";"␏";"␏";"␏";"␏";"␏";"␏";"␏";"␏";;
"icon/unitclass/exp_cruiser";"␏";"␏";"␏";"␏";"␏";"␏";"␏";"␏";"␏";"␏";"␏";"␏";"␏";"␏";"␏";"␏";"␏";"␏";;
"icon/unitclass/battlecruiser";"␐";"␐";"␐";"␐";"␐";"␐";"␐";"␐";"␐";"␐";"␐";"␐";"␐";"␐";"␐";"␐";"␐";"␐";;
"icon/unitclass/battleship";"␑";"␑";"␑";"␑";"␑";"␑";"␑";"␑";"␑";"␑";"␑";"␑";"␑";"␑";"␑";"␑";"␑";"␑";;
"icon/unitclass/submarine";"␒";"␒";"␒";"␒";"␒";"␒";"␒";"␒";"␒";"␒";"␒";"␒";"␒";"␒";"␒";"␒";"␒";"␒";;
"icon/unitclass/ufo";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";;
"icon/unitclass/suit";"╅";"╅";"╅";"╅";"╅";"╅";"╅";"╅";"╅";"╅";"╅";"╅";"╅";"╅";"╅";"╅";"╅";"╅";;
"icon/unittype/aircraft";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";;
"icon/unittype/tank";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";;
"icon/unittype/boat";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";"⋛";;
"icon/unittype/ship";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";;
"icon/unittype/helicopter";"⋡";"⋡";"⋡";"⋡";"⋡";"⋡";"⋡";"⋡";"⋡";"⋡";"⋡";"⋡";"⋡";"⋡";"⋡";"⋡";"⋡";"⋡";;
"icon/tutorial";"╵";"╵";"╵";"╵";"╵";"╵";"╵";"╵";"╵";"╵";"╵";"╵";"╵";"╵";"╵";"╵";"╵";"╵";;
"icon/battleTasks";"╴";"╴";"╴";"╴";"╴";"╴";"╴";"╴";"╴";"╴";"╴";"╴";"╴";"╴";"╴";"╴";"╴";"╴";;
"icon/events";"╳";"╳";"╳";"╳";"╳";"╳";"╳";"╳";"╳";"╳";"╳";"╳";"╳";"╳";"╳";"╳";"╳";"╳";;
"icon/news";"╲";"╲";"╲";"╲";"╲";"╲";"╲";"╲";"╲";"╲";"╲";"╲";"╲";"╲";"╲";"╲";"╲";"╲";;
"icon/spare";"╢";"╢";"╢";"╢";"╢";"╢";"╢";"╢";"╢";"╢";"╢";"╢";"╢";"╢";"╢";"╢";"╢";"╢";;
"icon/universalSpare";"<color=@universalSpareColor>╢</color>";"<color=@universalSpareColor>╢</color>";"<color=@universalSpareColor>╢</color>";"<color=@universalSpareColor>╢</color>";"<color=@universalSpareColor>╢</color>";"<color=@universalSpareColor>╢</color>";"<color=@universalSpareColor>╢</color>";"<color=@universalSpareColor>╢</color>";"<color=@universalSpareColor>╢</color>";"<color=@universalSpareColor>╢</color>";"<color=@universalSpareColor>╢</color>";"<color=@universalSpareColor>╢</color>";"<color=@universalSpareColor>╢</color>";"<color=@universalSpareColor>╢</color>";"<color=@universalSpareColor>╢</color>";"<color=@universalSpareColor>╢</color>";"<color=@universalSpareColor>╢</color>";"<color=@universalSpareColor>╢</color>";;
"icon/chest";"╪";"╪";"╪";"╪";"╪";"╪";"╪";"╪";"╪";"╪";"╪";"╪";"╪";"╪";"╪";"╪";"╪";"╪";;
"icon/chest2";"⋦";"⋦";"⋦";"⋦";"⋦";"⋦";"⋦";"⋦";"⋦";"⋦";"⋦";"⋦";"⋦";"⋦";"⋦";"⋦";"⋦";"⋦";;
"icon/info";"┌";"┌";"┌";"┌";"┌";"┌";"┌";"┌";"┌";"┌";"┌";"┌";"┌";"┌";"┌";"┌";"┌";"┌";;
"icon/dice/transparent";"⋰";"⋰";"⋰";"⋰";"⋰";"⋰";"⋰";"⋰";"⋰";"⋰";"⋰";"⋰";"⋰";"⋰";"⋰";"⋰";"⋰";"⋰";;
"icon/dice/dark";"⋱";"⋱";"⋱";"⋱";"⋱";"⋱";"⋱";"⋱";"⋱";"⋱";"⋱";"⋱";"⋱";"⋱";"⋱";"⋱";"⋱";"⋱";;
"icon/xmas_tree";"⋮";"⋮";"⋮";"⋮";"⋮";"⋮";"⋮";"⋮";"⋮";"⋮";"⋮";"⋮";"⋮";"⋮";"⋮";"⋮";"⋮";"⋮";;
"icon/cross_play";"⋭";"⋭";"⋭";"⋭";"⋭";"⋭";"⋭";"⋭";"⋭";"⋭";"⋭";"⋭";"⋭";"⋭";"⋭";"⋭";"⋭";"⋭";;
"icon/worldWar";"╫";"╫";"╫";"╫";"╫";"╫";"╫";"╫";"╫";"╫";"╫";"╫";"╫";"╫";"╫";"╫";"╫";"╫";;
"icon/worldWar/colored";"<color=@worldWarIconColor>╫</color>";"<color=@worldWarIconColor>╫</color>";"<color=@worldWarIconColor>╫</color>";"<color=@worldWarIconColor>╫</color>";"<color=@worldWarIconColor>╫</color>";"<color=@worldWarIconColor>╫</color>";"<color=@worldWarIconColor>╫</color>";"<color=@worldWarIconColor>╫</color>";"<color=@worldWarIconColor>╫</color>";"<color=@worldWarIconColor>╫</color>";"<color=@worldWarIconColor>╫</color>";"<color=@worldWarIconColor>╫</color>";"<color=@worldWarIconColor>╫</color>";"<color=@worldWarIconColor>╫</color>";"<color=@worldWarIconColor>╫</color>";"<color=@worldWarIconColor>╫</color>";"<color=@worldWarIconColor>╫</color>";"<color=@worldWarIconColor>╫</color>";;
"icon/star";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";"┐";;
"icon/star/white";"<color=@white>┐</color>";"<color=@white>┐</color>";"<color=@white>┐</color>";"<color=@white>┐</color>";"<color=@white>┐</color>";"<color=@white>┐</color>";"<color=@white>┐</color>";"<color=@white>┐</color>";"<color=@white>┐</color>";"<color=@white>┐</color>";"<color=@white>┐</color>";"<color=@white>┐</color>";"<color=@white>┐</color>";"<color=@white>┐</color>";"<color=@white>┐</color>";"<color=@white>┐</color>";"<color=@white>┐</color>";"<color=@white>┐</color>";;
"icon/gear";"⋥";"⋥";"⋥";"⋥";"⋥";"⋥";"⋥";"⋥";"⋥";"⋥";"⋥";"⋥";"⋥";"⋥";"⋥";"⋥";"⋥";"⋥";;
"icon/gear_broken";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";;
"icon/arrowUp";"→";"→";"→";"→";"→";"→";"→";"→";"→";"→";"→";"→";"→";"→";"→";"→";"→";"→";;
"icon/arrowDown";"←";"←";"←";"←";"←";"←";"←";"←";"←";"←";"←";"←";"←";"←";"←";"←";"←";"←";;
"icon/psn";"⋊";"⋊";"⋊";"⋊";"⋊";"⋊";"⋊";"⋊";"⋊";"⋊";"⋊";"⋊";"⋊";"⋊";"⋊";"⋊";"⋊";"⋊";;
"icon/xbox";"⋉";"⋉";"⋉";"⋉";"⋉";"⋉";"⋉";"⋉";"⋉";"⋉";"⋉";"⋉";"⋉";"⋉";"⋉";"⋉";"⋉";"⋉";;
"icon/steam";"⋈";"⋈";"⋈";"⋈";"⋈";"⋈";"⋈";"⋈";"⋈";"⋈";"⋈";"⋈";"⋈";"⋈";"⋈";"⋈";"⋈";"⋈";;
"icon/pc";"⋆";"⋆";"⋆";"⋆";"⋆";"⋆";"⋆";"⋆";"⋆";"⋆";"⋆";"⋆";"⋆";"⋆";"⋆";"⋆";"⋆";"⋆";;
"icon/tv";"⋇";"⋇";"⋇";"⋇";"⋇";"⋇";"⋇";"⋇";"⋇";"⋇";"⋇";"⋇";"⋇";"⋇";"⋇";"⋇";"⋇";"⋇";;
"icon/nuclear_bomb";"☢";"☢";"☢";"☢";"☢";"☢";"☢";"☢";"☢";"☢";"☢";"☢";"☢";"☢";"☢";"☢";"☢";"☢";;
"order/colored_icon";"<color=@userlogColoredText>▪</color>";"<color=@userlogColoredText>▪</color>";"<color=@userlogColoredText>▪</color>";"<color=@userlogColoredText>▪</color>";"<color=@userlogColoredText>▪</color>";"<color=@userlogColoredText>▪</color>";"<color=@userlogColoredText>▪</color>";"<color=@userlogColoredText>▪</color>";"<color=@userlogColoredText>▪</color>";"<color=@userlogColoredText>▪</color>";"<color=@userlogColoredText>▪</color>";"<color=@userlogColoredText>▪</color>";"<color=@userlogColoredText>▪</color>";"<color=@userlogColoredText>▪</color>";"<color=@userlogColoredText>▪</color>";"<color=@userlogColoredText>▪</color>";"<color=@userlogColoredText>▪</color>";"<color=@userlogColoredText>▪</color>";;
"check_mark/green";"<color=@goodTextColor>✔</color>";"<color=@goodTextColor>✔</color>";"<color=@goodTextColor>✔</color>";"<color=@goodTextColor>✔</color>";"<color=@goodTextColor>✔</color>";"<color=@goodTextColor>✔</color>";"<color=@goodTextColor>✔</color>";"<color=@goodTextColor>✔</color>";"<color=@goodTextColor>✔</color>";"<color=@goodTextColor>✔</color>";"<color=@goodTextColor>✔</color>";"<color=@goodTextColor>✔</color>";"<color=@goodTextColor>✔</color>";"<color=@goodTextColor>✔</color>";"<color=@goodTextColor>✔</color>";"<color=@goodTextColor>✔</color>";"<color=@goodTextColor>✔</color>";"<color=@goodTextColor>✔</color>";;
"id_menu_title";"title";"title";"title";"title";"title";"title";"title";"title";"title";"title";"title";"title";"title";"title";"title";"title";"title";"title";;
"id_full_title";"title";"title";"title";"title";"title";"title";"title";"title";"title";"title";"title";"title";"title";"title";"title";"title";"title";"title";;
"url_login_host";"store.gaijin.net";"store.gaijin.net";"store.gaijin.net";"store.gaijin.net";"store.gaijin.net";"store.gaijin.net";"store.gaijin.net";"store.gaijin.net";"store.gaijin.net";"store.gaijin.net";"store.gaijin.net";"store.gaijin.net";"store.gaijin.net";"store.gaijin.net";"store.gaijin.net";"store.gaijin.net";"store.gaijin.net";"store.gaijin.net";;
"url/replenish";"auto_local auto_login https://store.gaijin.net/replenishment.php?utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/replenishment.php?utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/replenishment.php?utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/replenishment.php?utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/replenishment.php?utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/replenishment.php?utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/replenishment.php?utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/replenishment.php?utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/replenishment.php?utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/replenishment.php?utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/replenishment.php?utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/replenishment.php?utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/replenishment.php?utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/replenishment.php?utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/replenishment.php?utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/replenishment.php?utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/replenishment.php?utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/replenishment.php?utm_source=wt_game&utm_medium=special";;
"url/changeName";"auto_local auto_login https://store.gaijin.net/user.php";"auto_local auto_login https://store.gaijin.net/user.php";"auto_local auto_login https://store.gaijin.net/user.php";"auto_local auto_login https://store.gaijin.net/user.php";"auto_local auto_login https://store.gaijin.net/user.php";"auto_local auto_login https://store.gaijin.net/user.php";"auto_local auto_login https://store.gaijin.net/user.php";"auto_local auto_login https://store.gaijin.net/user.php";"auto_local auto_login https://store.gaijin.net/user.php";"auto_local auto_login https://store.gaijin.net/user.php";"auto_local auto_login https://store.gaijin.net/user.php";"auto_local auto_login https://store.gaijin.net/user.php";"auto_local auto_login https://store.gaijin.net/user.php";"auto_local auto_login https://store.gaijin.net/user.php";"auto_local auto_login https://store.gaijin.net/user.php";"auto_local auto_login https://store.gaijin.net/user.php";"auto_local auto_login https://store.gaijin.net/user.php";"auto_local auto_login https://store.gaijin.net/user.php";;
"url/faq";"auto_login sso_service=any http://warthunder.com/en/game/faq/";"auto_login sso_service=any http://warthunder.com/en/game/faq/";"auto_login sso_service=any http://warthunder.com/en/game/faq/";"auto_login sso_service=any http://warthunder.com/en/game/faq/";"auto_login sso_service=any http://warthunder.com/en/game/faq/";"auto_login sso_service=any http://warthunder.com/ru/game/faq/";"auto_login sso_service=any http://warthunder.com/en/game/faq/";"auto_login sso_service=any http://warthunder.com/en/game/faq/";"auto_login sso_service=any http://warthunder.com/en/game/faq/";"auto_login sso_service=any http://warthunder.com/en/game/faq/";"auto_login sso_service=any http://warthunder.com/en/game/faq/";"auto_login sso_service=any http://warthunder.com/en/game/faq/";"auto_login sso_service=any http://warthunder.com/en/game/faq/";"auto_login sso_service=any http://warthunder.com/en/game/faq/";"auto_login sso_service=any http://warthunder.com/en/game/faq/";"auto_login sso_service=any http://warthunder.com/en/game/faq/";"auto_login sso_service=any http://warthunder.com/en/game/faq/";"auto_login sso_service=any http://warthunder.com/en/game/faq/";;
"url/forum";"http://forum.warthunder.com/";"http://forum.warthunder.com/";"http://forum.warthunder.com/";"http://forum.warthunder.com/";"http://forum.warthunder.com/";"http://forum.warthunder.ru";"http://forum.warthunder.com/";"http://forum.warthunder.com/";"http://forum.warthunder.com/";"http://forum.warthunder.com/";"http://forum.warthunder.com/";"http://forum.warthunder.com/";"http://forum.warthunder.com/";"http://forum.warthunder.com/";"http://forum.warthunder.com/";"http://forum.warthunder.com/";"http://forum.warthunder.com/";"http://forum.warthunder.com/";;
"url/support";"auto_login sso_service=zendesk https://support.gaijin.net/hc/en-us";"auto_login sso_service=zendesk https://support.gaijin.net/hc/en-us";"auto_login sso_service=zendesk https://support.gaijin.net/hc/en-us";"auto_login sso_service=zendesk https://support.gaijin.net/hc/en-us";"auto_login sso_service=zendesk https://support.gaijin.net/hc/en-us";"auto_login sso_service=zendesk https://support.gaijin.net/hc/ru";"auto_login sso_service=zendesk https://support.gaijin.net/hc/en-us";"auto_login sso_service=zendesk https://support.gaijin.net/hc/en-us";"auto_login sso_service=zendesk https://support.gaijin.net/hc/en-us";"auto_login sso_service=zendesk https://support.gaijin.net/hc/en-us";"auto_login sso_service=zendesk https://support.gaijin.net/hc/en-us";"auto_login sso_service=zendesk https://support.gaijin.net/hc/en-us";"auto_login sso_service=zendesk https://support.gaijin.net/hc/en-us";"auto_login sso_service=zendesk https://support.gaijin.net/hc/en-us";"auto_login sso_service=zendesk https://support.gaijin.net/hc/en-us";"auto_login sso_service=zendesk https://support.gaijin.net/hc/en-us";"auto_login sso_service=zendesk https://support.gaijin.net/hc/en-us";"auto_login sso_service=zendesk https://support.gaijin.net/hc/en-us";;
"url/support/nologin";"https://support.gaijin.net/hc/en-us";"https://support.gaijin.net/hc/en-us";"https://support.gaijin.net/hc/en-us";"https://support.gaijin.net/hc/en-us";"https://support.gaijin.net/hc/en-us";"https://support.gaijin.net/hc/ru";"https://support.gaijin.net/hc/en-us";"https://support.gaijin.net/hc/en-us";"https://support.gaijin.net/hc/en-us";"https://support.gaijin.net/hc/en-us";"https://support.gaijin.net/hc/en-us";"https://support.gaijin.net/hc/en-us";"https://support.gaijin.net/hc/en-us";"https://support.gaijin.net/hc/en-us";"https://support.gaijin.net/hc/en-us";"https://support.gaijin.net/hc/en-us";"https://support.gaijin.net/hc/en-us";"https://support.gaijin.net/hc/en-us";;
"url/activateCode";"auto_local auto_login https://store.gaijin.net/activate.php";"auto_local auto_login https://store.gaijin.net/activate.php";"auto_local auto_login https://store.gaijin.net/activate.php";"auto_local auto_login https://store.gaijin.net/activate.php";"auto_local auto_login https://store.gaijin.net/activate.php";"auto_local auto_login https://store.gaijin.net/activate.php";"auto_local auto_login https://store.gaijin.net/activate.php";"auto_local auto_login https://store.gaijin.net/activate.php";"auto_local auto_login https://store.gaijin.net/activate.php";"auto_local auto_login https://store.gaijin.net/activate.php";"auto_local auto_login https://store.gaijin.net/activate.php";"auto_local auto_login https://store.gaijin.net/activate.php";"auto_local auto_login https://store.gaijin.net/activate.php";"auto_local auto_login https://store.gaijin.net/activate.php";"auto_local auto_login https://store.gaijin.net/activate.php";"auto_local auto_login https://store.gaijin.net/activate.php";"auto_local auto_login https://store.gaijin.net/activate.php";"auto_local auto_login https://store.gaijin.net/activate.php";;
"url/recharge";"auto_local auto_login https://store.gaijin.net/catalog.php?category=GoldenEagles";"auto_local auto_login https://store.gaijin.net/catalog.php?category=GoldenEagles";"auto_local auto_login https://store.gaijin.net/catalog.php?category=GoldenEagles";"auto_local auto_login https://store.gaijin.net/catalog.php?category=GoldenEagles";"auto_local auto_login https://store.gaijin.net/catalog.php?category=GoldenEagles";"auto_local auto_login https://store.gaijin.net/catalog.php?category=GoldenEagles";"auto_local auto_login https://store.gaijin.net/catalog.php?category=GoldenEagles";"auto_local auto_login https://store.gaijin.net/catalog.php?category=GoldenEagles";"auto_local auto_login https://store.gaijin.net/catalog.php?category=GoldenEagles";"auto_local auto_login https://store.gaijin.net/catalog.php?category=GoldenEagles";"auto_local auto_login https://store.gaijin.net/catalog.php?category=GoldenEagles";"auto_local auto_login https://store.gaijin.net/catalog.php?category=GoldenEagles";"auto_local auto_login https://store.gaijin.net/catalog.php?category=GoldenEagles";"auto_local auto_login https://store.gaijin.net/catalog.php?category=GoldenEagles";"auto_local auto_login https://store.gaijin.net/catalog.php?category=GoldenEagles";"auto_local auto_login https://store.gaijin.net/catalog.php?category=GoldenEagles";"auto_local auto_login https://store.gaijin.net/catalog.php?category=GoldenEagles";"auto_local auto_login https://store.gaijin.net/catalog.php?category=GoldenEagles";;
"url/knowledgebase";"https://support.gaijin.net/hc/en-us/search?utf8=%E2%9C%93&query=";"https://support.gaijin.net/hc/en-us/search?utf8=%E2%9C%93&query=";"https://support.gaijin.net/hc/en-us/search?utf8=%E2%9C%93&query=";"https://support.gaijin.net/hc/en-us/search?utf8=%E2%9C%93&query=";"https://support.gaijin.net/hc/en-us/search?utf8=%E2%9C%93&query=";"https://support.gaijin.net/hc/ru/search?utf8=%E2%9C%93&query=";"https://support.gaijin.net/hc/en-us/search?utf8=%E2%9C%93&query=";"https://support.gaijin.net/hc/en-us/search?utf8=%E2%9C%93&query=";"https://support.gaijin.net/hc/en-us/search?utf8=%E2%9C%93&query=";"https://support.gaijin.net/hc/en-us/search?utf8=%E2%9C%93&query=";"https://support.gaijin.net/hc/en-us/search?utf8=%E2%9C%93&query=";"https://support.gaijin.net/hc/en-us/search?utf8=%E2%9C%93&query=";"https://support.gaijin.net/hc/en-us/search?utf8=%E2%9C%93&query=";"https://support.gaijin.net/hc/en-us/search?utf8=%E2%9C%93&query=";"https://support.gaijin.net/hc/en-us/search?utf8=%E2%9C%93&query=";"https://support.gaijin.net/hc/en-us/search?utf8=%E2%9C%93&query=";"https://support.gaijin.net/hc/en-us/search?utf8=%E2%9C%93&query=";"https://support.gaijin.net/hc/en-us/search?utf8=%E2%9C%93&query=";;
"url/knowledgebase/Tencent";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";;
