"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"title/bomberman";"Bomberman";"Bomberman";"Bombarolo";"Bomber";"Bombardero";"Подрывник";"Бомбардувальник";"Bombardier";"Bomberman";"Bomberman";"Bombarďák";"Βομβαρδιστής";"Bomberman";"ผู้เชี่ยวชาญด้านระเบิด";"봄버맨";"炸\t弹\t人";"ボンバーマン";"轟\t炸\t超\t人";;
"title/sniper";"Sniper";"Tireur d'élite";"Cecchino";"Scharfschütze";"Francotirador";"Снайпер";"Снайпер";"Snajper";"Franco-atirador";"Kesin Nişancı";"Odstřelovač";"Ελεύθερος σκοπευτής";"Sniper";"สไนเปอร์";"저격수";"狙\t击\t手";"スナイパー";"狙\t擊\t手";;
"title/unbending";"Unbending";"Inflexible";"Umiliante";"Unbeugsam";"Inflexible";"Несгибаемый";"Незламний";"Nieugięty";"Inflexível";"Bükülmez";"Nezlomný";"Αλύγιστο";"Pantang Menyerah";"ไม่อ่อนข้อ";"타협하지 않는 자";"顽\t强\t不\t屈";"不屈";"不\t屈\t不\t撓";;
"title/tempered";"Tempered";"Tempéré";"Temprato";"Gehärtet";"Templado";"Закаленный";"Загартований";"Zahartowany";"Temperado";"Sertleştirilmiş";"Kalený";"Ενισχυμένο";"Kuat";"โลหะแกร่ง";"단련된 자";"淬\t火\t历\t练";"緩和";"幾\t經\t淬\t鍊";;
"title/solid";"Solid";"Solide";"Solido";"Robust";"Sólido";"Прочный";"Міцний";"Niezrównany";"Sólido";"Sağlam";"Pevný";"Στιβαρό";"Kokoh";"ของแข็ง";"단단함";"安\t如\t磐\t石";"堅実";"堅\t毅\t剛\t正";;
"title/precursor";"Precursor";"Précurseur";"Precursore";"Vorläufer";"Precursor";"Предвестник";"Передвісник";"Prekursor";"Precursor";"Öncü";"Předchůdce";"Πρόδρομος";"Prekursor";"กองหน้า";"선도자";"先\t行\t者";"先駆者";"先\t驅\t者";;
"title/collector";"Collector";"Collectionneur";"Collezionista";"Sammler";"Coleccionista";"Коллекционер";"Колекціонер";"Kolekcjoner";"Coletor";"Koleksiyoncu";"Sběratel";"Συλλέκτης";"Kolektor";"นักสะสม";"수집가";"收\t藏\t家";"コレクター";"收\t藏\t家";;
"title/swift";"Swift";"Swift";"Cometa";"Flink";"Veloz";"Стремительный";"Swift";"Szybki";"Ágil";"Çevik";"Rychlík";"Γρήγορος";"Cepat";"ว่องไว";"날렵한 자";"迅\t捷\t如\t燕";"スイフト";"迅\t捷\t飛\t燕";;
"title/ace";"Ace";"As";"Asso";"Ass";"As";"Ас";"Ас";"As";"Ás";"As";"Eso";"Άσος";"Ace";"เอซ";"에이스";"王\t牌";"エース";"王\t牌";;
"title/spooky";"Spooky";"Effrayant";"Spaventoso";"Gruselig";"Espeluznante";"Жуткий";"Моторошний";"Upiorny";"Assustador";"Ürkünç";"Strašidlo";"Ανατριχιαστικό";"Spooky";"ขนหัวลุก";"으스스함";"哇\t袄！";"不気味";"嚇！";;
"title/headless_horseman";"Headless Horseman";"Cavalier sans tête";"Cavaliere senza Testa";"Der kopflose Reiter";"Jinete sin Cabeza";"Безголовый Всадник";"Вершник без голови";"Jeździec bez głowy";"Cavaleiro Sem Cabeça";"Kellesiz Süvari";"Bezhlavý jezdec";"Ακέφαλος καβαλάρης";"Headless Horseman";"คนขี่ม้าไร้หัว";"듀라한";"无\t头\t骑\t士";"首なし\t騎士";"無\t頭\t騎\t士";;
"title/paratrooper";"Paratrooper";"Parachutiste";"Paracadutista";"Fallschirmjäger";"Paracaidista";"Десантник";"Десантник";"Spadochroniarz";"Paraquedista";"Paraşütçü";"Parašutista";"Αλεξιπτωτιστής";"Penerjun Payung";"พลร่ม";"공수부대원";"空\t降\t兵";"空挺部隊員";"傘\t兵";;
"title/major";"Major";"Lieutenant-colonel";"Maggiore";"Major";"Mayor";"Майор";"Майор";"Ważny";"Major";"Binbaşı";"Major";"Ταγματάρχης";"Mayor";"พันตรี";"소령";"少\t校";"少佐";"少\t校";;
"title/magnate";"Magnate";"Magnat";"Magnate";"Magnat";"Magnate";"Магнат";"Магнат";"Magnat";"Magnata";"Muhteşem";"Magnát";"Μεγιστάνας";"Magnate";"คนสำคัญ";"큰손";"黑\t五\t大\t亨";"大物";"大\t富\t翁";;
"title/survivor";"Survivor";"Survivant";"Sopravvissuto";"Überlebenskünstler";"Superviviente";"Выживший";"Уцілілий";"Ocalały";"Sobrevivente";"Hayatta Kalan";"Přeživší";"Survivor";"Survivor";"ผู้รอดชีวิต";"생존자";"最\t后\t生\t还\t者";"サバイバー";"倖\t存\t者";;
"title/field_commander";"Field Commander";"Field Commander";"Comandante sul Campo";"Feldkommandant";"Comandante de Campo";"Полевой Командир";"Польовий командир";"Dowódca polowy";"Comandante de Campo";"Saha Komutanı";"Polní velitel";"Διοικητής Πεδίου";"Komandan Lapangan";"ผู้บัญชาการจุดเกิดเหตุ";"야전 지휘관";"战\t地\t指\t挥\t官";"野戦指揮官";"戰\t地\t指\t揮\t官";;
"title/frost_resistant";"Frost-resistant";"Résistant au gel";"Antigelo";"Frostbeständig";"Resistente al frío";"Морозостойкий";"Морозостійкий";"Odporny na mróz";"Resistente ao frio";"Soğuğa Dayanıklı";"Chladu odolný";"Αντέχει στον παγετό";"Tahan Beku";"ต้านทานการเยือกแข็ง";"부동의 초인";"耐\t冻\t王";"耐霜性";"冰\t血\t人";;
"title/snowman";"Snowman";"Bonhomme de neige";"Pupazzo di Neve";"Schneemann";"Hombre de Nieve";"Снеговик";"Сніговик";"Bałwan";"Boneco de Neve";"Kardan Adam";"Sněhulák";"Χιονάνθρωπος";"Manusia Salju";"ตุ๊กตาหิมะ";"눈사람";"雪\t人";"雪だるま";"雪\t人";;
"title/icebreaker";"Icebreaker";"Briseur de glace";"Rompighiaccio";"Eisbrecher";"Rompehielos";"Ледокол";"Криголам";"Lodołamacz";"Quebra-gelo";"Buzkıran";"Ledoborec";"Παγοθραυστικό";"Pemecah Es";"เรือตัดน้ำแข็ง";"아이스브레이커";"破\t冰\t船";"アイスブレイカー";"破\t冰\t船";;
"title/yeti_hunter";"Yeti Hunter";"Chasseur de Yeti";"Cacciatore di Yeti";"Yeti-Jäger";"Cazador de Yetis";"Охотник на Йети";"Мисливець на єті";"Łowca Yeti";"Caçador de Iétis";"Yeti Avcısı";"Lovec yetiho";"Κυνηγός Γέτι";"Pemburu Yeti";"นักล่าเยติ";"예티 사냥꾼";"雪\t怪\t猎\t手";"イエティハンター";"雪\t怪\t殺\t手";;
"MENU_OPTIONS_LANG_KEEP_IT_ALWAYS_FIRST";;;;;;;;;;;;;;;;;;;"";
"decor/god_of_war/receiveReason";"For 7000 victories.";"Pour 7000 victoires.";"Per le 7000 vittorie.";"Für 7000 Siege.";"Por 7000 victorias.";"За 7000 побед";"За 7000 перемог";"Za 7000 zwycięstw.";"Por 7000 vitórias.";"7000 zafer için.";"Za 7 000 vítězství.";"Για 7.000 νίκες.";"Mencapai 7.000 kemenangan";"จากการชนะ 7000 ครั้ง";"7000회 승리하였습니다.";"取\t得 7000 场\t战\t斗\t胜\t利";"7000回の\t勝利。";"取\t得 7000 場\t戰\t鬥\t勝\t利";;
"decor/kraken/receiveReason";"For destroying 10000 enemy naval vessels";"Pour avoir détruit 10000 navires ennemis";"Per aver affondato 10.000 vascelli nemici";"Für die Zerstörung von 10000 feindlichen Marineschiffen";"Por destruir 10000 navíos enemigos";"За уничтожение 10000 единиц вражеской водной техники";"За знищення 10 000 ворожих військових кораблів";"Za zniszczenie 10000 okrętów wroga";"Por destruir 10 000 navios inimigos";"10000 düşman donanma aracı yok edildiği için";"Za zničení 10 000 nepřátelských plavidel";"Για την καταστροφή 10.000 εχθρικών πλοίων του πολεμικού ναυτικού";"Menghancurkan 10.000 kapal angkatan laut musuh";"จากการทำลายพาหนะทางน้ำฝ่ายศัตรู 10000 ลำ";"적의 함선을 10000대 격파하였습니다.";"击\t毁 10000 艘\t敌\t方\t海\t战\t舰\t艇";"敵艦艇\t10000隻を\t破壊";"擊\t毀 10000 艘\t敵\t方\t船\t艦";;
"decor/grim_reaper/receiveReason";"For destroying 30000 enemy ground vehicles";"Pour avoir détruit 30 000 véhicules terrestres ennemis";"Per aver distrutto 30.000 mezzi terrestri nemici";"Für die Zerstörung von 30000 feindlichen Bodenfahrzeugen";"Por destruir 30000 vehículos terrestres enemigos";"За уничтожение 30000 единиц вражеской наземной техники";"За знищення 30 000 одиниць ворожої наземної техніки";"Za zniszczenie 30000 pojazdów naziemnych wroga";"Por destruir 30 000 veículos terrestres inimigos";"30000 düşman kara aracı yok edildiği için";"Za zničení 30 000 nepřátelských bojových vozidel";"Για την καταστροφή 30.000 εχθρικών οχημάτων εδάφους";"Menghancurkan 30.000 kendaraan darat musuh";"จากการทำลายพาหนะทางบกฝ่ายศัตรู 30000 คัน";"적의 지상 장비를 30000대 격파하였습니다.";"击\t毁 30000 台\t敌\t方\t地\t面\t载\t具";"敵地上車両\t30000台を\t破壊";"擊\t毀 30000 台\t敵\t方\t戰\t車";;
"decor/veteran_of_a_thousand_battles/receiveReason";"For completing 1000 battles without desertion";"Pour avoir terminé 1000 batailles sans déserter";"Per aver completato 1.000 battaglie senza aver abbandonato";"Für den Abschluss von 1000 Schlachten ohne Desertion";"Por completar 1000 batallas sin desertar";"За завершение 1000 боев без дезертирства";"За завершення 1000 битв без дезертирства";"Za ukończenie 1000 bitew bez dezercji";"Por terminar 1000 batalhas sem desertar";"Ayrılmadan 1000 savaş tamamlandı için";"Za dokončení 1 000 bitev bez dezerce";"Για την ολοκλήρωση 1.000 μαχών χωρίς λιποταξία";"Menyelesaikan 1.000 pertempuran tanpa melarikan diri";"จากการต่อสู้ครบ 1000 ครั้งโดยไม่หนีทัพ";"탈주하지 않은 채로 1000번의 전투를 완수하였습니다";"未\t中\t途\t退\t出\t的\t情\t况\t下\t完\t成 1000 场\t战\t斗";"離脱することなく\t1000戦を\t達成";"未\t中\t途\t退\t出\t的\t情\t況\t下\t完\t成 1000 場\t戰\t鬥";;
"decor/conqueror/receiveReason";"For 1000 control point captures in tank battles";"Pour 1 000 points capturés lors de batailles de chars";"Per aver catturato 1.000 punti di controllo in battaglie tra carri";"Für 1000 eroberte Kontrollpunkte in Panzerschlachten";"Para 1000 capturas de puntos de control en batallas de tanques";"За 1000 захватов контрольной точки в танковых боях";"За захоплення 1000 контрольних точок у танкових битвах";"Za zdobycie 1000 obszarów przechwytywania w bitwach pancernych";"Por 1000 capturas de pontos de controlo em batalhas de tanques";"Tank savaşlarında 1000 bölge ele geçirildiği için";"Za obsazení 1 000 bodů v tankových bitvách";"Για την κατάληψη 1.000 σημείων ελέγχου σε μάχες με τανκς";"Merebut 1.000 titik kendali dalam pertempuran tank";"จากการยึดตำแหน่งควบคุม 1000 ครั้งในศึกรถถัง";"전차전에서 1000곳의 지역을 점령하였습니다";"在\t地\t面\t战\t斗\t中\t夺\t取 1000 个\t战\t区";"戦車戦で\t1000\tカ\t所の\tコントロール\t地点を\t占領";"在\t陸\t戰\t中\t奪\t取 1000 個\t戰\t區";;
"decor/alpha_tester/receiveReason";"For participation in the alpha test";"Pour participation au test Alpha";"Per aver partecipato al test alpha";"Für die Teilnahme am Alpha-Test";"Para participar en la prueba alfa";"За участие в Альфа-тесте";"За участь в Альфа-тесті";"Za uczestnictwo w alfa testach";"Pela participação no teste alfa";"Alfa testine katılım karşılığında";"Za účast v alfa testu";"Για τη συμμετοχή στη δοκιμή alpha";"Berpartisipasi dalam tes alpha";"จากการเข้าร่วมในการทดสอบอัลฟา";"알파 테스트에 참가하였습니다.";"授\t予\t参\t加 Alpha 测\t试\t的\t玩\t家";"アルファテストへの\t参加";"授\t予\t參\t加 Alpha 測\t試\t的\t玩\t家";;
"decor/beta_tester/receiveReason";"For participation in the beta test";"Pour participation au test Bêta";"Per aver partecipato al test beta";"Für die Teilnahme am Beta-Test";"Para participar en la prueba beta";"За участие в Бета-тесте";"За участь у Бета-тесті";"Za uczestnictwo w beta testach";"Pela participação no teste beta";"Beta testine katılım karşılığında";"Za účast v beta testu";"Για τη συμμετοχή στη δοκιμή beta";"Berpartisipasi dalam tes beta";"จากการเข้าร่วมในการทดสอบเบต้า";"베타 테스트에 참가하였습니다.";"授\t予\t参\t加 Beta 测\t试\t的\t玩\t家";"ベータテストへの\t参加";"授\t予\t參\t加 Beta 測\t試\t的\t玩\t家";;
"decor/lieutenant/receiveReason";"For reaching level 3 of the tanks campaign";"Pour avoir atteint le niveau 3 de la campagne des chars";"Per aver raggiunto il livello 3 nelle gampagne dei carri";"Für das Erreichen von Stufe 3 der Panzerkampagne";"Por alcanzar el nivel 3 de la campaña de tanques";"За достижение 3 уровня танковой кампании";"За досягнення 3 рівня танкової кампанії";"Za osiągnięcie poziomu 3 kampanii czołgów";"Por alcançar o nível 3 na campanha dos tanques";"Tank harekâtının 3. seviyesine ulaşma karşılığında";"Za dosažení 3. úrovně tankové kampaně";"Επειδή φτάσατε στο επίπεδο 3 της εκστρατείας με τανκς";"Mencapai level 3 di kampanye tank";"จากการมีเลเวล 3 ในแคมเปญรถถัง";"전차 캠페인 레벨 3 에 도달하였습니다.";"陆\t战\t等\t级\t达\t到 3 级";"戦車\tキャンペーンレベル\t3\tに\t到達";"陸\t戰\t等\t級\t達\t到 3 級";;
"decor/colonel/receiveReason";"For reaching level 7 of the tanks campaign";"Pour avoir atteint le niveau 7 de la campagne des chars";"Per aver raggiunto il livello 7 nelle gampagne dei carri";"Für das Erreichen von Stufe 7 der Panzerkampagne";"Por alcanzar el nivel 7 de la campaña de tanques";"За достижение 7 уровня танковой кампании";"За досягнення 7 рівня танкової кампанії";"Za osiągnięcie poziomu 7 kampanii czołgów";"Por alcançar o nível 7 na campanha dos tanques";"Tank harekâtının 7. seviyesine ulaşma karşılığında";"Za dosažení 7. úrovně tankové kampaně";"Επειδή φτάσατε στο επίπεδο 7 της εκστρατείας με τανκς";"Mencapai level 7 di kampanye tank";"จากการมีเลเวล 7 ในแคมเปญรถถัง";"전차 캠페인 레벨 7 에 도달하였습니다.";"陆\t战\t等\t级\t达\t到 7 级";"戦車\tキャンペーンレベル\t7\tに\t到達";"陸\t戰\t等\t級\t達\t到 7 級";;
"decor/general/receiveReason";"For reaching level 14 of the tanks campaign";"Pour avoir atteint le niveau 14 de la campagne des chars";"Per aver raggiunto il livello 14 nelle gampagne dei carri";"Für das Erreichen von Stufe 14 der Panzerkampagne";"Por alcanzar el nivel 14 de la campaña de tanques";"За достижение 14 уровня танковой кампании";"За досягнення 14 рівня танкової кампанії";"Za osiągnięcie poziomu 14 kampanii czołgów";"Por alcançar o nível 14 na campanha dos tanques";"Tank harekâtının 14. seviyesine ulaşma karşılığında";"Za dosažení 14. úrovně tankové kampaně";"Επειδή φτάσατε στο επίπεδο 14 της εκστρατείας με τανκς";"Mencapai level 14 di kampanye tank";"จากการมีเลเวล 14 ในแคมเปญรถถัง";"전차 캠페인 레벨 14 에 도달하였습니다.";"陆\t战\t等\t级\t达\t到 14 级";"戦車\tキャンペーンレベル\t14\tに\t到達";"陸\t戰\t等\t級\t達\t到 14 級";;
"decor/captain-lieutenant/receiveReason";"For reaching level 3 of the ships campaign";"Pour avoir atteint le niveau 3 de la campagne des navires";"Per aver raggiunto il livello 3 nelle gampagne navali";"Für das Erreichen von Stufe 3 der Schiffskampagne";"Por alcanzar el nivel 3 de la campaña de barcos";"За достижение 3 уровня корабельной кампании";"За досягнення 3 рівня корабельної кампанії";"Za osiągnięcie poziomu 3 kampanii okrętów";"Por alcançar o nível 3 na campanha dos navios";"Gemi harekâtının 3. seviyesine ulaşma karşılığında";"Za dosažení 3. úrovně lodní kampaně";"Επειδή φτάσατε στο επίπεδο 3 της εκστρατείας με πλοία";"Mencapai level 3 di kampanye kapal";"จากการมีเลเวล 3 ในแคมเปญเรือ";"함선 캠페인 레벨 3 에 도달하였습니다.";"海\t战\t等\t级\t达\t到 3 级";"艦船\tキャンペーンレベル\t3\tに\t到達";"海\t戰\t等\t級\t達\t到 3 級";;
"decor/captain_1st_rank/receiveReason";"For reaching level 15 of the ships campaign";"Pour avoir atteint le niveau 15 de la campagne des navires";"Per aver raggiunto il livello 15 nelle gampagne navali";"Für das Erreichen von Stufe 15 der Schiffskampagne";"Por alcanzar el nivel 15 de la campaña de barcos";"За достижение 15 уровня корабельной кампании";"За досягнення 15 рівня корабельної кампанії";"Za osiągnięcie poziomu 15 kampanii okrętów";"Por alcançar o nível 15 na campanha dos navios";"Gemi harekâtının 15. seviyesine ulaşma karşılığında";"Za dosažení 15. úrovně lodní kampaně";"Επειδή φτάσατε στο επίπεδο 15 της εκστρατείας με πλοία";"Mencapai level 15 di kampanye kapal";"จากการมีเลเวล 15 ในแคมเปญเรือ";"함선 캠페인 레벨 15 에 도달하였습니다.";"海\t战\t等\t级\t达\t到 15 级";"艦船\tキャンペーンレベル\t15\tに\t到達";"海\t戰\t等\t級\t達\t到 15 級";;
"decor/rear_admiral/receiveReason";"For reaching level 25 of the ships campaign";"Pour avoir atteint le niveau 25 de la campagne des navires";"Per aver raggiunto il livello 25 nelle gampagne navali";"Für das Erreichen von Stufe 25 der Schiffskampagne";"Por alcanzar el nivel 25 de la campaña de barcos";"За достижение 25 уровня корабельной кампании";"За досягнення 25 рівня корабельної кампанії";"Za osiągnięcie poziomu 25 kampanii okrętów";"Por alcançar o nível 25 na campanha dos navios";"Gemi harekâtının 25. seviyesine ulaşma karşılığında";"Za dosažení 25. úrovně lodní kampaně";"Επειδή φτάσατε στο επίπεδο 25 της εκστρατείας με πλοία";"Mencapai level 25 di kampanye kapal";"จากการมีเลเวล 25 ในแคมเปญเรือ";"함선 캠페인 레벨 25 에 도달하였습니다.";"海\t战\t等\t级\t达\t到 25 级";"艦船\tキャンペーンレベル\t25\tに\t到達";"海\t戰\t等\t級\t達\t到 25 級";;
"decor/tankman/receiveReason";"For destroying 100 enemy vehicles using ground vehicles";"Pour avoir détruit 100 véhicules ennemis à l'aide de véhicules terrestres";"Per aver distrutto 100 mezzi nemici usando veicolio terrestri";"Für das Zerstören von 100 feindlichen Fahrzeugen mit Bodenfahrzeugen";"Por destruir 100 vehículos enemigos con vehículos terrestres";"За уничтожение 100 вражеской техники, используя наземную технику";"За знищення 100 ворожої техніки, використовуючи наземну техніку";"Za zniszczenie 100 maszyn wroga przy użyciu pojazdów naziemnych";"Por destruir 100 veículos inimigos usando veículos terrestres";"Kara araçlarını kullanarak 100 düşman aracını yok etme karşılığında";"Za zničení 100 nepřátelských strojů pomocí pozemních vozidel";"Για την καταστροφή 100 εχθρικών οχημάτων με οχήματα εδάφους";"Menghancurkan 100 kendaraan musuh menggunakan kendaraan darat";"จากการทำลายพาหนะศัตรู 100 ครั้งโดยใช้พาหนะทางบก";"지상 장비를 사용하여 100대의 적 장비를 격파하였습니다.";"使\t用\t地\t面\t载\t具\t击\t毁 100 台\t敌\t方\t载\t具";"地上車両を\t使って\t敵の\t車両を\t100台破壊";"使\t用\t戰\t車\t擊\t毀 100 台\t敵\t方\t載\t具";;
"decor/sailor/receiveReason";"For destroying 100 enemy vehicles using ships";"Pour avoir détruit 100 véhicules ennemis à l'aide de navires";"Per aver distrutto 100 mezzi nemici usando navi";"Für das Zerstören von 100 feindlichen Fahrzeugen mit Schiffen";"Por destruir 100 vehículos enemigos con barcos";"За уничтожение 100 вражеской техники, используя морскую технику";"За знищення 100 ворожої техніки використовуючи морську техніку";"Za zniszczenie 100 maszyn wroga przy użyciu okrętów";"Por destruir 100 veículos inimigos usando navios";"Gemileri kullanarak 100 düşman aracını yok etme karşılığında";"Za zničení 100 nepřátelských strojů pomocí lodí";"Για την καταστροφή 100 εχθρικών οχημάτων με πλοία";"Menghancurkan 100 kendaraan musuh menggunakan kapal";"จากการทำลายพาหนะศัตรู 100 ครั้งโดยใช้เรือ";"해상 장비를 사용하여 100대의 적 장비를 격파하였습니다.";"使\t用\t海\t战\t舰\t艇\t击\t毁 100 台\t敌\t方\t载\t具";"艦船を\t使って\t敵の\t車両を\t100台破壊";"使\t用\t船\t艦\t擊\t毀 100 台\t敵\t方\t載\t具";;
"decor/pilot/receiveReason";"For destroying 100 enemy vehicles using aircraft";"Pour avoir détruit 100 véhicules ennemis à l'aide d'avions";"Per aver distrutto 100 mezzi nemici usando aerei";"Für das Zerstören von 100 feindlichen Fahrzeugen mit Flugzeugen";"Por destruir 100 vehículos enemigos con aviones";"За уничтожение 100 вражеской техники, используя авиацию";"За знищення 100 ворожої техніки, використовуючи авіацію";"Za zniszczenie 100 maszyn wroga przy użyciu samolotu";"Por destruir 100 veículos inimigos usando aeronaves";"Uçakları kullanarak 100 düşman aracını yok etme karşılığında";"Za zničení 100 nepřátelských strojů pomocí letadel";"Για την καταστροφή 100 εχθρικών οχημάτων με αεροσκάφη";"Menghancurkan 100 kendaraan musuh menggunakan pesawat";"จากการทำลายพาหนะศัตรู 100 ครั้งโดยใช้อากาศยาน";"항공기를 사용하여 100대의 적 장비를 격파하였습니다.";"使\t用\t空\t中\t载\t具\t击\t毁 100 台\t敌\t方\t载\t具";"航空機を\t使って\t敵の\t機体を\t100台破壊";"使\t用\t空\t中\t載\t具\t擊\t毀 100 台\t敵\t方\t載\t具";;
"decor/last_hero/receiveReason";"For getting ""The last man standing!"" award 5 times";"Pour avoir obtenu 5 fois la récompense «Le dernier homme debout!»";"Per aver conseguito ""L'ultimo in battaglia!"" 5 volte";"Für die 5-malige Verleihung der Auszeichnung ""Letzter Überlebender!""";"Por conseguir 5 veces el premio ""¡El último hombre en pie!""";"За получение боевого достижения «Последний выживший!» 5 раз";"За отримання нагороди «Останній з уцілілих!» 5 разів";"Za zdobycie nagrody ""Ostatni żywy!"" 5 razy";"Por receber o prémio ""O último sobrevivente!"" 5 vezes";"""Hayatta kalan son adam!"" ödülü 5 defa kazanıldığı için";"Získej 5x odměnu ""Poslední přeživší!""";"Επειδή κερδίσατε το βραβείο «The last man standing!» 5 φορές";"Mendapatkan penghargaan ""The Last Man Standing!"" sebanyak 5 kali";"จากการได้รางวัล ""ผู้ยืนหยัดคนสุดท้าย!"" ครบ 5 ครั้ง";"""최후의 생존자"" 를 5회 달성하였습니다.";"获\t得 5 次\t“最\t终\t赢\t家！”\t嘉\t奖";"「最後の\t一人！」\tアワードを\t5回獲得";"獲\t得 5 次\t“最\t終\t贏\t家！”\t嘉\t獎";;
"decor/bullet/receiveReason";"For destroying 1000 enemy vehicles";"Pour avoir détruit 1000 véhicules ennemis";"Per aver distrutto 1000 veicoli nemici";"Für das Zerstören von 1.000 feindlichen Fahrzeugen";"Por destruir 1000 vehículos enemigos";"За уничтожение 1000 вражеской техники";"За знищення 1000 ворожої техніки";"Za zniszczenie 1000 pojazdów wroga";"Por destruir 1000 veículos inimigos";"1.000 düşman aracını yok etme karşılığında";"Za zničení 1000 nepřátelských strojů";"Για την καταστροφή 1.000 εχθρικών οχημάτων";"Menghancurkan 1.000 kendaraan musuh";"จากการทำลายพาหนะศัตรู 1000 ครั้ง";"적 장비를 1000대 격파하였습니다.";"击\t毁 1000 台\t敌\t方\t载\t具";"敵の\t車両を\t1000台破壊";"擊\t毀 1000 台\t敵\t方\t載\t具";;
"decor/cannon/receiveReason";"For destroying 100 enemy vehicles with artillery strikes";"Pour avoir détruit 100 véhicules ennemis avec des frappes d'artillerie";"Per aver distrutto 100 mezzi nemici usando chiamate d'artiglieria";"Für das Zerstören von 100 feindlichen Fahrzeugen mit Artillerieschlägen";"Por destruir 100 vehículos enemigos con ataques de artillería";"За уничтожение 100 вражеской техники артиллерийским ударом";"За знищення 100 ворожої техніки артилерійським ударом";"Za zniszczenie 100 pojazdów wroga przy użyciu wsparcia artyleryjskiego";"Por destruir 100 veículos inimigos com salvas de artilharia";"Topçu ateşiyle 100 düşman aracını yok etme karşılığında";"Za zničení 100 nepřátelských strojů dělostřeleckou baráží";"Για την καταστροφή 100 εχθρικών οχημάτων με χτυπήματα πυροβολικού";"Menghancurkan 100 kendaraan musuh dengan serangan artileri";"จากการทำลายพาหนะศัตรู 100 ครั้งโดยการจู่โจมด้วยปืนใหญ่";"지원 포격으로 적의 장비를 100대 격파하였습니다.";"使\t用\t火\t炮\t支\t援\t击\t毁 100 台\t敌\t方\t载\t具";"砲撃で\t敵の\t車両を\t100台破壊";"使\t用\t火\t炮\t支\t援\t擊\t毀 100 台\t敵\t方\t載\t具";;
"decor/medal/receiveReason";"For getting the 1st place in 100 battles";"Pour avoir obtenu la 1ère place dans 100 batailles";"Per aver raggiunto il 1° posto in 100 battaglie";"Für den 1. Platz in 100 Schlachten";"Por conseguir el 1º puesto en 100 batallas";"За 1-е место в 100 боях";"За 1-е місце у 100 боях";"Za zdobycie 1. miejsca w 100 bitwach";"Por alcançar a 1.ª posição em 100 batalhas";"100 savaşta 1. sıraya yerleşme karşılığında";"Za získání 1. místa ve 100 bitvách";"Για την κατάκτηση της 1ης θέσης σε 100 μάχες";"Mencapai posisi pertama dalam 100 pertempuran";"จากการได้ที่ 1 ในการต่อสู้ 100 ครั้ง";"전투 1위를 100회 달성하였습니다.";"在 100 场\t战\t斗\t中\t排\t名\t第\t一";"100回の\tバトルで\t1位になる";"在 100 場\t戰\t鬥\t中\t排\t名\t第\t一";;
"decor/aircraft/receiveReason";"For 1000 fly-outs of aviation";"Pour 1000 vols en avion";"Per aver effettuato 1000 sortite con gli aerei";"Für 1.000 Flugeinsätze in der Luftfahrt";"Por 1000 vuelos de aviación";"За 1000 вылетов авиации";"За 1000 вильотів авіації";"Za 1000 wylotów samolotem";"Por 1000 voos com aeronaves";"1.000 havacılık uçuşu karşılığında";"Za 1000 vzletů s letadly";"Για 1.000 πτήσεις αεροπορίας";"Melakukan 1.000 kali penerbangan";"จากการดีดตัวออกจากอากาศยาน 1000 ครั้ง";"항공기로 1000회 출격하였습니다.";"驾\t驶\t空\t中\t载\t具\t出\t击 1000 架\t次";"航空機で\t1000回出撃する";"駕\t駛\t空\t中\t載\t具\t出\t擊 1000 架\t次";;
"decor/tank/receiveReason";"For obtaining 25 tank platoons";"Pour avoir obtenu 25 pelotons de chars";"Per aver ottenuto 25 plotoni carri";"Für den Erhalt von 25 Panzerzügen";"Por obtener 25 pelotones de tanques";"За получение 25 танковых взводов";"За отримання 25 танкових взводів";"Za odblokowanie 25 plutonów czołgów";"Por obter 25 pelotões de tanques";"25 tank müfrezesi edinme karşılığında";"Za získání 25 tankových čet";"Για την απόκτηση 25 διμοιριών τανκς";"Memperoleh 25 platoon tank";"จากการได้รับหน่วยรถถัง 25 หน่วย";"25개의 전차 소대를 입수하였습니다.";"购\t入 25 个\t坦\t克\t队\t列";"戦車小隊を\t25入手する";"購\t入 25 個\t戰\t車\t小\t隊";;
"decor/ship/receiveReason";"For obtaining 35 ships";"Pour avoir obtenu 35 navires";"Per aver ottenuto 35 navi";"Für den Erhalt von 35 Schiffen";"Por obtener 35 barcos";"За получение 35 кораблей";"За отримання 35 кораблів";"Za odblokowanie 35 okrętów";"Por obter 35 navios";"35 gemi edinme karşılığında";"Za získání 35 lodí";"Για την απόκτηση 35 πλοίων";"Memperoleh 35 kapal";"จากการได้รับเรือ 35 ลำ";"35척의 함선을 획득하였습니다.";"购\t入 35 艘\t舰\t艇";"艦船を\t35隻入手する";"購\t入 35 艘\t船\t艦";;
