"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"charServer/gift/aircraft";"<color=@highlightedTextColor>* %s as a gift!</color>";"<color=@highlightedTextColor>* %s comme cadeau !</color>";"<color=@highlightedTextColor>* %s in regalo!</color>";"<color=@highlightedTextColor>* %s als Geschenk!</color>";"<color=@highlightedTextColor>¡* %s de regalo!</color>";"<color=@highlightedTextColor>* самолёт %s в подарок!</color>";"<color=@highlightedTextColor>* %s у подарунок!</color>";"<color=@highlightedTextColor>* %s jako prezent!</color>";"<color=@highlightedTextColor>* %s como prenda!</color>";"<color=@highlightedTextColor>* %s hediye!</color>";"<color=@highlightedTextColor>* %s jako dárek!</color>";"<color=@highlightedTextColor>* %s ως δώρο!</color>";"<color=@highlightedTextColor>* %s sebagai hadiah!</color>";"<color=@highlightedTextColor>* %s เป็นของขวัญ!</color>";"<color=@highlightedTextColor>* %s 을(를) 선물로 받았습니다!</color>";"<color=@highlightedTextColor>\t• %s</color>";"<color=@highlightedTextColor>* %s を\t贈呈！\t</color>";"<color=@highlightedTextColor>* %s 作\t為\t禮\t物!</color>";;
"charServer/gift/entitlement";"<color=@highlightedTextColor>* %s as a gift!</color>";"<color=@highlightedTextColor>* %s comme cadeau !</color>";"<color=@highlightedTextColor>* %s in regalo!</color>";"<color=@highlightedTextColor>* %s als Geschenk!</color>";"<color=@highlightedTextColor>¡* %s de regalo!</color>";"<color=@highlightedTextColor>* %s в подарок!</color>";"<color=@highlightedTextColor>* %s у подарунок!</color>";"<color=@highlightedTextColor>* %s jako prezent!</color>";"<color=@highlightedTextColor>* %s como prenda!</color>";"<color=@highlightedTextColor>* %s hediye!</color>";"<color=@highlightedTextColor>* %s jako dárek!</color>";"<color=@highlightedTextColor>* %s ως δώρο!</color>";"<color=@highlightedTextColor>* %s sebagai hadiah!</color>";"<color=@highlightedTextColor>* %s เป็นของขวัญ!</color>";"<color=@highlightedTextColor>* %s 을(를) 선물로 받았습니다!</color>";"<color=@highlightedTextColor>\t• %s</color>";"<color=@highlightedTextColor>* %s を\t贈呈！\t</color>";"<color=@highlightedTextColor>* %s 作\t為\t禮\t物!</color>";;
"charServer/gift";"<color=@highlightedTextColor>* %s as a gift!</color>";"<color=@highlightedTextColor>* %s comme cadeau !</color>";"<color=@highlightedTextColor>* %s in regalo!</color>";"<color=@highlightedTextColor>* %s als Geschenk!</color>";"<color=@highlightedTextColor>¡* %s de regalo!</color>";"<color=@highlightedTextColor>* %s в подарок!</color>";"<color=@highlightedTextColor>* %s у подарунок!</color>";"<color=@highlightedTextColor>* %s jako prezent!</color>";"<color=@highlightedTextColor>* %s como prenda!</color>";"<color=@highlightedTextColor>* %s hediye!</color>";"<color=@highlightedTextColor>* %s jako dárek!</color>";"<color=@highlightedTextColor>* %s ως δώρο!</color>";"<color=@highlightedTextColor>* %s sebagai hadiah!</color>";"<color=@highlightedTextColor>* %s เป็นของขวัญ!</color>";"<color=@highlightedTextColor>* %s 을(를) 선물로 받았습니다!</color>";"<color=@highlightedTextColor>\t• %s</color>";"<color=@highlightedTextColor>* %s を\t贈呈！\t</color>";"<color=@highlightedTextColor>* %s 作\t為\t禮\t物!</color>";;
"charServer/chapter/bonuses";"Bonuses";"Bonus";"Bonus";"Boni";"Bonificaciones";"Бонусы";"Бонуси";"Premie";"Bónus";"Bonus";"Bonusy";"Μπόνους";"Bonus";"โบนัส";"보너스";"礼\t包";"ボーナス";"禮\t包";;
"charServer/chapter/bonuses/desc";"Bonuses from different purchases connected to War Thunder.";"Bonus des différents achats relatifs à War Thunder.";"Bonus per i diversi acquisti relativi a War Thunder.";"Boni aus den verschiedenen Käufen in Verbindung mit War Thunder.";"Bonificaciones por las diferentes compras relacionadas con War Thunder.";"Бонусы от различных покупок, связанных с War Thunder.";"Бонуси від різних покупок, пов'язаних з War Thunder.";"Premie płynące z różnych zakupów związanych z War Thunder.";"Bónus de compras diferentes ligadas ao War Thunder.";"War Thunder'da yapılan farklı satın alma işlemleriyle elde edilen bonuslar.";"Bonusy z různých nákupů spojených s hrou War Thunder";"Μπόνους από διαφορετικές αγορές που συνδέονται με το War Thunder.";"Bonus dari berbagai pembelian yang terhubung dengan War Thunder.";"โบนัสจากการซื้อต่างๆ ที่เกี่ยวข้องกับ War Thunder";"다른 구매로 인한 워썬더 보너스";"在 War Thunder 中\t购\t买\t礼\t包\t可\t享\t受\t诸\t多\t额\t外\t福\t利。";"War Thunder に\t関係する\t多様な\t購入物に\t対する\tボーナス。";"在 War Thunder 中\t購​買\t禮\t包\t可\t享\t受\t諸\t多\t額\t外\t福\t利。";;
"charServer/entitlement/wop_gift";"Wings of Prey";"Wings of Prey";"Wings of Prey";"Wings of Prey";"Wings of Prey";"Крылатые Хищники";"Крилаті хижаки";"Wings of Prey";"Wings of Prey";"Wings of Prey";"Wings of Prey";"Wings of Prey";"Wings of Prey";"Wings of Prey";"Wings of Prey";"《掠\t食\t之\t翼\t》";"Wings of Prey";"《掠\t食\t之\t翼\t》";;
"charServer/entitlement/wop_gift/desc";"Bonus for the owners of ""Wings of Prey"".";"Bonus pour les propriétaires de « Wings of Prey ». ";"Bonus per i possessori di ""Wings of Prey"".";"Bonus für die Besitzer von ""Wings of Prey"".
";"Bonificación para los propietarios de ""Wings of Prey"".
";"Бонус обладателям игры ""Крылатые Хищники"".";"Бонус власникам гри ""Крилаті хижаки"".
";"Premia dla posiadaczy ""Wings of Prey"".
";"Bónus para os proprietários de ""Wings of Prey"".
";"""Wings of Prey"" sahipleri için bonus.

";"Bonus pro majitele hry ""Wings of Prey"".
";"Μπόνους για τους κατόχους του «Wings of Prey».";"Bonus bagi pemilik ""Wings of Prey"".";"โบนัสสำหรับผู้เป็นเจ้าของ ""Wings of Prey""";"""Wings of Prey"" 구매자 특전.";"赠\t予《掠\t食\t之\t翼\t》\t拥\t有\t者：
";"「Wings of Prey」\tをお\t持ちの\t方々への\tボーナス。\t
";"贈\t予《掠\t食\t之\t翼\t》\t擁\t有\t者：";;
"charServer/entitlement/wop_luftwaffe_gift";"Wings of Luftwaffe";"Wings of Luftwaffe";"Wings of Luftwaffe";"Wings of Luftwaffe";"Wings of Luftwaffe";"Крылья Люфтваффе";"Крила Люфтваффе";"Wings of Luftwaffe";"Wings of Luftwaffe";"Wings of Luftwaffe";"Wings of Luftwaffe";"Wings of Luftwaffe";"Wings of Luftwaffe";"Wings of Luftwaffe";"Wings of Luftwaffe";"《德\t国\t空\t军\t之\t翼\t》";"「Wings of Luftwaffe」";"《德\t國\t空\t軍\t之\t翼\t》";;
"charServer/entitlement/wop_luftwaffe_gift/desc";"Bonus for the owners of ""Wings of Luftwaffe"", the DLC for ""Wings of Prey"".";"Bonus pour les propriétaires du ""Wings of Luftwaffe"" le DLC de "" Wings of Prey"".
";"Bonus per i possessori degli ""Wings of Luftwaffe"".
";"Bonus für die Besitzer von ""Wings of Luftwaffe"", dem DLC für ""Wings of Prey"".
";"Bonificación para los propietarios del ""Wings of Luftwaffe"". DLC de ""Wings of Prey"".
";"Бонус обладателям дополнения к игре ""Крылатые Хищники"", ""Крылья Люфтваффе"".";"Бонус власникам доповнення до гри ""Крилаті Хижаки "", ""Крила Люфтваффе"".
";"Premia dla posiadaczy ""Wings of Lufwaffe"", DLC do ""Wings of Prey"".
";"Bónus para os proprietários de ""Wings of Luftwaffe"", o DLC do ""Wings of Prey"".";"""Wings of Prey"" DLC paketi ""Wings of Luftwaffe"" sahipleri için bonus.

";"Bonus pro vlastníky „Wings of Luftwaffe“, rozšíření pro hru „Wings of Prey“.";"Μπόνους για τους κατόχους του «Wings of Luftwaffe», το DLC για το «Wings of Prey».";"Bonus bagi pemilik ""Wings of Luftwaffe"", DLC untuk ""Wings of Prey"".";"โบนัสสำหรับผู้เป็นเจ้าของ ""Wings of Luftwaffe"" ซึ่งเป็นเนื้อหาดาวน์โหลดของ ""Wings of Prey""";"""Wings of Prey""의 DLC인 ""Wings of Luftwaffe"" 소유자를 위한 보너스입니다.";"赠\t予《德\t国\t空\t军\t之\t翼\t》\t拥\t有\t者：
";"「Wings of Prey」\tの\tDLC 「Wings of Luftwaffe」\tをお\t持ちの\t方々への\tボーナス。\t
";"贈\t予《德\t國\t空\t軍\t之\t翼\t》\t擁\t有\t者：";;
"charServer/entitlement/wop_starter_pack_1_gift";"War Thunder - ""Dora"" Advanced Pack";"War Thunder - Pack avancé « Dora » ";"War Thunder - ""Dora"" Pacchetto Avanzato";"War Thunder - ""Dora"" Advanced-Paket";"War Thunder - ""Dora"" Pack avanzado";"War Thunder - Продвинутый набор ""Дора""";"War Thunder — розширений пакет ""Дора"" ";"War Thunder - Zestaw Zaawansowany ""Dora";"War Thunder - Pacote Avançado ""Dora""";"War Thunder - ""Dora"" Gelişmiş Paketi";"War Thunder - rozšiřující balíček ""Dora""";"War Thunder - «Dora» Advanced Pack";"War Thunder - Paket Tingkat Lanjut ""Dora""";"War Thunder - แพ็กขั้นสูง ""Dora""";"워썬더 - ""도라"" 고급 팩";"War Thunder\t—\t—\t“多\t拉”\t礼\t包";"War Thunder - 「Dora」\tアドバンストパック";"War Thunder\t—\t—\t“多\t拉”\t禮\t包";;
"charServer/entitlement/wop_starter_pack_1_gift/desc";"Bonus for the owners of ""Dora"" Advanced Pack.";"Bonus pour les propriétaires du pack avancé « Dora ».";"Bonus per i possessori del Pacchetto Avanzato ""Dora"".";"Bonus für die Besitzer des ""Dora"" Advanced-Pakets.
";"Extra para los propietarios del ""Dora"" Pack avanzado.";"Бонус обладателям продвинутого набора ""Дора"".";"Бонус для власників розширеного пакету ""Дора"".";"Bonus dla właścicieli Zestawu Zaawansowanego ""Dora"". ";"Bónus para os proprietários do Pacote Avançado ""Dora"".";"""Dora"" Gelişmiş Paketi sahipleri için bonus.

";"Bonus pro majitele rozšiřujícího balíčku ""Dora""";"Μπόνους για τους κατόχους του «Dora» Advanced Pack.";"Bonus bagi pemilik Paket Tingkat Lanjut ""Dora"".";"โบนัสสำหรับผู้เป็นเจ้าของแพ็กขั้นสูง ""Dora""";"""도라"" 고급 팩 소유자들을 위한 특전입니다.";"购\t买\t“多\t拉”\t礼\t包\t可\t获\t得：
";"「Dora」\tアドバンストパックをお\t持ちの\t方々への\tボーナス。\t
";"購\t買\t“多\t拉”\t禮\t包\t可\t獲\t得：";;
"charServer/entitlement/dora_starter_pack_2014";"War Thunder - ""Dora"" Advanced Pack";"War Thunder - Pack avancé « Dora » ";"War Thunder - ""Dora"" Pacchetto Avanzato";"War Thunder - ""Dora"" Advanced-Paket";"War Thunder - ""Dora"" Pack avanzado";"War Thunder - Продвинутый набор ""Дора""";"War Thunder — розширений пакет ""Дора""";"War Thunder - Zestaw Zaawansowany ""Dora";"War Thunder - Pacote Avançado ""Dora""";"War Thunder - ""Dora"" Gelişmiş Paketi";"War Thunder - rozšiřující balíček ""Dora""";"War Thunder - «Dora» Advanced Pack";"War Thunder - Paket Tingkat Lanjut ""Dora""";"War Thunder - แพ็กขั้นสูง ""Dora""";"워썬더 - ""도라"" 고급 팩";"War Thunder\t—\t—\t“多\t拉”\t礼\t包";"War Thunder - 「Dora」\tアドバンストパック";"War Thunder\t—\t—\t“多\t拉”\t禮\t包";;
"charServer/entitlement/dora_starter_pack_2014/desc";"Bonus for the owners of ""Dora"" Advanced Pack.";"Bonus pour les propriétaires du pack avancé « Dora ».";"Bonus per i possessori del Pacchetto Avanzato ""Dora"".
";"Bonus für die Besitzer des ""Dora"" Advanced-Pakets.
";"Extra para los propietarios del ""Dora"" Pack avanzado.";"Бонус обладателям продвинутого набора ""Дора"".";"Бонус для власників розширеного пакету ""Дора"".
";"Bonus dla właścicieli Zestawu Zaawansowanego ""Dora"". ";"Bónus para os proprietários do Pacote Avançado ""Dora"".";"""Dora"" Gelişmiş Paketi sahipleri için bonus.

";"Bonus pro majitele rozšiřujícího balíčku ""Dora""";"Μπόνους για τους κατόχους του «Dora» Advanced Pack.";"Bonus bagi pemilik Paket Tingkat Lanjut ""Dora"".";"โบนัสสำหรับผู้เป็นเจ้าของแพ็กขั้นสูง ""Dora""";"""도라"" 고급 팩 소유자들을 위한 특전입니다.";"购\t买\t“多\t拉”\t礼\t包\t可\t获\t得：
";"「Dora」\tアドバンストパックをお\t持ちの\t方々への\tボーナス。\t
";"購\t買\t“多\t拉”\t禮\t包\t可\t獲\t得：";;
"charServer/entitlement/wop_starter_pack_2_gift";"War Thunder - ""Typhoon"" Advanced Pack";"War Thunder - Pack avancé « Typhoon »";"War Thunder - Pacchetto Avanzato ""Typhoon""";"War Thunder - ""Typhoon"" Advanced-Paket";"War Thunder - ""Typhoon"" Pack avanzado";"War Thunder - Продвинутый набор ""Тайфун""";"War Thunder — розширений пакет ""Тайфун""";"War Thunder - Zestaw Zaawansowany ""Typhoon""";"War Thunder - Pacote Avançado ""Typhoon""";"War Thunder - ""Typhoon (Tayfun)"" Gelişmiş Paketi";"War Thunder - rozšiřující balíček ""Typhoon""";"War Thunder - «Typhoon» Advanced Pack";"War Thunder - Paket Tingkat Lanjut ""Typhoon""";"War Thunder - แพ็กขั้นสูง ""Typhoon""";"워썬더 - ""타이푼"" 고급 팩";"War Thunder\t—\t—\t“台\t风”\t礼\t包";"War Thunder - 「Typhoon」\tアドバンストパック";"War Thunder\t—\t—\t“颱\t風”\t禮\t包";;
"charServer/entitlement/wop_starter_pack_2_gift/desc";"Bonus for the owners of ""Typhoon"" Advanced Pack.
";"Bonus pour les propriétaires du pack avancé « Typhoon ». ";"Bonus per i possessori del Pacchetto Avanzato ""Typhoon"".";"Bonus für die Besitzer des ""Typhoon"" Advanced-Pakets.
";"Bonificación para los dueños del ""Typhoon"" Pack avanzado.
";"Бонус обладателям продвинутого набора ""Тайфун"".
";"Бонус для власників розширеного пакету ""Тайфун"".";"Bonus dla właścicieli Zestawu Zaawansowanego  ""Typhoon"". ";"Bónus para os proprietários do Pacote Avançado ""Typhoon"". ";"""Typhoon (Tayfun"" Gelişmiş Paketi sahipleri için bonus.

";"Bonus pro majitele rozšiřujícího balíčku ""Typhoon""";"Μπόνους για τους κατόχους του «Typhoon» Advanced Pack.
";"Bonus bagi pemilik Paket Tingkat Lanjut ""Typhoon"".
";"โบนัสสำหรับผู้เป็นเจ้าของแพ็กขั้นสูง ""Typhoon""
";"""타이푼"" 고급 팩 소유자들을 위한 보너스입니다.";"购\t买\t“台\t风”\t礼\t包\t可\t获\t得：
";"「Typhoon」\tアドバンストパックをお\t持ちの\t方々への\tボーナス。\t
";"購\t買\t“颱\t風”\t禮\t包\t可\t獲\t得：";;
"charServer/entitlement/typhoon_starter_pack_2014";"War Thunder - ""Typhoon"" Advanced Pack";"War Thunder - Pack avancé « Typhoon »";"War Thunder - Pacchetto Avanzato ""Typhoon""";"War Thunder - ""Typhoon"" Advanced-Paket";"War Thunder - ""Typhoon"" Pack avanzado";"War Thunder - Продвинутый набор ""Тайфун""";"War Thunder — розширений пакет ""Тайфун""";"War Thunder - Zestaw Zaawansowany ""Typhoon""";"War Thunder - Pacote Avançado ""Typhoon""";"War Thunder - ""Typhoon (Tayfun)"" Gelişmiş Paketi";"War Thunder - rozšiřující balíček ""Typhoon""";"War Thunder - «Typhoon» Advanced Pack";"War Thunder - Paket Tingkat Lanjut ""Typhoon""";"War Thunder - แพ็กขั้นสูง ""Typhoon""";"워썬더 - ""타이푼"" 고급 팩";"War Thunder\t—\t—\t“台\t风”\t礼\t包";"War Thunder - 「Typhoon」\tアドバンストパック";"War Thunder\t—\t—\t“颱\t風”\t禮\t包";;
"charServer/entitlement/typhoon_starter_pack_2014/desc";"Bonus for the owners of ""Typhoon"" Advanced Pack.";"Bonus pour les propriétaires du pack avancé « Typhoon ». ";"Bonus per i possessori del Pacchetto Avanzato ""Typhoon"".
";"Bonus für die Besitzer des ""Typhoon"" Advanced-Pakets.
";"Bonificación para los dueños del ""Typhoon"" Pack avanzado.
";"Бонус обладателям продвинутого набора ""Тайфун"".";"Бонус для власників розширеного пакету ""Тайфун"".
";"Bonus dla właścicieli Zestawu Zaawansowanego  ""Typhoon"". ";"Bónus para os proprietários do Pacote Avançado ""Typhoon"". ";"""Typhoon (Tayfun)"" Gelişmiş Paketi sahipleri için bonus.

";"Bonus pro majitele rozšiřujícího balíčku ""Typhoon""";"Μπόνους για τους κατόχους του «Typhoon» Advanced Pack.";"Bonus bagi pemilik Paket Tingkat Lanjut ""Typhoon"".";"โบนัสสำหรับผู้เป็นเจ้าของแพ็กขั้นสูง ""Typhoon""";"""타이푼"" 고급 팩 소유자들을 위한 보너스입니다.";"购\t买\t“台\t风”\t礼\t包\t可\t获\t得：
";"「Typhoon」\tアドバンストパックをお\t持ちの\t方々への\tボーナス。\t
";"購\t買\t“颱\t風”\t禮\t包\t可\t獲\t得：";;
"charServer/entitlement/wop_starter_pack_3_gift";"War Thunder - ""Pacific"" Advanced Pack";"War Thunder - Pack avancé « Pacific »";"War Thunder - Pacchetto Avanzato ""Pacifico""";"War Thunder - ""Pazifik"" Advanced-Paket";"War Thunder - ""Pacífico"" Pack avanzado";"War Thunder - Продвинутый набор ""Тихий океан""";"War Thunder — розширений пакет ""Тихий океан""";"War Thunder - Zestaw Zaawansowany ""Pacyfik""";"War Thunder - Pacote Avançado ""Pacific""";"War Thunder - ""Pasifik"" Gelişmiş Paketi";"War Thunder - rozšiřující balíček ""Pacific""";"War Thunder - «Pacific» Advanced Pack";"War Thunder - Paket Tingkat Lanjut ""Pacific""";"War Thunder - แพ็กขั้นสูง ""แปซิฟิก""";"워썬더 - ""태평앙"" 고급 팩";"War Thunder\t—\t—\t“太\t平\t洋”\t礼\t包";"War Thunder - 「Pacific」\tアドバンストパック";"War Thunder\t—\t—\t“太\t平\t洋”\t禮\t包";;
"charServer/entitlement/wop_starter_pack_3_gift/desc";"Bonus for the owners of ""Pacific"" Advanced Pack.

Video materials for campaign chapters are available for downloading from store.gaijin.net on ""Profile - My purchases"" page. You need to install downloaded files to the game folder.";"Bonus pour les propriétaires du pack avancé « Pacifique ». Les vidéos pour les chapitres de la campagne sont disponibles au téléchargement à partir du site store.gaijin.net sur la page «Profil - Mes achats ». Vous devez installer les fichiers téléchargés dans le dossier du jeu.";"Bonus per i possesori del Pacchetto Avanzato ""Pacifico"".

I materiali video per i capitoli della campagna sono disponibili per il download su store.gaijin.net, nella sezione ""Profile - Purchase Histroy"" (I miei acquisti). Occorre installare i file scaricati nella cartella di gioco.";"War Thunder - ""Pazifik"" Advanced-Pakets.

Das Videomaterial für die Kampagnen-Kapitel steht auf store.gaijin.net unter ""Meine Käufe"" zum Download zur Verfügung. Die heruntergeladenen Dateien musst du ins Spielverzeichnis installieren.";"Bonus para los dueños del paquete avanzado ""Pacífico"".

Materiales de vídeo de los capítulos de la campaña están disponibles para su descarga desde store.gaijin.net en la página ""Mis compras"". Tienes que instalar los archivos descargados a la carpeta del juego.";"Бонус обладателям продвинутого набора ""Тихий океан"".

Видеоролики к кампаниям доступны для скачивания через store.gaijin.net, раздел ""Мой профиль - История покупок"". После скачивания ролики нужно установить в папку игры.";"Бонус власникам розширеного пакету ""Тихий океан"".

Відеоматеріали до кампаній доступні для завантаження за адресою store.gaijin.net на сторінці «Мої покупки». Після завантаження, вам потрібно інсталювати файли до папки гри.";"Bonus dla właścicieli rozszerzonego zestawu ""Pacyfik"". 

Materiały wideo do rozdziałów kampanii są dostępne do pobrania ze strony store.gaijin.net na stronie „Moje zakupy”. Musisz zainstalować pobrane pliki do folderu z grą.";"Bónus para os proprietários do Pacote Avançado ""Pacific"".

Vídeos para os capítulos da campanha estão disponíveis para download na página store.gaijin.net em ""My purchases"". Precisa de instalar os ficheiros descarregados na pasta do jogo.";"""Pasifik"" Gelişmiş Paketi sahipleri için bonus.

Senaryoların video materyallerini store.gaijin.net üzerinde ""Satın Alma Geçmişi"" sayfasından indirebilirsiniz. İndirilen dosyaları oyun klasörüne yüklemeniz gerekir.";"Bonus pro majitele rozšiřujícího balíčku ""Pacific""

Video materiály k jednotlivým kapitolám kampaně jsou dostupné ke stažení na internetové stránce store.gaijin.net v sekci ""Moje nákupy"". Soubory je nutné stáhnout do složky se hrou.";"Μπόνους για τους κατόχους του «Pacific» Advanced Pack.

Μπορείτε να κατεβάσετε τα βίντεο με τα κεφάλαια της εκστρατείας από το store.gaijin.net στη σελίδα «Προφίλ - Ιστορικό Αγορών». Πρέπει να εγκαταστήσετε τα κατεβασμένα αρχεία στον φάκελο του παιχνιδιού.";"Bonus bagi pemilik Paket Tingkat Lanjut ""Pacific"".

Materi video untuk berbagai chapter kampanye tersedia untuk diunduh di store.gaijin.net pada halaman ""Profile - My Purchase"". Kamu harus menginstal file yang telah diunduh ke dalam folder game.";"โบนัสสำหรับผู้เป็นเจ้าของแพ็กขั้นสูง ""แปซิฟิก""

เนื้อหาวิดีโอสำหรับบทต่างๆ ของแคมเปญจะสามารถดาวน์โหลดได้จาก store.gaijin.net ที่เพจ ""โปรไฟล์ - การซื้อของฉัน"" คุณจำเป็นต้องติดตั้งไฟล์ที่ดาวน์โหลดแล้วไปยังโฟลเดอร์เกม";"""태평양"" 팩 소유자 여러분을 위한 보너스입니다.

캠페인 관련 자료는 store.gaijin.net 의 ""구매 이력"" 페이지에서 내려받을 수 있습니다.
내려받은 파일은 게임 폴더에 설치하시면 됩니다.";"购\t买\t“太\t平\t洋”\t礼\t包\t可\t获\t得：

在 store.gaijin.net 网\t站\t的\t“Profile - Purchase Histroy”\t页\t面\t下\t可\t找\t到\t战\t役\t章\t节\t的\t相\t关\t视\t频\t内\t容。\t下\t载\t并\t安\t装\t至\t游\t戏\t目\t录\t后\t即\t可\t使\t用。";"「Typhoon」\tアドバンストパックをお\t持ちの\t方々への\tボーナス。\t

キャンペーンチャプター\t用の\t動画素材は store.gaijin.net の 「My purchases (私の\t購入)」\tページより\tダウンロードしていただけます。\tダウンロードした\tファイルは\tゲームフォルダに\tインストールしてください。";"購\t買\t“太\t平\t洋”\t禮\t包\t可\t獲\t得：

在 store.gaijin.net 網\t站\t的\t“Profile - Purchase Histroy”\t頁\t面\t下\t可\t找\t到\t戰\t役\t章\t節\t的\t相\t關\t視\t頻\t內\t容。\t下\t載\t並\t安\t裝\t至\t遊\t戲\t目\t錄\t後\t即\t可\t使\t用。";;
"charServer/entitlement/wop_starter_pack_4_gift";"War Thunder - Ultra Advanced Pack";"War Thunder - Ultra Advanced Pack";"War Thunder - Pacchetto Ultra Avanzato";"War Thunder - ""Ultra"" Advanced-Paket";"War Thunder -  Pack Ultra avanzado";"War Thunder - Продвинутый набор ""Ультра""";"War Thunder — розширений пакет ""Ультра""";"War Thunder - Pakiet Zaawansowany ""Ultra""";"War Thunder - Pacote Avançado Ultra";"War Thunder - Ultra Gelişmiş Paket";"War Thunder - Ultra rozšiřující balíček";"War Thunder - Ultra Advanced Pack";"War Thunder - Paket Tingkat Lanjut Ultra";"War Thunder - แพ็กขั้นสูงอัลตรา";"워썬더 - 울트라 고급 팩";"War Thunder\t—\t—\t超\t值\t大\t礼\t包";"War Thunder - ウルトラ アドバンストパック";"War Thunder\t—\t—\t超\t值\t大\t禮\t包";;
"charServer/entitlement/wop_starter_pack_4_gift/desc";"Bonus for the owners of Ultra Advanced Pack.";"Bonus pour les propriétaires du Ultra Advanced Pack.
";"Bonus per i possessori del Paccetto Ultra Avanzato.";"Bonus für die Besitzer des ""Ultra"" Advanced-Pakets.
";"Extra para los propietarios del ""Dora"" Advanced Pack.
";"Бонус обладателям продвинутого набора ""Ультра"".";"Бонус для власників розширеного пакету ""Ультра"".
";"Bonus dla właścicieli Pakietu Zaawansowanego ""Ultra"".
";"Bónus para os proprietários do Pacote Avançado Ultra.";"Ultra Gelişmiş Paket sahipleri için bonus.

";"Bonus pro majitele Ultra rozšiřujícího balíčku";"Μπόνους για τους κατόχους του Ultra Advanced Pack.";"Bonus bagi pemilik Paket Tingkat Lanjut Ultra.";"โบนัสสำหรับผู้เป็นเจ้าของแพ็กขั้นสูงอัลตรา";" 울트라 고급 팩 소유자들을 위한 보너스입니다.";"购\t买\t超\t值\t大\t礼\t包\t可\t获\t得：
";"ウルトラ アドバンストパックをお\t持ちの\t方々への\tボーナス
";"購\t買\t超\t值\t大\t禮\t包\t可\t獲\t得：";;
"charServer/campaign_gifts_included";"All gifts included in Japanese and USA Pacific Campaigns are also present.";"Tous les cadeaux inclus les campagnes américaine et japonaise du Pacifique sont également présents.";"Sono presenti anche tutti i regali inclusi nelle campagne Pacifico giapponese e USA.";"Alle Geschenke, die in der japanischen und der US-Pazifikkampagne enthalten sind, sind auch in diesem Paket enthalten.";"También contienen todos los obsequios incluidos en las campañas japonesa y estadounidense del Pacífico.";"Также содержит все подарки, входящие в состав тихоокеанских кампаний за США и Японию.";"Також містить всі подарунки, що входять до складу тихоокеанських кампаній на боці США і Японії.";"Wszystkie prezenty dołączone do japońskiej i amerykańskiej kampanii na Pacyfiku znajdują się również tutaj.";"Todos as prendas incluídas nas Campanhas do Pacífico Japonesa e dos EUA estão também presentes.";"Japonya ve ABD Pasifik Seferlerindeki tüm hediyeler de mevcuttur.";"Jsou obsaženy i všechny dárky zahrnuté v japonské a americké tichomořské kampani.";"Όλα τα δώρα που περιλαμβάνονται στις εκστρατείες της Ιαπωνίας και των ΗΠΑ στον Ειρηνικό είναι επίσης παρόντα.";"Semua hadiah yang termasuk dalam Kampanye Jepang dan Pasifik AS juga tersedia.";"รวมของขวัญทั้งหมดในแคมเปญแปซิฟิกของสหรัฐฯ และญี่ปุ่นไว้ด้วย";"미국 및 일본 태평양 전쟁 캠페인에 포함된 선물을 모두 받을 수 있습니다.";"日\t本\t太\t平\t洋\t战\t役\t与\t美\t国\t太\t平\t洋\t战\t役\t的\t所\t有\t赠\t品\t均\t囊\t括\t其\t中。";"日本軍および\t米軍の\t太平洋戦線に\t含まれる\t全ての\t贈与書は\t現在もまだ\t残っています。";"日\t本\t太\t平\t洋\t戰\t役\t與\t美\t國\t太\t平\t洋\t戰\t役\t的\t所\t有\t贈\t品\t均\t囊\t括\t其\t中。";;
"charServer/entitlement/eagles100";"%d <color=@currencyGoldColor>▽</color>";"%d <color=@currencyGoldColor>▽</color>";"%d <color=@currencyGoldColor>▽</color>";"%d <color=@currencyGoldColor>▽</color>";"%d <color=@currencyGoldColor>▽</color>";"%d <color=@currencyGoldColor>▽</color>";"%d <color=@currencyGoldColor>▽</color>";"%d <color=@currencyGoldColor>▽</color>";"%d <color=@currencyGoldColor>▽</color>";"%d <color=@currencyGoldColor>▽</color>";"%d <color=@currencyGoldColor>▽</color>";"%d <color=@currencyGoldColor>▽</color>";"%d <color=@currencyGoldColor>▽</color>";"%d <color=@currencyGoldColor>▽</color>";"%d <color=@currencyGoldColor>▽</color>";"%d <color=@currencyGoldColor>\t▽\t</color>";"%d <color=@currencyGoldColor>▽</color>";"%d <color=@currencyGoldColor>\t▽\t</color>";;
