"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"controls/help/tank_transmission";"Transmission";"Transmission";"Trasmissione nuova";"Getriebe";"Transmisión";"Трансмиссия";"Трансмісія";"Przekładnia";"Transmissão";"Transmisyon";"Převodovka";"Κιβώτιο ταχυτήτων";"Transmisi";"ระบบส่งกำลัง";"변속기";"传\t动\t机\t构";"変速機";"傳\t動\t裝\t置";;
"controls/gm_throttle";"Ground vehicle throttle";"Accélération du char";"Acceleratore del veicolo";"Panzer: Beschleunigung";"Acelerador del tanque";"Танковый газ";"Танковий газ";"Do przodu / Do tyłu";"Aceleração do veículo terrestre";"Kara aracı gazı";"Plyn vozidla";"Γκάζι οχήματος εδάφους";"Tuas gas kendaraan darat";"เร่งพาหนะทางบก";"전차 가속페달";"油\t门";"戦車の\tスロットル";"地\t面\t載\t具\t油\t門";;
"controls/gm_steering";"Ground vehicle steering";"Pilotage du char";"Sterzo del veicolo";"Panzer: Lenkung";"Dirección del tanque";"Танковое руление";"Керування наземною технікою";"Sterowanie pojazdem";"Direção do veículo terrestre";"Kara aracı dönüşü";"Řízení vozidla";"Σύστημα διεύθυνσης οχήματος εδάφους";"Kemudi kendaraan darat";"เลี้ยวพาหนะทางบก";"전차 조향";"转\t向";"戦車の\t旋回";"地\t面\t載\t具\t轉\t向";;
"hotkeys/ID_FIRE_GM";"Fire from the main calibre gun";"Faire feu avec le canon principal";"Fuoco dal cannone principale";"Hauptgeschütz abfeuern";"Disparar cañón principal";"Стрельба из основного орудия";"Вогонь з основної гармати";"Strzał z głównego działa";"Disparar da arma de calibre principal";"Ana kalibre silahı ateşle";"Střelba z hlavní zbraně";"Πυρ από το όπλο κύριου διαμετρήματος";"Tembak dari senapan kaliber utama";"ยิงจากปืนอาวุธหลัก";"주포 발사";"主\t炮\t开\t火";"主砲発射";"主\t口\t徑\t砲\t管\t開\t火";;
"hotkeys/ID_FIRE_GM_MACHINE_GUN";"Fire from machine guns";"Faire feu avec les mitrailleuses";"Fuoco delle mitragliatrici";"Maschinengewehre abfeuern";"Disparar ametralladoras";"Стрельба из пулемётов";"Вогонь із кулеметів";"Ostrzał z karabinów maszynowych";"Disparar das metralhadoras";"Makineli tüfekleri ateşle";"Střelba z kulometů";"Πυρ από πολυβόλα";"Tembak dari senapan mesin";"ยิงจากปืนกล";"기총 발사";"机\t枪\t开\t火";"機関銃発射";"機\t槍\t砲\t管\t開\t火";;
"hotkeys/ID_FIRE_GM_SPECIAL_GUN";"Fire from special guns";"Faire feu avec les armes spéciales";"Sparare con cannoni speciali";"Spezielle Bewaffnung abfeuern";"Disparar cañones especiales";"Огонь из специального оружия";"Вогонь зі спеціальної зброї";"Strzał z uzbrojenia specjalnego";"Disparar das armas especiais";"Özel silahları ateşle";"Střelba ze speciálních zbraní";"Πυρ από ειδικά όπλα";"Tembak dari senapan spesial";"ยิงจากปืนพิเศษ";"특수 무장 발사";"特\t殊\t武\t器\t开\t火";"特殊な\t銃を\t発射する";"特\t殊\t槍\t械\t砲\t管\t開\t火";;
"hotkeys/ID_ACTION_BAR_ITEM_5";"Artillery strike";"Frappe d'artillerie";"Chiamata artiglieria";"Artillerieschlag";"Ataque de artillería";"Артиллерийский удар";"Артилерійський удар";"Ostrzał Artyleryjski";"Salva de artilharia";"Topçu ateşi";"Palebná podpora";"Χτύπημα πυροβολικού";"Serangan artileri";"จู่โจมด้วยปืนใหญ่";"지원 포격 요청";"呼\t叫\t火\t炮\t支\t援";"砲撃";"火\t砲\t攻\t擊";;
"hotkeys/ID_ACTION_BAR_ITEM_6";"Fire extinguisher";"Extincteur";"Estintore";"Feuerlöscher";"Extintor de incendios";"Огнетушитель";"Вогнегасник";"Gaśnica";"Extintor";"Yangın söndürücü";"Hasící přístroj";"Πυροσβεστήρας";"Alat pemadam api";"เครื่องดับเพลิง";"소화기 작동";"使\t用\t灭\t火\t器";"消火器";"滅\t火\t器";;
"hotkeys/ID_ACTION_BAR_ITEM_7";"Call Aviation 1";"Appeler l'aviation 1";"Chiamata Aviazione 1";"Luftunterstützung anfordern 1";"Llamar a Aviación 1";"Вызов авиации 1";"Виклик авіації 1";"Wezwij lotnictwo 1";"Chamar Aviação 1";"Hava desteği iste 1";"Přivolat letectvo 1";"Κλήση Αεροπορίας 1";"Panggil Penerbangan 1";"เรียกอากาศยาน 1";"1번 항공기 호출";"呼\t叫\t空\t袭 1";"空軍\t1\tを\t呼ぶ";"呼\t叫\t空\t軍 1";;
"hotkeys/ID_ACTION_BAR_ITEM_9";"Call Aviation 2";"Appeler l'aviation 2";"Chiamata Aviazione 2";"Luftunterstützung anfordern 2";"Llamar a Aviación 2";"Вызов авиации 2";"Виклик авіації 2";"Wezwij lotnictwo 2";"Chamar Aviação 2";"Hava desteği iste 2";"Přivolat letectvo 2";"Κλήση Αεροπορίας 2";"Panggil Penerbangan 2";"เรียกอากาศยาน 2";"2번 항공기 호출";"呼\t叫\t空\t袭 2";"空軍\t2\tを\t呼ぶ";"呼\t叫\t空\t軍 2";;
"hotkeys/ID_ACTION_BAR_ITEM_10";"Towing cable";"Cable de remorquage";"Gancio di traino";"Abschleppkabel";"Cuerda de remolque";"Буксировочный трос";"Буксирувальний трос";"Linka holownicza";"Cabo de reboque";"Çekme halatı";"Tažné lano";"Καλώδιο ρυμούλκησης";"Kabel derek";"เคเบิลลากจูง";"견인줄";"牵\t引\t索";"牽引\tロープ";"牽\t引\t纜\t線";;
"hotkeys/ID_SMOKE_SCREEN";"Smoke grenades";"Grenades fumigènes";"Granate fumogene";"Nebeltöpfe abfeuern";"Granadas de humo";"Дымовые гранаты";"Димові гранати";"Granaty dymne";"Granadas de fumaça";"Sis bombaları";"Kouřové granáty";"Χειροβομβίδες καπνού";"Granat asap";"ระเบิดควัน";"연막탄";"发\t射\t烟\t雾\t弹";"発煙弾";"煙\t霧\t彈";;
"hotkeys/ID_SMOKE_SCREEN_GENERATOR";"Smoke screening";"Générateur de fumée";"Cortina fumogena";"Nebelwand ziehen";"Cortina de humo";"Постановка дымовой завесы";"Постановка димової завіси";"Zasłona dymna";"Cortina de fumaça";"Sis perdesi";"Kouřová clona";"Προπέτασμα καπνού";"Penggunaan tabir asap";"ฉากควัน";"연막 차장";"释\t放\t烟\t雾";"煙幕";"煙\t霧";;
"hotkeys/ID_SHIP_SMOKE_SCREEN_GENERATOR";"Smoke screening";"Générateur de fumée";"Nebbiogeno";"Nebelwand ziehen";"Cortina de humo";"Постановка дымовой завесы";"Постановка димової завіси";"Zasłona dymna";"Cortina de fumaça";"Sis perdesi";"Kouřová clona";"Προπέτασμα καπνού";"Penggunaan tabir asap";"ฉากควัน";"연막 차장";"释\t放\t烟\t雾";"煙幕";"煙\t霧";;
"hotkeys/ID_SHOW_HERO_MODULES";"X-ray (show vehicle modules)";"Rayons X (affiche les modules du véhicule)";"Raggi-X (mostra i moduli del mezzo)";"Röntgenansicht (Fahrzeugmodule anzeigen)";"Rayos X (mostrar módulos del vehículo)";"Рентген (показать состояние модулей)";"Режим рентгену (показує модулі техніки)";"Prześwietlenie (pokaż moduły jednostki)";"Raio-X (mostrar módulos do veículo)";"X-ray (araç modüllerini göster)";"Rentgen (zobrazí moduly stroje)";"Ακτίνες Χ (προβολή μονάδων οχήματος)";"Sinar-X (tampilkan berbagai modul kendaraan)";"เอ็กซ์เรย์ (แสดงโมดูลพาหนะ)";"엑스레이 (장비 내에 있는 모듈을 보여줍니다)";"展\t示\t内\t构\t布\t局";"X\t線（車両\tモジュールを\t表示）";"X 射\t線\t（顯\t示\t載\t具\t模\t組）";;
"hotkeys/ship_main_engine_rangeMin";"Reverse main engine";"Machine arrière principale";"Motore principale indietro";"Hauptmaschine zurück";"Motor principal atrás";"Назад";"Основний двигун заднього ходу";"Silnik główny wstecz";"Motor principal atrás";"Ana motor geri";"Hlavní motor zpět";"Αντίστροφος κύριος κινητήρας";"Mesin utama belakang";"เครื่องยนต์หลักถอยหลัง";"주 기관 뒤로";"中\t车\t后\t退";"主\tエンジン\t後進";"反\t向\t主\t要\t引\t擎";;
"hotkeys/ship_main_engine_rangeMax";"Ahead main engine";"Machine avant principale";"Motore principale avanti";"Hauptmaschine voraus";"Motor principal adelante";"Вперёд";"Передній основний двигун";"Silnik główny naprzód";"Motor principal avançar";"Ana motor ileri";"Hlavní motor vpřed";"Μπροστινός κύριος κινητήρας";"Mesin utama depan";"เครื่องยนต์หลักด้านหน้า";"주 기관 앞으로";"中\t车\t前\t进";"主\tエンジン\t加速";"前\t置\t主\t要\t引\t擎";;
"hotkeys/steering";"Steering";"Gouvernail";"Sterzo";"Steuerung";"Dirección";"Руление";"Рулювання";"Sterowanie";"Direção";"Dönüş";"Řízení";"Σύστημα διεύθυνσης";"Kemudi";"เลี้ยว";"조향";"转\t向\t控\t制";"旋回";"轉\t向";;
"TXT_GEAR_IS_SNAPPED_OFF";"Gear damaged";"Train d'atterrissage endommagé";"Carrello danneggiato";"Fahrwerk abgerissen";"Tren de aterrizaje dañado";"Шасси повреждено";"Шасі пошкоджено";"Uszkodzone podwozie";"Trem danificado";"İniş takımları hasarlı";"Podvozek poškozen";"Το σύστημα προσγείωσης υπέστη ζημιές";"Roda rusak";"เกียร์เสียหาย";"착륙장치 손상";"起\t落\t架\t受\t损";"ランディングギアが\t破損しています";"裝\t備\t受\t損";;
"TXT_FLAPS_ARE_SNAPPED_OFF";"Flaps inoperative";"Volets arrachés";"Flap non operativi";"Klappen abgerissen";"Flaps inoperativos";"Закрылки оторваны";"Закрилки не працюють";"Niesprawne klapy";"Flaps inoperacionais";"Flaplar koptu";"Klapky nefunkční";"Τα πτερύγια καμπυλότητας είναι εκτός λειτουργίας";"Sirip sayap tidak berfungsi";"ชายปีกไม่ทำงาน";"플랩 탈락";"襟\t翼\t无\t法\t动\t作";"フラップが\t破損しています";"翼\t展\t無\t法\t運\t作";;
"hints/flaps_assymetry";"Asymmetric flap extension";"Volets sortis asymétriquement";"Estensione asimmetrica dei flap";"Asymmetrische Klappen-Steuerung";"Extensión de flaps asimétrica";"Несимметричный выпуск закрылков";"Несиметричний випуск закрилків";"Niesymetryczne wysunięcie klap";"Extensão assimétrica dos flaps";"Asimetrik flap açılımı";"Asymetrické vysunutí klapek";"Ασύμμετρη επέκταση πτερυγίου";"Perpanjangan sirip sayap asimetris";"กางชายปีกแบบไม่สมมาตร";"플랩이 불균형 상태입니다.";"左\t右\t襟\t翼\t非\t对\t称\t展\t开";"フラップ\t非対称展開";"不\t對\t稱\t翼\t展\t延\t伸";;
"TXT_PAYLOAD_BLOCKS_FLAPS";"Payload blocks the flaps";"Le chargement bloque les flaps";"Il carico blocca i flap";"Zuladung blockiert Klappen";"La carga bloquea los flaps";"Боевая нагрузка блокирует закрылки";"Бойове навантаження блокує закрилки";"Podwieszenie blokuje klapy";"Carga bloqueiando os flaps";"Yük kanatçıkları engelliyor";"Výzbroj blokuje klapky";"Το ωφέλιμο φορτίο εμποδίζει τα πτερύγια καμπυλότητας";"Muatan menghalangi sirip sayap";"หัวรบขวางชายปีก";"외부장착물이 플랩을 막고 있습니다.";"挂\t载\t影\t响\t了\t襟\t翼\t收\t放";"﻿ペイロードが\tフラップを\t制限しています";"載\t彈\t擋\t住\t了\t翼\t展";;
"TXT_PAYLOAD_BLOCKS_GEAR";"Payload blocks the gear";"Le chargement bloque le train d'atterrissage";"Il carico blocca il carrello";"Zuladung blockiert das Fahrwerk";"La carga bloquea el tren de aterrizaje";"Боевая нагрузка блокирует шасси";"Бойове навантаження блокує шасі";"Podwieszenie blokuje podwozie";"Carga bloqueiando o trem";"Yük iniş takımını engelliyor";"Výzbroj blokuje podvozek";"Το ωφέλιμο φορτίο εμποδίζει το σύστημα προσγείωσης";"Muatan menghalangi roda";"หัวรบขวางเกียร์";"외부장착물이 착륙장치를 막고 있습니다.";"挂\t载\t影\t响\t了\t起\t落\t架\t收\t放";"﻿ペイロードが\tランディングギアを\t制限しています";"載\t彈\t擋\t住\t了\t起\t落\t架";;
"TXT_PAYLOAD_BLOCKS_CHUTE";"Payload blocks the chute";"L'emport bloque le parachute";"Il carico blocca il parafreno";"Zuladung blockiert den Bremsschirm";"La carga útil bloquea el paracaídas";"Боевая нагрузка блокирует парашют";"Бойове навантаження блокує парашут";"Podwieszenie blokuje spadochron";"Carga bloqueiando o pára-quedas";"Yük, paraşütü engelliyor";"Výzbroj blokuje padák";"Το ωφέλιμο φορτίο εμποδίζει το αλεξίπτωτο";"Muatan menghalangi parasut";"หัวรบขวางร่มชูชีพ";"외부장착물이 슈트를 막고 있습니다.";"挂\t载\t影\t响\t了\t减\t速\t伞\t收\t放";"﻿ペイロードが\tパラシュートを\t制限しています";"載\t彈\t擋\t住\t了\t滑\t道";;
"TXT_MECH_BLOCKS_FLAPS";"Flaps blocked by other mechanization";"Volets bloqués par un autre mécanisme";"Flap bloccati da altri meccanismi";"Klappen durch andere Mechanismen blockiert";"Flaps bloqueados por otro mecanismo";"Закрылки заблокированы другой механизацией";"Закрилки заблоковано іншою механікою";"Klapy zablokowane przez inną mechanizację";"Flaps bloqueados por outra mecanização";"Flaplar başka bir mekanizasyon tarafından engelleniyor";"Klapky blokovány jiným mechanismem";"Τα πτερύγια καμπυλότητας είναι μπλοκαρισμένα από άλλη μηχανοποίηση";"Sirip sayap terhalang oleh mekanisasi lain";"ชายปีกถูกขวางโดยกลไกอื่น";"플랩이 다른 장치에 의해 막혀 있습니다.";"其\t他\t装\t置\t影\t响\t了\t襟\t翼\t收\t放";"フラップは\t他の\t機器によって\t制限されています";"翼\t展\t被\t其\t他\t機\t械\t裝\t置\t擋\t住\t了";;
"TXT_MECH_BLOCKS_GEAR";"Gear blocked by other mechanization";"Train d'atterrissage bloqué par un autre mécanisme";"Carrello bloccato da altri meccanismi";"Fahrwerk durch andere Mechanismen blockiert";"Tren de aterrizaje bloqueado por otro mecanismo";"Шасси заблокировано другой механизацией";"Шасі заблоковано іншою механікою";"Podwozie zablokowane przez inną mechanizację";"Trem bloqueado por outra mecanização";"İniş takımları başka bir mekanizasyon tarafından engelleniyor";"Podvozek blokován jiným mechanismem";"Το σύστημα προσγείωσης είναι μπλοκαρισμένο από άλλη μηχανοποίηση";"Roda terhalang oleh mekanisasi lain";"เกียร์ถูกขวางโดยกลไกอื่น";"착륙 장치가 다른 장치에 의해 막혀 있습니다.";"其\t他\t装\t置\t影\t响\t了\t起\t落\t架\t收\t放";"ランディングギアは\t他の\t機器によって\t制限されています";"起\t落\t架\t被\t其\t他\t機\t械\t裝\t置\t擋\t住\t了";;
"TXT_MECH_BLOCKS_CHUTE";"Chute blocked by other mechanization";"Parachute bloqué par un autre mécanisme";"Parafreno bloccato da altre meccanizzazioni";"Bremsschirm durch andere Mechanismen blockiert";"Paracaídas bloqueado por otro mecanismo";"Парашют заблокирован другой механизацией";"Парашут заблоковано іншою механікою";"Spadochron zablokowany przez inną mechanizację";"Pára-quedas bloqueado por outra mecanização";"Paraşüt başka bir sistem tarafından engelleniyor";"Padák blokován jinou mechanizací";"Το αλεξίπτωτο είναι μπλοκαρισμένο από άλλη μηχανοποίηση";"Parasut terhalang oleh mekanisasi lain";"ร่มชูชีพถูกขวางโดยกลไกอื่น";"슈트가 다른 장치에 의해 막혀 있습니다.";"其\t他\t装\t置\t影\t响\t了\t减\t速\t伞\t收\t放";"パラシュートは\t他の\t機器によって\t制限されています";"滑\t道\t被\t其\t他\t機\t械\t裝\t置\t擋\t住\t了";;
"controls/help/movement_direction_control";"Movement Direction";"Direction du mouvement";"Direzione di Movimento";"Bewegungsrichtung";"Dirección de Movimiento";"Направление движения";"Напрямок руху";"Kierunek ruchu";"Direção do movimento";"Hareket Yönü";"Směr pohybu";"Κατεύθυνση κίνησης";"Arah Gerakan";"ทิศทางการเคลื่อนที่";"이동 방향";"移\t动\t方\t向";"移動方向";"移\t動\t方\t向";;
"controls/help/turret_aiming_control";"Turret Aiming";"Visée de la tourelle";"Puntamento Torretta";"Zielen mit dem Turm";"Puntería de Torreta";"Прицеливание турелью";"Наведення турелі";"Celowanie wieżą";"Mira da torre";"Taretle Nişan";"Míření věží";"Στόχευση πυργίσκου";"Membidik dengan Turret";"การเล็งป้อมปืน";"포탑 조준";"炮\t塔\t瞄\t准";"砲塔の\t照準";"砲\t塔\t瞄\t準";;
"hotkeys/ID_SHIP_WEAPON_TORPEDOES";"Launch torpedoes";"Lancer les torpilles";"Lancio siluri";"Torpedos abfeuern";"Lanzar torpedos";"Пуск торпед";"Пуск торпед";"Wystrzel torpedy";"Lançar torpedos";"Torpidoları ateşle";"Vypustit torpéda";"Εκτόξευση τορπιλών";"Luncurkan torpedo";"ยิงตอร์ปิโด";"어뢰 발사";"发\t射\t鱼\t雷";"魚雷発射";"發\t射\t魚\t雷";;
"hotkeys/ID_SHIP_WEAPON_DEPTH_CHARGE";"Depth charges";"Grenades anti-sous-marines";"Cariche di profondità";"Wasserbomben";"Cargas de profundidad";"Сброс глубинных бомб";"Глибинні бомби";"Bomby głębinowe";"Cargas de profundidade";"Sualtı bombaları";"Hlubinné nálože";"Βόμβες βυθού";"Peledak kedalaman";"ระเบิดน้ำลึก";"폭뢰";"投\t放\t深\t水\t炸\t弹";"爆雷";"深\t水\t炸\t彈";;
"hotkeys/ID_SHIP_WEAPON_ROCKETS";"Rockets";"Roquettes";"Razzi";"Raketen";"Cohetes";"Пуск ракет";"Ракети";"Rakiety";"Foguetes";"Roketler";"Rakety";"Ρουκέτες";"Roket";"จรวด";"로켓";"发\t射\t火\t箭\t弹";"ロケット";"火\t箭";;
"hotkeys/ID_SHIP_WEAPON_ROCKETS_SECONDARY";"Additional rockets";"Roquettes supplémentaires";"Razzi aggiuntivi";"Zusätzliche Raketen";"Cohetes adicionales";"Пуск вспомогательных ракет";"Додаткові ракети";"Dodatkowe rakiety";"Foguetes adicionais";"Ek roketler";"Další rakety";"Επιπλέον ρουκέτες";"Roket tambahan";"จรวดเสริม";"추가 로켓";"发\t射\t额\t外\t火\t箭\t弹";"追加\tロケット";"額\t外\t火\t箭";;
"hotkeys/ID_SHIP_WEAPON_MINE";"Mines";"Mines";"Mine";"Minen";"Minas";"Сброс мин";"Міни";"Miny";"Minas";"Mayınlar";"Miny";"Νάρκες";"Ranjau";"ทุ่นระเบิด";"기뢰";"布\t设\t水\t雷";"機雷";"地\t雷";;
"hotkeys/ID_SHIP_ACTION_BAR_ITEM_11";"Repair";"Réparations";"Ripara";"Reparieren";"Reparar";"Ремонт";"Відремонтувати";"Naprawa";"Reparar";"Onarım";"Oprava";"Επισκευή";"Perbaiki";"ซ่อม";"수리";"维\t修";"修理";"修\t理";;
"controls/walker_throttle";"Throttle";"Accélérateur";"Acceleratore";"Schub";"Acelerador";"Газ";"Газ";"Przepustnica";"Aceleração";"Gaz";"Plyn";"Γκάζι";"Tuas Gas";"เร่ง";"스로틀";"油\t门";"スロットル";"油\t門";;
"hotkeys/ID_WTM_LAUNCH_AIRCRAFT";"Launch aircraft";"Lancement de l'avion";"Lancia aereo";"Flugzeug starten";"Lanzar avión";"Запуск самолёта";"Запуск літака";"Wystrzel samolot";"Lançar aeronave";"Uçağı kaldır";"Vypuštění letadla";"Εκτόξευση αεροσκάφους";"Luncurkan pesawat";"ปล่อยตัวอากาศยาน";"항공기 발진";"弹\t射\t舰\t载\t机";"航空機の\t発進";"戰\t機\t升\t空";;
"hotkeys/primaryGun";"Fire from the first group of guns";"Tir du premier groupe d'armes";"Fuoco dal primo gruppo di cannoni";"Erste Geschützgruppe abfeuern";"Disparar desde el primer grupo de cañones";"Огонь из первой группы орудий";"Вогонь із першої групи гармат";"Ogień z pierwszej grupy dział";"Disparar do primeiro grupo de armas";"İlk silah grubuyla ateş et";"Palba z první skupiny zbraní";"Πυρ από την πρώτη ομάδα όπλων";"Tembak dari kelompok senapan pertama";"ยิงจากปืนชุดแรก";"1번 무장 그룹 발사";"1 号\t炮\t群\t开\t火";"銃の\t第一陣から\t発射";"第\t一\t組\t火\t砲\t開\t火";;
"hotkeys/secondaryGun";"Fire from the second group of guns";"Tir du deuxième groupe d'armes";"Fuoco dal secondo gruppo di cannoni";"Zweite Geschützgruppe abfeuern";"Disparar desde el segundo grupo de cañones";"Огонь из второй группы орудий";"Вогонь із другої групи гармат";"Ogień z drugiej grupy dział";"Disparar do segundo grupo de armas";"İkinci silah grubuyla ateş et";"Palba z druhé skupiny zbraní";"Πυρ από τη δεύτερη ομάδα όπλων";"Tembak dari kelompok senapan kedua";"ยิงจากปืนชุดที่สอง";"2번 무장 그룹 발사";"2 号\t炮\t群\t开\t火";"銃の\t第二陣から\t発射";"第\t二\t組\t火\t砲\t開\t火";;
"hotkeys/extraGun";"Fire from the third (secondary) group of guns";"Tir du troisième groupe (secondaire) d'armes";"Fuoco dal terzo gruppo di cannoni (secondari)";"Dritte (sekundäre) Geschützgruppe abfeuern";"Disparar desde el tercer grupo (secundario) de cañones";"Огонь из третьей (второстепенной) группы орудий";"Вогонь із третьої (допоміжної) групи гармат";"Ogień z trzeciej (pomocniczej) grupy dział";"Disparar do terceiro grupo de armas (secundárias)";"Üçüncü (yardımcı) silah grubuyla ateş et";"Palba z třetí (sekundární) skupiny zbraní";"Πυρ από την τρίτη (δευτερεύουσα) ομάδα όπλων";"Tembak dari kelompok senapan ketiga (cadangan)";"ยิงจากปืนชุดที่สาม (ปืนรอง)";"3번(보조) 무장 그룹 발사 ";"3 号\t（副\t炮）\t炮\t群\t开\t火";"銃の\t第三陣（セカンダリ）\tから\t発射";"第\t三\t組\t（次\t要）\t火\t砲\t開\t火";;
