"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"lb/maxRatedBattles/desc";"Ranking in the Leaderboard is based on the sum of the rankings in your top {count} {count=battle/battles} for the season.";"Votre rang au classement dépend de la somme des classements dans {count=votre meilleure bataille/vos {count} meilleures batailles} de la saison.";"La posizione in classifica è basata sulla somma dei punteggi nelle tue migliori {count} {count=battaglia/battaglie} della stagione.";"Die Platzierung in der Rangliste basiert auf der Summe der Platzierungen in Deinen besten {count} {count=battle/battles} der Saison.";"La Clasificación en la Tabla de Clasificación se basa en la suma de las clasificaciones en tu {count} {count=batalla/batallas} más destacada de la temporada.";"Рейтинг в таблице рекордов считается по сумме рейтинга в {count} {count=вашем лучшем бою/ваших лучших боях/ваших лучших боях} за сезон.";"Рейтинг у таблиці рекордів визначається за сумою рейтингів у ваших найкращих {count} {count=битву/битви/битв} цього сезону.";"Ranking w tabeli liderów opiera się na sumie ocen w {count} {count=bitwie/bitwach/bitwach} z najlepszymi wynikami w sezonie.";"A posição nas Classificações baseia-se na soma das classificações das melhores {count} {count=batalha/batalhas} da temporada.";"Liderlik Tablosu sıralaması, sezondaki en iyi {count} {count=savaşınızdaki/savaşınızdaki} sıralamalarınızın toplamı temel alınarak oluşturulur.";"Umístění v žebříčku je založeno na součtu umístění v nejlepších {count} {count=bitvě/bitvách/bitvách} za sezónu.";"Η κατάταξη στον πίνακα κατάταξης γίνεται με βάση το άθροισμα των κατατάξεων στην/στις {count} {count=κορυφαία μάχη/κορυφαίες μάχες} της σεζόν.";"Peringkat di Papan Peringkat akan dihitung berdasarkan jumlah peringkat di {count=pertempuran} {count}teratas pada musim ini.";"การจัดอันดับในกระดานผู้นำคิดจากผลรวมของการจัดอันดับจาก {count} {count=การต่อสู้}ที่ดีที่สุดของคุณในซีซัน";"순위표의 랭킹은 해당 시즌 최고의 전투 중 상위 {count} {count=개}의 전투를 합산한 것으로 산출됩니다.";"排\t行\t榜\t最\t终\t名\t次\t将\t根\t据\t玩\t家\t在\t赛\t季\t期\t间\t表\t现\t最\t佳\t的\t前 {count} {count=\t场\t战\t斗}\t的\t数\t据\t进\t行\t计\t算。";"リーダーボードでの\tランキングは、\tシーズン\t中の\tトップ{count} {count=バトル}ランキングの\t合計に\t基づいています。";"排\t行\t榜\t最\t終\t名\t次\t將\t根\t據\t玩\t家\t在\t賽\t季\t期\t間\t表\t現\t最\t佳\t的\t前 {count} {count=\t場\t戰\t鬥}\t的\t數\t據\t進\t行\t計\t算。";;
"medal/lb_wp_top_10/desc";"Top 10 players in the overall ranking";"Top 10 des joueurs du classement général";"Migliori 10 nella classifica generale";"Top 10 Spieler der Gesamtwertung";"Los 10 mejores jugadores en la clasificación general";"Лучшие 10 игроков в общем рейтинге";"10 найкращих гравців у загальному рейтингу";"10 najlepszych graczy w rankingu ogólnym";"Top 10 de jogadores na classificação geral";"Genel sıralamada ilk 10 oyuncu";"Top 10 hráčů celkově";"Top 10 παίκτες στη συνολική κατάταξη";"Pemain 10 teratas dalam peringkat keseluruhan";"ผู้เล่น 10 อันดับแรกของการจัดอันดับรวม";"전체 레이팅 Top 10 플레이어";"总\t排\t名\t前 10 名\t玩\t家";"全体\tランキングトップ\t10\tプレイヤー";"整\t體\t排\t名\t前 10 名\t玩\t家";;
"medal/lb_tanks_top_10/desc";"Top 10 players in tanks rating";"Top 10 des joueurs dans le classement des chars";"Migliori 10 nella classifica carri";"Top 10 Spieler in der Panzerwertung";"Los 10 mejores jugadores en la clasificación de tanques";"Лучшие 10 игроков в танковом рейтинге";"10 найкращих гравців у танковому рейтингу";"10 najlepszych graczy w rankingu czołgowym";"Top 10 de jogadores na classificação de tanques";"Tank sıralamasında ilk 10 oyuncu";"Top 10 hráčů v tancích";"Top 10 παίκτες στην αξιολόγηση τανκ";"Pemain 10 teratas dalam rating tank";"ผู้เล่น 10 อันดับแรกของคะแนนรถถัง";"전차 레이팅 Top 10 플레이어";"陆\t战\t排\t名\t前 10 名\t玩\t家";"戦車\tレーティングトップ\t10\tプレイヤー";"陸\t戰\t評\t分\t前 10 名\t玩\t家";;
"medal/lb_ships_top_10/desc";"Top 10 players in ships rating";"Top 10 des joueurs dans le classement des navires";"Migliori 10 nella classifica navi";"Top 10 Spieler in der Schiffswertung";"Los 10 mejores jugadores en la clasificación de barcos";"Лучшие 10 игроков в рейтинге кораблей";"10 найкращих гравців у корабельному рейтингу";"10 najlepszych graczy w rankingu marynarki";"Top 10 de jogadores na classificação de navios";"Gemi sıralamasında ilk 10 oyuncu";"Top 10 hráčů v lodích";"Top 10 παίκτες στην αξιολόγηση πλοίων";"Pemain 10 teratas dalam rating kapal";"ผู้เล่น 10 อันดับแรกของคะแนนเรือ";"함선 레이팅 Top 10 플레이어";"海\t战\t排\t名\t前 10 名\t玩\t家";"艦船\tレーティングトップ\t10\tプレイヤー";"海\t戰\t評\t分\t前 10 名\t玩\t家";;
"medal/lb_air_top_10/desc";"Top 10 players in air rating";"Top 10 des joueurs dans le classement aérien";"Top 10 nei punteggi aerei";"Top 10 Spieler in der Flugzeugwertung";"Los Top 10 en la clasificación aérea";"Лучшие 10 игроков в рейтинге самолетов";"10 найкращих гравців у повітряному рейтингу";"10 najlepszych graczy w rankingu samolotów";"Top 10 de jogadores na classificação de aeronaves";"Hava sıralamasında ilk 10 oyuncu";"Top 10 hráčů v letadlech";"Top 10 παίκτες στην αξιολόγηση αέρος";"10 pemain teratas dalam rating udara";"ผู้เล่น 10 อันดับแรกของคะแนนอากาศ";"공중 레이팅 Top 10 플레이어";"空\t战\t排\t名\t前 10 名\t玩\t家";"航空\tレーティングトップ\t10\tプレイヤー";"空\t戰\t評\t分\t前 10 名\t玩\t家";;
"lb/warning/rewards";"The battle for first place in the ranking has ended. Points are being counted and awards are being given out. All users included in the rating table will receive rewards. This may take up to two days.";"La bataille pour la première place dans le classement est terminée. Les points sont en cours de calcul et les récompenses en cours d'attribution. Tous les utilisateurs inclus dans le tableau du classement recevront des récompenses. Cela peut prendre jusqu'à deux jours.";"La battaglia per il primo posto in classifica è terminata. I punti sono stati conteggiati e le ricompense date. Tutti gli utenti inclusi nella classifica riceveranno le ricompense. Può volerci fino a due giorni.";"Der Kampf um den ersten Platz in der Rangliste ist beendet. Die Punkte werden gezählt, und es werden Auszeichnungen vergeben. Alle Nutzer, die in der Rangliste aufgeführt sind, erhalten eine Belohnung. Dies kann bis zu zwei Tage dauern.";"La batalla por el primer lugar en la clasificación ha terminado. Se están contando los puntos y se están repartiendo los premios. Todos los usuarios incluidos en la tabla de clasificación recibirán recompensas. Esto puede tardar hasta dos días.";"Сражение за первое место в рейтинге завершилось, идёт подсчёт очков и выдача наград. Все пользователи попавшие в рейтинговую таблицу получат награды, это может занять до двух суток.";"Битву за перше місце в рейтингу завершено. Наразі підраховуються очки та роздаються винагороди. Усі користувачі, включені в рейтингову таблицю, отримають нагороди протягом двох днів.";"Zakończyła się walka o pierwsze miejsce w rankingu. Trwa podliczanie punktów i rozdawanie nagród. Wszyscy użytkownicy uwzględnieni w tabeli rankingowej otrzymają nagrody. Może to potrwać do dwóch dni.";"A batalha pelo primeiro lugar na tabela terminou. Os pontos e os prémios estão sendo atribuídos. Todos os jogadores incluídos na tabela classificativa receberão prémios. Isto pode demorar até dois dias.";"Sıralamada birinci seviye için savaş sona erdi. Puanlar hesaplanıyor ve ödüller dağıtılıyor. Sıralama tablosunda yer alan bütün oyuncular ödüllerini alacaklar. Bu işlem iki gün kadar sürebilir.";"Boj o první místo v žebříčku skončil. Počítají se body a rozdávají se ceny. Všichni uživatelé zařazení v tabulce hodnocení obdrží odměny. To může trvat až dva dny.";"Η μάχη για την πρώτη θέση της κατάταξης τελείωσε. Οι πόντοι καταμετρώνται και τα βραβεία μοιράζονται. Όλοι οι χρήστες που περιλαμβάνονται στον πίνακα αξιολόγησης θα λάβουν ανταμοιβές. Αυτό μπορεί να διαρκέσει έως και δύο ημέρες.";"Pertempuran untuk memperebutkan peringkat pertama telah berakhir. Poin sedang dihitung dan penghargaan sedang dibagikan. Semua pengguna yang tercantum dalam tabel rating akan mendapatkan imbalan. Proses ini bisa memakan waktu hingga dua hari.";"การต่อสู้ชิงอันดับหนึ่งในการจัดอันดับจบลงแล้ว ระบบจะทำการสรุปคะแนนแล้วแจกจ่ายรางวัล ผู้ใช้ทุกคนที่อยู่ในกระดานจัดอันดับจะได้รับรางวัล อาจใช้เวลาจัดส่งถึงสองวัน";"1위를 향한 경쟁전이 종료되었습니다. 현재 포인트 집계 중이며, 보상이 주어질 예정입니다. 보상은 순위표에 든 모든 플레이어에게 보상이 주어지며 지급에는 약 2일 정도가 소요될 수 있습니다.";"排\t行\t榜\t冲\t榜\t活\t动\t已\t经\t结\t束。\t系\t统\t正\t在\t计\t算\t玩\t家\t排\t名\t点\t数\t并\t分\t发\t奖\t励，\t排\t行\t榜\t上\t所\t有\t用\t户\t都\t将\t获\t取\t相\t应\t的\t奖\t励。\t这\t一\t步\t骤\t可\t能\t需\t要 2 天\t时\t间。";"ランキング\t1位を\t決める\tバトルが\t終了しました。\tポイントが\t集計され、\t賞が\t贈られます。\tレーティング\t表に\t含まれるすべての\tユーザーは\t報酬を\t受け\t取ることができます。\tこれには\t2日ほどかかる\t場合があります。";"爭\t奪\t第\t一\t名\t的\t戰\t鬥\t已\t經\t結\t束，\t接\t下\t來\t會\t統\t計\t分\t數\t並\t發\t放\t獎\t勵，\t有\t取\t得\t評\t分\t排\t名\t的\t所\t有\t使\t用\t者\t都\t會\t獲\t得\t獎\t勵，\t至\t多\t兩\t天\t的\t時\t間\t即\t會\t發\t放\t到\t賬\t戶\t上。";;
"lb/rewards/place/desc";"The list of players and their ranking positions may change during the season.";"La liste des joueurs et leur position dans le classement peut varier au fil de la saison.";"La lista dei giocatori e dei loro punteggi può cambiare durante la stagione.";"Die Liste der Spieler und ihre Ranglistenpositionen können sich während der Saison ändern.";"La lista de jugadores y sus posiciones en la clasificación pueden cambiar durante la temporada.";"Список игроков и позиции рейтинга могут меняться в течении сезона";"Список гравців і їхні позиції в рейтингу можуть змінюватися протягом сезону.";"Lista graczy i ich pozycje w erze mogą ulec zmianie w trakcie sezonu.";"A lista de jogadores e as suas posições na classificação podem sofrer alterações durante a temporada.";"Oyuncuların listesi ve sıralamaları sezon boyunca değişebilir.";"Seznam hráčů a jejich pořadí se může během sezóny změnit.";"The list of players and their ranking positions may change during the season.";"Daftar pemain dan posisi peringkat mereka dapat berubah selama musim berlangsung.";"The list of players and their ranking positions may change during the season.";"플레이어의 목록과 순위는 시즌 중 변동될 수 있습니다.";"赛\t季\t期\t间\t玩\t家\t列\t表\t与\t排\t名\t位\t置\t可\t能\t会\t上\t下\t浮\t动。";"シーズン\t中、\tプレイヤーの\t一覧と\tランキング\t順位は\t変動することがあります。";"賽\t季\t期\t間\t玩\t家\t列\t表\t與\t排\t名\t位\t置\t可\t能\t會\t出\t現\t變\t動。";;
"lb/rewards/rPlace";"Required place: {place}";"Place requise: {place}";"Posizione richiesta: {place}";"Erforderlicher Platz: {place}";"Lugar requerido: {place}";"Требуемое место: {place}";"Необхідно місце: {place}";"Wymagane miejsce: {place}";"Lugar necessário: {place}";"Gerekli sıra: {place}";"Vyžadované místo: {place}";"Required place: {place}";"Posisi yang diperlukan: {place}";"Required place: {place}";"필요한 순위: {place}";"需\t要\t达\t到\t排\t名：\t{place}";"必要順位：\t{place}";"需\t要\t達\t到\t排\t名：\t{place}";;
"lb/rewards/rPoints";"Required points: {points}";"Points requis: {points}";"Punti richiesti: {points}";"Benötigte Punkte: {points}";"Puntos necesarios: {points}";"Требуемые очки: {points}";"Необхідно очок: {points}";"Wymagana ilość punktów: {points}";"Pontos necessários: {points}";"Gerekli puan: {points}";"Potřebné body: {points}";"Required points: {points}";"Poin yang diperlukan: {points}";"Required points: {points}";"{points} 포인트 필요";"分\t数\t要\t求：\t{points}";"必須\tポイント：\t{points}";"所\t需\t點\t數：\t{points}";;
"medal/cbt_air_medal/desc";"Reward for participation in aircraft closed beta test";"Récompense pour participation à la CBT des avions";"Ricompensa per aver partecipato al closed beta test degli aerei";"Belohnung für die Teilnahme am geschlossenen Betatest für Flugzeuge";"Recompensa por participar en la prueba beta cerrada de aviones";"Награда за участие в закрытом бета тесте авиации";"Нагорода за участь у закритому бета-тестуванні авіації";"Nagroda za udział w zamkniętych beta testach samolotów";"Recompensa pela participação no teste beta fechado de aeronaves";"Uçak kapalı beta testine katılım ödülü";"Odměna za účast v uzavřeném beta testu letadel";"Ανταμοιβή για τη συμμετοχή στην κλειστή δοκιμή beta αεροσκαφών";"Imbalan partisipasi dalam tes beta tertutup untuk pesawat";"รางวัลจากการเข้าร่วมในการทดสอบอากาศยานโคลสเบตา";"공군 클로즈 베타테스트 참가자 보상";"空\t战\t封\t测\t专\t属\t奖\t励";"航空機\tクローズドベータテストへの\t参加報酬";"參\t與\t戰\t機\t封\t閉 Beta 測\t試\t的\t獎\t勵";;
"medal/japan_air_early_access/desc";"For participating in the early access of Japanese Air Force.";"Pour participation à l'accès anticipé de l'Armée de l'air japonaise.";"Per aver partecipato all'accesso anticipato dell'Aeronautica Giapponese.";"Für die Teilnahme am Early Access der japanischen Luftwaffe.";"Por participar en el acceso anticipado de la Fuerza Aérea Japonesa.";"За участие в раннем доступе Японской авиации.";"За участь у ранньому доступі до японських повітряних сил.";"Za udział we wczesnym dostępie do Japońskich Sił Powietrznych.";"Pela participação no acesso antecipado da Força Aérea Japonesa.";"Japon Hava Kuvvetleri erken erişimine katılım için.";"Za účast v předběžném přístupu k japonskému letectvu.";"For participating in the early access of Japanese Air Force.";"Berpartisipasi dalam akses awal Angkatan Udara Jepang.";"For participating in the early access of Japanese Air Force.";"일본 공군 얼리 액세스 참가 보상입니다.";"日\t本\t空\t战\t分\t支\t先\t导\t测\t试\t专\t属\t奖\t励。";"日本空軍早期\tアクセス\t参加用。";"參\t與\t日\t本\t空\t戰\t分\t支\t早\t期\t測\t試\t的\t專\t屬\t獎\t勵。";;
"multiplayer/playersInQueue";"Waiting for battle";"En attente de la bataille";"Giocatori in attesa";"Warte auf Schlacht";"Esperando a batalla";"Ожидают боя";"Чекають бою";"Oczekujący na bitwę";"À espera da batalha";"Çarpışma için bekleniyor";"Čekání na bitvu";"Σε αναμονή για μάχη";"Menunggu pertempuran";"รอการต่อสู้";"전투 대기 중...";"当\t前\t排\t队\t状\t况";"戦闘待ち";"當\t前\t排\t隊\t狀\t況";;
"multiplayer/queuePenalty";"You cannot enter the {campaign} campaign battle due to desertion. Pay the penalty or wait for the timer to expire";"Vous ne pouvez pas participer à la campagne {campaign} en raison d'une désertion. Payez la pénalité ou attendez l'expiration du délai.";"Non puoi entrare nella battaglia della campagna {campaign} a causa della diserzione. Paga la penalità o aspetta il termine del conto alla rovescia";"Du kannst wegen Desertion nicht an der {campaign} teilnehmen. Zahl die Strafe oder warte, bis die Zeit abgelaufen ist";"No puedes entrar en la batalla de la campaña {campaign} debido a la deserción. Paga la penalización o espera a que expire el tiempo";"Вы не можете войти в бой кампании {campaign} из-за дезертирства. Оплатите штраф или дождитесь окончания таймера";"Ви не можете вступити в бій (кампанія: {campaign}) через дезертирство. Сплатіть штраф або дочекайтеся закінчення таймера";"Nie możesz wziąć udziału w bitwie kampanii {campaign} z powodu dezercji. Zapłać karę lub poczekaj do końca odliczania";"Não pode entrar na batalha da campanha {campaign} por ter desertado. Pague a penalização ou espere que o temporizador chegue ao fim";"Firar nedeniyle {campaign} harekatına giremezsiniz. Cezayı ödeyin veya zamanlayıcının sona ermesini bekleyin";"Do {campaign} bitvy se nemůžeš zapojit kvůli dezerci. Zaplať pokutu nebo počkej, až vyprší časovač.";"You cannot enter the {campaign} campaign battle due to desertion. Pay the penalty or wait for the timer to expire";"Kamu tidak bisa memasuki pertempuran kampanye {campaign} karena desersi. Bayar penalti atau tunggu hingga timer habis";"คุณไม่สามารถเข้าร่วมการต่อสู้ได้เนื่องจากการหนีทัพ กรุณาจ่ายค่าปรับหรือรอจนกว่าตัวจับเวลาจะหมด";"전투 중 이탈한 상태여서 다른 {campaign} 캠페인 전투에 참가할 수 없습니다. 제한이 종료될 때까지 기다리거나 페널티를 감수해야 합니다.";"由\t于\t您\t在\t战\t斗\t中\t临\t阵\t脱\t逃，\t当\t前\t不\t能\t加\t入 {campaign} 战\t斗。\t接\t受\t惩\t罚\t或\t等\t待\t封\t禁\t时\t间\t过\t后\t再\t进\t行\t游\t戏";"離脱したため、\t{campaign}キャンペーンバトルに\t参加できません。\tペナルティを\t支払うか、\tタイマーが\t終了するまでお\t待ちください。";"您\t因\t在\t先\t前\t的\t戰\t鬥\t中\t提\t前\t脫\t戰\t而\t無\t法\t加\t入 {campaign} 戰\t鬥，\t待\t鎖\t定\t期\t滿\t即\t可\t參\t加\t戰\t鬥。\t支\t付\t罰\t金\t可\t提\t前\t結\t束\t懲\t處\t期\t限";;
"multiplayer/queuePenaltySquad";"You cannot enter the battle due to one of the squad members deserting";"Vous ne pouvez pas entrer en bataille en raison de la désertion de l'un des membres d'escouade";"Non puoi entrare in battaglia poichè uno dei membri del plotone ha disertato";"Du kannst nicht in die Schlacht, weil eines der Staffel-Mitglieder desertiert ist";"No puedes entrar en combate porque uno de los miembros del escuadrón ha desertado";"Вы не можете войти в бой из-за дезертирства одного из членов отряда";"Ви не можете вступити в бій через дезертирство одного з членів загону";"Nie możesz wejść do bitwy z powodu dezercji jednego z członków oddziału";"Não pode entrar na batalha porque um membro do esquadrão desertou";"Takım üyelerinden birinin firar etmesi nedeniyle savaşa giremezsiniz";"Nemůžeš vstoupit do bitvy, protože jeden z členů skupiny dezertoval";"You cannot enter the battle due to one of the squad members deserting";"Kamu tidak bisa memasuki pertempuran karena salah satu anggota skuad melarikan diri";"You cannot enter the battle due to one of the squad members deserting";"편대원 중 일부가 전투 도중 이탈한 상태입니다. 다른 전투에 참가할 수 없습니다.";"由\t于\t您\t的\t小\t队\t成\t员\t临\t阵\t脱\t逃，\t不\t能\t加\t入\t战\t斗";"分隊\tメンバーの\t1人が\t脱走したため、\t戦闘に\t参加できません";"由\t於\t隊\t員\t仍\t受\t提\t前\t脫\t戰\t懲\t罰，\t無\t法\t加\t入\t戰\t鬥";;
"country/VS";"VS";"VS";"VS";"VS";"VS";"VS";"VS";"VS";"VS";"VS";"VS";"VS";"VS";"VS";"VS";"对\t阵";"VS";"VS";;
"multiplayer/state/bot_ready";"Bot";"Bot";"Bot";"KI-Einheit";"Bot";"Бот";"Бот";"Bot";"Bot";"Bot";"Bot";"Bot";"Bot";"บอท";"AI";"AI";"BOT";"AI";;
"multiplayer/state/player_not_ready";"Not ready";"Pas prêt";"Non pronto";"Nicht bereit";"No está listo";"Не готов";"Не готовий";"Niegotowy";"Não está pronto";"Hazır değil";"Nepřipraven";"Δεν είναι έτοιμος";"Belum siap";"ไม่พร้อม";"준비되지 않음";"未\t就\t绪";"出撃準備解除";"未\t就\t緒";;
"msg/cant_load_user_mission";"Unable to load user mission.";"Impossible de charger la mission de l'utilisateur.";"Impossibile caricare la missione utente.";"Selbsterstellte Mission konnte nicht geladen werden.";"No se puede cargar la misión del usuario.";"Не удалось загрузить пользовательскую миссию.";"Не вдається завантажити місію користувача.";"Nie udało się załadować misji użytkownika.";"Não é possível carregar a missão de utilizador.";"Kullanıcı görevi yüklenemiyor.";"Nelze načíst uživatelskou misi.";"Αδυναμία φόρτωσης της αποστολής χρήστη.";"Tidak bisa memuat misi pengguna.";"ไม่สามารถโหลดภารกิจของผู้ใช้ได้";"사용자 임무를 불러올 수 없습니다.";"无\t法\t载\t入\t玩\t家\t自\t创\t任\t务";"ユーザーミッションを\t読み\t込めませんでした。";"無\t法\t載\t入\t玩\t家\t自\t創\t任\t務";;
"multiplayer/playerUnitDestroyed";"You destroyed {name}";"Vous avez détruit {name}";"Hai distrutto {name}";"Du hast {name} zerstört";"Has destruido a {name}";"Вы уничтожили {name}";"Ви знищили {name}";"Zniszczono: {name}";"Destruiu {name}";"Yok ettin: {name}";"Zničil jsi {name}";"Καταστρέψατε {name}";"Kamu menghancurkan {name}";"คุณทำลาย {name}";"{name}을(를) 격파하였습니다";"已\t击\t毁 {name}";"{name}を\t破壊しました";"已\t擊\t毀 {name}";;
"revoking_fraudulent_purchases";"Your ability to play online matches has been blocked due to a revoking of purchases from your account and a negative Golden Eagles balance as a result of this. You can check the exact amount of Golden Eagles you have to compensate in the hangar. The block will be lifted as soon as you make a new purchase and relogin.";"Votre capacité à jouer des matchs en ligne a été bloquée en raison d'une révocation des achats de votre compte et d'un solde de Golden Eagles négatif à la suite de cela. Vous pouvez vérifier le nombre exact de Golden Eagles que vous devez compenser dans le hangar. Le blocage sera levé dès que vous effectuerez un nouvel achat et que vous vous reconnecterez.";"La tua possibilità di giocare partite online è stata bloccata a causa della revoca degli acquisti dal tuo account che risulta avere un bilancio negativo di Aquile Dorate. Puoi visualizzare l'esatto importo di Aquile Dorate che devi compensare nell'hangar. Il blocco verrà tolto non appena effettuerai un nuovo acquisto ed un nuovo accesso.";"Deine Teilnahme an Online-Spielen wurde gesperrt, da Käufe von Deinem Konto widerrufen wurden und Du daher einen negativen Golden-Eagles-Kontostand hast. Du kannst die exakte Menge an Golden Eagles, die Du kompensieren musst, im Hangar überprüfen. Die Sperre wird aufgehoben, sobald Du einen neuen Kauf tätigst und Dich erneut anmelden.";"Se ha bloqueado tu capacidad para jugar partidas en línea debido a la revocación de compras de tu cuenta y a un saldo negativo de Águilas de Oro como consecuencia de ello. Puedes comprobar la cantidad exacta de Águilas de Oro que tienes para compensar en el hangar. El bloqueo se levantará en cuanto realices una nueva compra y vuelvas a iniciar sesión.";"Вам запрещено играть в онлайн-бои из-за отзыва покупок с аккаунта и отрицательного баланса Золотых орлов. Вы можете проверить необходимую сумму компенсации Золотых орлов в ангаре. Блокировка будет снята после того как вы совершите новую покупку и перезайдёте в игру.";"Вам заборонено грати в онлайн-бої через відкликання покупок з облікового запису та негативного балансу Золотих орлів. Ви можете перевірити суму компенсації Золотих орлів в ангарі. Блокування буде зняте після того, як ви здійсните нову покупку і перезайдете в гру.";"Twoja możliwość rozgrywania meczów online została zablokowana z powodu cofnięcia zakupów z Twojego konta i ujemnego salda Złotych Orłów w wyniku tego. Możesz sprawdzić dokładną ilość Złotych Orłów, które masz do wyrównania w hangarze. Blokada zostanie zniesiona, gdy tylko dokonasz nowego zakupu i ponownie się zalogujesz.";"A capacidade de jogar partidas online foi bloqueada devido a uma revogação de compra da sua conta e resultante saldo negativo de Golden Eagles. A quantidade exata de Golden Eagles a compensar pode ser verificada no hangar. O bloqueio será revogado assim que fizer uma nova compra e fizer login novamente.";"Hesabınızdan bazı satın almaların kaldırımasıu ve negatif Altın Kartal dengesine düşmeniz nedeniyle çevrimiçi oyun oynama beceriniz engellendi. Hangarda ihtiyaç duyduğunuz Altın Kartal miktarını görebilirsiniz. Yeni bir satın alma yapıp tekrar giriş yaptığınızda engelleme kaldırılacaktır.";"Vaše možnost hrát online zápasy byla zablokována z důvodu zrušení nákupů z vašeho účtu a záporného zůstatku Zlatých orlic. Přesné množství Zlatých orlic, které musíte dorovnat, si můžete zkontrolovat v hangáru. Blokace bude zrušena, jakmile provedete nový nákup a znovu se přihlásíte.";"Η δυνατότητα να παίζετε online αγώνες έχει μπλοκαριστεί λόγω ανάκλησης αγορών από τον λογαριασμό σας και του αρνητικού υπολοίπου σε Χρυσούς Αετούς ως αποτέλεσμα αυτού. Μπορείτε να δείτε ακριβώς πόσους Χρυσούς Αετούς πρέπει να συμπληρώσετε στο υπόστεγο αεροσκαφών. Το μπλοκάρισμα θα αρθεί μόλις πραγματοποιήσετε μια νέα αγορά και συνδεθείτε ξανά.";"Kamu telah diblokir dari pertandingan online karena pembelian dari akunmu dibatalkan dan saldo Elang Emas milikmu menjadi negatif. Kamu bisa memeriksa jumlah pasti Elang Emas yang harus kamu ganti di hanggar. Pemblokiran akan dicabut setelah kamu melakukan pembelian baru dan login ulang.";"คุณถูกบล็อกจากการร่วมการแข่งขันออนไลน์เนื่องจากการยกเลิกการซื้อในบัญชีของคุณซึ่งทำให้ยอดอินทรีทองในบัญชีติดลบ คุณสามารถตรวจสอบจำนวนอินทรีทองที่ต้องชดเชยได้ที่โรงเก็บเครื่องบิน การบล็อกนี้จะเป็นโมฆะทันทีที่คุณทำการซื้อแล้วเข้าสู่ระบบอีกครั้ง";"구매 철회 후 남은 골든 이글의 양이 음수가 되어 온라인 플레이 기능이 제한되었습니다. 보충해야 하는 골든 이글의 양은 격납고에서 확인하실 수 있습니다. 상품을 새로 구매하신 뒤 다시 로그인하시면 플레이 제한이 해제됩니다.";"由\t于\t您\t的\t账\t号\t进\t行\t的\t部\t分\t购\t买\t交\t易\t出\t现\t异\t常，\t您\t购\t买\t的\t内\t容\t已\t被\t收\t回，\t并\t导\t致\t您\t的\t金\t鹰\t余\t额\t为\t负，\t您\t将\t暂\t时\t不\t能\t进\t行\t在\t线\t游\t戏。\t您\t可\t以\t在\t基\t地\t中\t查\t看\t您\t需\t要\t补\t足\t的\t金\t鹰\t量。\t在\t您\t补\t足\t金\t鹰\t后，\t重\t新\t登\t陆\t即\t可\t再\t次\t进\t行\t游\t戏。";"あなたの\tアカウントから\t購入した\t商品が\t取り\t消され、\tその\t結果\tゴールデンイーグルの\t残高が\tマイナスになったため、\tオンライン\t対戦機能が\tブロックされました。\t相殺に\t必要な\tゴールデンイーグルの\t正確な\t量は、\t格納庫よりご\t確認いただけます。\t新たに\t購入して\t再度\tログインすることで、\tブロックは\t即座に\t解除されます。";"由\t於\t您\t的\t帳\t號\t進\t行\t的\t部\t分\t購\t買\t交\t易\t出\t現\t異\t常，\t您\t購\t買\t的\t內\t容\t已\t被\t收\t回，\t並\t導\t致\t您\t的\t金\t鷹\t餘\t額\t為\t負，\t您\t將\t暫\t時\t不\t能\t進\t行\t在\t線\t遊\t戲。\t您\t可\t以\t在\t基\t地\t中\t查\t看\t您\t需\t要\t補\t足\t的\t金\t鷹\t量。\t在\t您\t補\t足\t金\t鷹\t後，\t重\t新\t登\t入\t即\t可\t再\t次\t進\t行\t遊\t戲。";"NOT TRANSLATED";
