"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"caliber_152/desc";"152 mm cannon shell rack filled with %s shells";"Magasin de munitions pour canon de 152 mm avec %s obus";"Munizioni da 152 mm con proiettili %s";"152mm Kanonenmunition: %s";"Cañón de 152 mm con un bastidor cargado con %s proyectiles";"В боекомплект 152-мм пушки входят снаряды %s";"До боєкомплекту 152-мм гармати входять снаряди %s";"Magazyn amunicyjny działa kal. 152mm wypełniony pociskami %s";"Conjunto de munições de canhão de 152 mm com %s munições";"%s mermi rafı 152 mm top mühimmatı ile dolduruldu";"152 mm munice s %s náboji";"ράφι για βλήματα πυροβόλου 152 mm γεμάτο με %s βλήματα";"Rak selongsong meriam 152 mm yang berisi selongsong %s";"ชั้นวางลูกปืนใหญ่ 152 มม. บรรจุกระสุน %s นัด";"%s (으)로 채워진 152 mm 곡사포 탄약가대";"152 毫\t米\t炮\t使\t用 %s";"152 mmの%s を\t装填した\t砲弾\tラック";"152 毫\t米\t炮\t使\t用 %s";;
"explosiveType/ph_salz_h10";"PH-Salz and H.10";"PH-Salz et H.10";"PH-Salz e H.10";"PH-Salz und H.10";"PH-Salz and H.10";"EDNA и состав H.10";"EDNA і склад H.10";"PH-Salz i H.10";"PH-Salz e H.10";"PH-Salz ve H.10";"PH-Salz a H 10";"PH-Salz and H.10";"PH-Salz dan H.10";"PH-Salz และ H.10";"PH-잘츠 및 H.10";"PH-Salz 加 H.10";"PH-Salz H.10";"PH-Salz 加 H.10";;
"explosiveType/oshiyaku";"Oshiyaku";"Oshiyaku";"Oshiyaku";"Oshiyaku";"Oshiyaku";"Oshiyaku";"Oshiyaku";"Oshiyaku";"Oshiyaku";"Oshiyaku";"Oshiyaku";"Oshiyaku";"Oshiyaku";"Oshiyaku";"오시야쿠";"黄\t脂\t药\t（钝\t化\t苦\t味\t酸）";"黄脂薬";"黃\t脂\t藥\t（鈍\t化\t苦\t味\t酸）";;
"explosiveType/rdx_tnt";"RDX/TNT";"RDX/TNT 40/60";"RDX/TNT";"RDX/TNT 40/60";"RDX/TNT 40/60";"Гексоген и тротил";"Гексоген і тротил";"RDX/TNT 40/60";"RDX/TNT";"RDX/TNT 40/60";"RDX / TNT 40/60";"RDX/TNT";"RDX/TNT";"RDX/TNT";"RDX/TNT";"黑\t梯\t炸\t药\t（黑\t索\t今\t/TNT）";"RDX/TNT 40/60";"黑\t梯\t炸\t藥\t（黑\t索\t金\t/TNT）";;
"explosiveType/sw_39a";"SW39a";"SW39a";"SW39a";"SW39a";"SW39a";"SW39a";"SW39a";"SW39a";"SW39a";"SW39a";"SW39a";"SW39a";"SW39a";"SW39a";"SW39a";"SW39a\t（含\t铝\t硝\t酸\t铵\t/\t黑\t喜\t儿\t/TNT）";"SW39a";"SW39a";;
"explosiveType/tp_97";"Type 97";"Type 97";"Tipo 97";"Type 97";"Tipo 97";"Type 97";"Type 97";"Typ 97";"Type 97";"Type 97";"Type 97";"Type 97";"Type 97";"Type 97";"97식";"九\t七\t式\t爆\t药\t（TNT 加 黑\t喜\t儿）";"Type 97";"九\t七\t式\t爆\t藥";;
"explosiveType/tp_91";"Type 91";"Type 91";"Tipo 91";"Type 91";"Tipo 91";"Type 91";"Type 91";"Typ 91";"Type 91";"Type 91";"Type 91";"Type 91";"Type 91";"Type 91";"91식";"九\t一\t式\t爆\t药\t（三\t硝\t基\t苯\t甲\t醚）";"Type 91";"九\t一\t式\t爆\t藥\t（三\t硝\t基\t甲\t苯）";;
"explosiveType/tp_88";"Type 88";"Type 88";"Tipo 88";"Typ 88";"Type 88";"Type 88";"Type 88";"Typ 88";"Type 88";"Type 88";"Type 88";"Type 88";"Type 88";"Type 88";"88식";"八\t八\t式\t爆\t药\t（重\t油\t粘\t结\t高\t氯\t酸\t铵）";"Type 88";"八\t八\t式\t炸\t藥\t（重\t油\t粘\t結\t高\t氯\t酸\t銨）";;
"explosiveType/picric_acid_tnt";"Picric acid/TNT 34/66";"Acide Picrique/TNT 34/66";"Acido pirico/TNT 34/66";"Pikrinsäure/TNT 34/66";"Ácido pícrico/TNT 34/66";"Тринитрофенол и тротил";"Тринітрофенол і тротил";"Kwas pikrynowy/trotyl 34/66";"Picric acid/TNT 34/66";"Picric acid/TNT 34/66";"Picric acid/TNT 34/66";"Πικρικό οξύ/TNT 34/66";"Picric acid/TNT 34/66";"Picric acid/TNT 34/66";"피크린산/TNT 34/66";"苦\t味\t酸\t/TNT 34/66";"ピクリン\t酸/TNT 34/66";"苦\t味\t酸\t/TNT 34/66";;
"explosiveType/picric_acid";"Picric acid";"Acide Picrique";"Acido pirico";"Pikrinsäure";"Ácido pícrico";"Тринитрофенол";"Тринітрофенол";"Kwas pikrynowy";"Picric acid";"Picric acid";"Picric acid";"Πικρικό οξύ";"Picric acid";"Picric acid";"피크린산";"苦\t味\t酸\t（三\t硝\t基\t苯\t酚）";"ピクリン\t酸";"苦\t味\t酸\t（三\t硝\t基\t苯\t酚）";;
"explosive/shellite";"Shellite";"Shellite";"Shellite";"Shellite";"Shellite";"Шеллит";"Шелліт";"Shellite";"Shellite";"Shellite";"Šellit";"Shellite";"Shellite";"Shellite";"쉘라이트";"谢\t利\t特\t（苦\t味\t酸 加 二\t硝\t基\t苯\t酚）";"Shellite";"謝\t利\t特\t（苦\t味\t酸 加 二\t硝\t基\t苯\t酚）";;
"explosiveType/dd";"DD";"DD";"DD";"DD";"DD";"DD";"DD";"DD";"DD";"DD";"DD";"DD";"DD";"DD";"DD";"DD 炸\t药\t（二\t硝\t基\t萘 加 二\t硝\t基\t苯\t酚）";"DD";"DD 炸\t藥";;
"explosiveType/mmn";"MMn";"MMn";"MMn";"MMn";"MMn";"MMn";"MMn";"Melinit-mononitronaftalen";"MMn";"MMn";"MMn";"MMn";"MMn";"MMn";"MMn";"MMn 炸\t药\t（苦\t味\t酸 加 一\t硝\t基\t萘）";"MMn";"MMn 炸\t藥";;
"explosiveType/rdx";"RDX";"RDX";"RDX";"RDX";"RDX";"Гексоген";"Гексоген";"Heksogen";"RDX";"RDX";"RDX";"RDX";"RDX";"RDX";"RDX";"黑\t索\t今\t（环\t三\t亚\t甲\t基\t三\t硝\t胺）";"RDX";"黑\t索\t金";;
"explosiveType/tga_16";"TGA-16";"TGA-16";"TGA-16";"TGA-16";"TGA-16";"ТГА-16";"ТГА-16";"TGA-16";"TGA-16";"TGA-16";"TGA-16";"TGA-16";"TGA-16";"TGA-16";"TGA-16";"TGA-16\t（含\t铝\t黑\t索\t今 加 TNT）";"TGA-16";"TGA-16";;
"explosiveType/tgaf_5";"TGAF-5";"TGAF-5";"TGAF-5";"TGAF-5";"TGAF-5";"ТГАФ-5";"ТГАФ-5";"TGAF-5";"TGAF-5";"TGAF-5";"TGAF-5";"TGAF-5";"TGAF-5";"TGAF-5";"TGAF-5";"TGAF-5\t（含\t铝\t钝\t化\t黑\t索\t今 加 TNT）";"TGAF-5";"TGAF-5";;
"explosiveType/smoke_composition";"Smoke composition";"Composition de la fumée";"Composizione Fumogeno";"Rauch-Zusammensetzung";"Composición del humo";"Дымообразующий состав";"Димоутворювальний склад";"Typ zasłony dymnej";"Composição da fumaça";"Smoke composition";"složení kouře";"Σύνθεση καπνού";"Komposisi asap";"Smoke composition";"연막 조성물";"发\t烟\t剂";"発煙化合物";"發\t煙\t劑";;
"explosiveType/rdx_pwx";"RDX/PWX";"RDX/PWX";"RDX/PWX";"RDX/PWX";"RDX/PWX";"RDX/PWX";"RDX/PWX";"Heksogen/PWX";"RDX/PWX";"RDX/PWX";"RDX/PWX";"RDX/PWX";"RDX/PWX";"RDX/PWX";"RDX/PWX";"黑\t索\t今 加 PWX";"RDX/PWX";"黑\t索\t金 加 PWX";;
"explosiveType/tna";"TNA";"TNA";"TNA";"TNA";"TNA";"TNA";"TNA";"TNA";"TNA";"TNA";"TNA";"TNA";"TNA";"TNA";"TNA";"三\t硝\t基\t苯\t胺";"TNA";"三\t硝\t基\t苯\t胺";;
"explosiveType/tetryl_bpp";"Tetryl and B.P.P.";"Tétryl et B.P.P.";"Tetrile e B.P.P.";"Tetryl und B.P.P.";"Tetryl and B.P.P.";"Тетрил и чёрный порох";"Тетрил і чорний порох";"Tetryl i czarny proch";"Tetryl e B.P.P.";"Tetril ve B.P.P.";"Tetryl a Černý prach";"Τετρύλιο και B.P.P.";"Tetryl dan B.P.P.";"Tetryl และ B.P.P.";"테트릴 및 흑색 화약";"特\t屈\t儿 加 黑\t火\t药";"Tetryl B.P.P.";"特\t屈\t兒 加 黑\t火\t藥";;
"explosiveType/h5_fp02";"H.5 and Fp.02";"H.5 et Fp.02";"H.5 e Fp.02";"H.5 und Fp.02";"H.5 and Fp.02";"Состав H.5 и состав Fp.02";"Склад H.5 и склад Fp.02";"H.5 i Fp.02";"H.5 and Fp.02";"H.5 ve Fp.02";"H 5 a Fp 02";"H.5 και Fp.02";"H.5 dan Fp.02";"H.5 และ Fp.02";"H.5 및 Fp.02";"H.5 加 Fp.02";"H.5 Fp.02";"H.5 加 Fp.02";;
"explosiveType/tnt_a_ix_2";"TNT and A-IX-2";"TNT et A-IX-2";"TNT e A-IX-2";"TNT und A-IX-2";"TNT and A-IX-2";"Тротил и A-IX-2";"Тротил і А-IX-2";"Trotyl i A-IX-2";"TNT e A-IX-2";"TNT ve A-IX-2";"TNT a A-IX-2";"TNT και A-IX-2";"TNT dan A-IX-2";"TNT และ A-IX-2";"TNT 및 A-IX-2";"TNT 加 A-IX-2";"TNT と A-IX-2";"TNT 加 A-IX-2";;
"explosiveType/fp10_np10";"Fp.10 and Np.10";"Fp.10 et Np.10";"Fp.10 e Np.10";"Fp.10 und Np.10";"Fp.10 and Np.10";"Состав Fp.10 и состав Np.10";"Склад Fp.10 і склад Np.10";"Fp.10 i Np.10";"Fp.10 e Np.10";"Fp.10 ve Np.10";"Fp 10 a Np 10";"Fp.10 και Np.10";"Fp.10 dan Np.10";"Fp.10 และ Np.10";"Fp.10 및 Np.10";"Fp.10 加 Np.10";"Fp.10 と Np.10";"Fp.10 加 Np.10";;
"explosiveType/lyddit";"Lyddite";"Lyddite";"Liddite";"Lyddit";"Lyddit";"Лиддит";"Лідді";"Lyddit";"Lyddite";"Lyddit";"Lyddite";"Lyddite";"Lyddite";"Lyddite";"리다이트";"立\t德\t炸\t药\t（苦\t味\t酸 加 硝\t化\t纤\t维）";"リッダイト";"立\t德\t炸\t葯";;
"explosiveType/shimose";"Shimose";"Shimose";"Shimose";"Shimose";"Shimose";"Шимоза";"Шимоза";"Shimose";"Shimose";"Shimose";"Šimose";"Shimose";"Shimose";"Shimose";"시모세 화약";"下\t濑\t火\t药\t（苦\t味\t酸 加 硝\t化\t纤\t维）";"下瀬火薬";"下\t瀬\t火\t薬";;
"explosiveType/torpex";"Torpex";"Torpex";"Torpex";"Torpex";"Torpex";"Торпекс";"Торпекс";"Torpex";"Torpex";"Torpeks";"Torpex";"Torpex";"Torpex";"Torpex";"토펙스";"托\t儿\t佩\t克\t斯\t炸\t药\t（含\t铝\t黑\t索\t今 加 TNT）";"トーペックス";"鋁\t末\t混\t合\t炸\t藥";;
"explosiveType/hbx";"HBX";"HBX";"HBX";"HBX";"HBX";"HBX";"HBX";"HBX";"HBX";"HBX";"HBX";"HBX";"HBX";"HBX";"HBX";"HBX\t（含\t铝\t钝\t化\t黑\t索\t今 加 TNT）";"HBX";"HBX\t（含\t鋁\t鈍\t化\t黑\t索\t金 加 TNT）";;
"explosiveType/hta";"HTA";"HTA";"HTA";"HTA";"HTA";"HTA";"HTA";"HTA";"HTA";"HTA";"HTA";"HTA";"HTA";"HTA";"HTA";"HTA\t（含\t铝\t黑\t索\t今 加 TNT）";"HTA";"HTA\t（含\t鋁\t黑\t索\t金 加 TNT）";;
"explosiveType/hta_petn";"HTA/PETN";"HTA/PETN";"HTA/PETN";"HTA/PETN";"HTA/PETN";"HTA/PETN";"HTA/PETN";"HTA/PETN";"HTA/PETN";"HTA/PETN";"HTA / PETN";"HTA/PETN";"HTA/PETN";"HTA/PETN";"HTA/PETN";"HTA 加 太\t安";"HTA/PETN";"HTA 加 太\t安";;
"explosiveType/pentolite";"Pentolite";"Pentolite";"Pentolite";"Pentolite";"Pentolite";"Пентолит";"Пентоліт";"Pentolit";"Pentolite";"Pentolit";"Pentolit";"Πεντολίτης";"Pentolite";"Pentolite";"펜톨라이트";"彭\t托\t利\t特\t炸\t药\t（太\t安 加 TNT）";"ペントライト";"彭\t特\t來\t炸\t藥";;
"explosiveType/comp_b";"Composition B";"Composition B";"Composizione B";"Composition B";"Composition B";"Состав В";"Cклад В";"Kompozycja B";"Composição B";"Bileşim B";"Složka B";"Σύνθεση B";"Composition B";"Composition B";"콤포지션 B";"B 炸\t药\t（黑\t索\t今 加 TNT）";"コンポジション B";"B 炸\t藥\t（黑\t索\t今 加 TNT）";;
"explosiveType/amatol_tnt";"Amatol and TNT";"Amatol et TNT";"Amatolo e TNT";"Amatol und TNT";"Amatol and TNT";"Аммотол и тротил";"Амотол або тротил";"Amatol i trotyl";"Amatol e TNT";"Amatol ve TNT";"Amatol a TNT";"Amatol και TNT";"Amatol dan TNT";"Amatol และ TNT";"아마톨 및 TNT";"阿\t马\t托\t炸\t药 加 TNT";"アマトールと\tTNT";"阿\t馬\t托\t炸\t藥 加 TNT";;
"explosiveType/amatol";"Amatol";"Amatol";"Amatolo";"Amatol";"Amatol";"Аммотол";"Амотол";"Amatol";"Amatol";"Amatol";"Amatol";"Amatol";"Amatol";"Amatol";"아마톨";"阿\t马\t托\t炸\t药\t（TNT 加 硝\t酸\t铵）";"アマトール";"阿\t馬\t托\t炸\t藥\t（TNT 加 硝\t酸\t銨）";;
"explosiveType/exp_d_tetryl";"Exp.D and tetryl";"Exp. D et tétryl";"Esp.D e tetrile";"Exp. D und Tetryl";"Exp.D and tetryl";"Пикрат аммония и тетрил";"Пікрати амонію і тетрил";"Pikrynian amonu i tetryl";"Exp.D e tetryl";"Patlayıcı.D ve tetril";"Exp. D a Tetryl";"Exp.D και τετρύλιο";"Exp.D dan Tetryl";"Exp.D และ tetryl";"D 폭약 및 테트릴";"D 炸\t药 加 特\t屈\t儿";"D\t爆薬 と テトリル";"D 炸\t藥 加 特\t屈\t兒";;
"explosiveType/exp_d";"Exp. D";"Exp. D";"Esp. D";"Exp. D";"Exp. D";"Пикрат аммония";"Пікрати амонію";"Pikrynian amonu";"Exp. D";"Patlayıcı. D";"Exp. D";"Exp. D";"Exp. D";"Exp. D";"D 폭약";"D 炸\t药\t（三\t硝\t基\t苯\t铵）";"D\t爆薬";"鄧\t氏\t炸\t藥";;
"explosiveType/fp60_40";"Fp.60/40";"Fp.60/40";"Fp.60/40";"Fp.60/40";"Fp.60/40";"Состав Fp.60/40";"Склад Fp.60/40";"Fp.60/40";"Fp.60/40";"Fp.60/40";"Fp 60/40";"Fp.60/40";"Fp.60/40";"Fp.60/40";"Fp.60/40";"Fp.60/40\t（TNT/\t硝\t酸\t铵 60/40）";"Fp.60/40";"Fp.60/40";;
"explosiveType/fp02";"Fp.02";"Fp.02";"Fp.02";"Fp.02";"Fp.02";"Состав Fp.02";"Склад Fp.02";"Fp.02";"Fp.02";"Fp.02";"Fp 02";"Fp.02";"Fp.02";"Fp.02";"Fp.02";"Fp.02\t（TNT）";"Fp.02";"Fp.02";;
"explosiveType/fp02_tetraxhlornaphtalin";"Fp.02 and naphthalene tetrachloride";"Fp.02 et tétrachlorure de naphtalène";"Fp.02 e tetracloruro di naftalene";"Fp.02 und Naphthalinthetrachlorid";"Fp.02 and naphthalene tetrachloride";"Состав Fp.02 и тетрахлорнафталин";"Склад Fp.02 і тетрахлорнафталін";"Fp.02 i tetrachloronaftalen";"Fp.02 e tetracloreto de naftaleno";"Fp.02 ve naftalin tetraklorid";"Fp 02 a tetrachlorid naftalenu";"Fp.02 και τετραχλωριούχο ναφθαλίνιο";"Fp.02 dan naphthalene tetrachloride";"Fp.02 และ naphthalene tetrachloride";"Fp.02 및 사염화나프탈렌";"Fp.02 加 四\t氯\t化\t萘";"Fp.02 と ナフタレン\t四塩化炭素";"Fp.02 加 四\t氯\t化\t萘";;
"explosiveType/tnt";"TNT";"TNT";"TNT";"TNT";"TNT";"Тротил";"Тротил";"Trotyl";"TNT";"TNT";"TNT";"TNT";"TNT";"TNT";"TNT";"TNT\t（三\t硝\t基\t甲\t苯）";"TNT";"TNT\t（三\t硝\t基\t甲\t苯）";;
"explosiveType/tetryl";"Tetryl";"Tétryl";"Tetrile";"Tetryl";"Tetryl";"Тетрил";"Тетрил";"Tetryl";"Tetryl";"Tetril";"Tetryl";"Τετρύλιο";"Tetryl";"Tetryl";"테트릴";"特\t屈\t儿\t（三\t硝\t基\t苯\t甲\t硝\t胺）";"テトリル";"特\t屈\t兒\t（三\t硝\t基\t苯\t甲\t硝\t胺）";;
"explosiveType/tritonal";"Tritonal";"Tritonal";"Tritonal";"Tritonal";"Tritonal";"Тритонал";"Тритонал";"Tritonal";"Tritonal";"Tritonal";"Tritonal";"Tritonal";"Tritonal";"Tritonal";"트리토널";"特\t里\t托\t纳\t儿\t（含\t铝 TNT）";"トリトナール";"Tritonal\t（含\t铝 TNT）";;
"explosiveType/pbxn_5";"PBXN-5";"PBXN-5";"PBXN-5";"PBXN-5";"PBXN-5";"PBXN-5";"PBXN-5";"PBXN-5";"PBXN-5";"PBXN-5";"PBXN-5";"PBXN-5";"PBXN-5";"PBXN-5";"PBXN-5";"PBXN-5\t（氟\t橡\t胶\t粘\t结\t奥\t克\t托\t今）";"PBXN-5";"PBXN-5";;
"explosiveType/pbxn_4";"PBXN-4";"PBXN-4";"PBXN-4";"PBXN-4";"PBXN-4";"PBXN-4";"PBXN-4";"PBXN-4";"PBXN-4";"PBXN-4";"PBXN-4";"PBXN-4";"PBXN-4";"PBXN-4";"PBXN-4";"PBXN-4\t（尼\t龙\t粘\t结\t二\t氨\t基\t三\t硝\t基\t苯）";"PBXN-4";"PBXN-4\t（尼\t龍\t甲\t醛\t二\t氨\t基\t三\t硝\t基\t苯）";;
"explosiveType/pbxn_3";"PBXN-3";"PBXN-3";"PBXN-3";"PBXN-3";"PBXN-3";"PBXN-3";"PBXN-3";"PBXN-3";"PBXN-3";"PBXN-3";"PBXN-3";"PBXN-3";"PBXN-3";"PBXN-3";"PBXN-3";"PBXN-3\t（尼\t龙\t粘\t结\t奥\t克\t托\t今）";"PBXN-3";"PBXN-3";;
"explosiveType/liEx_S13df";"Liquid explosives";"Explosifs liquides";"Esplosivi Liquidi";"Flüssigsprengstoffe";"Explosivos líquidos";"Огнесмесь";"Вибухові речовини";"Płynne materiały wybuchowe";"Explosivos líquidos";"Liquid explosives";"tekuté výbušniny";"Υγρά εκρηκτικά";"Bahan peledak cair";"ระเบิดเหลว";"액체 폭발물";"液\t体\t炸\t药";"液体爆弾";"液\t體\t炸\t藥";;
"explosiveType/ph_salz";"EDNA";"EDNA";"EDNA";"EDNA";"EDNA";"EDNA";"EDNA";"EDNA";"EDNA";"EDNA";"EDNA";"EDNA";"EDNA";"EDNA";"EDNA";"乙\t二\t硝\t胺";"EDNA";"伸\t乙\t二\t(硝\t胺)";;
"explosiveType/hexal";"Hexal";"Hexal";"Hexal";"Hexal";"Hexal";"Гексал";"Гексал";"Heksal";"Hexal";"Hexal";"Hexal";"Hexal";"Hexal";"Hexal";"헥살";"海\t萨\t尔\t炸\t药\t（含\t铝\t钝\t化\t黑\t索\t今）";"Hexal";"A-IX-2\t（含\t鋁\t鈍\t化\t黑\t索\t金）";;
"explosiveType/a_ix_2";"A-IX-2";"A-IX-2";"A-IX-2";"A-IX-2";"A-IX-2";"A-IX-2";"A-IX-2";"A-IX-2";"A-IX-2";"A-IX-2";"A-IX-2";"A-IX-2";"A-IX-2";"A-IX-2";"A-IX-2";"A-IX-2\t（含\t铝\t钝\t化\t黑\t索\t今）";"A-IX-2";"A-IX-2\t（含\t鋁\t鈍\t化\t黑\t索\t金）";;
"explosiveType/a_ix_1";"A-IX-1";"A-IX-1";"A-IX-1";"A-IX-1";"A-IX-1";"A-IX-1";"A-IX-1";"A-IX-1";"A-IX-1";"A-IX-1";"A-IX-1";"A-IX-1";"A-IX-1";"A-IX-1";"A-IX-1";"A-IX-1\t（钝\t化\t黑\t索\t今）";"A-IX-1";"A-IX-1\t（鈍\t化\t黑\t索\t金）";;
"explosiveType/h10";"H.10";"H.10";"H.10";"H.10";"H.10";"Состав H.10";"Склад H.10";"H.10";"H.10";"H.10";"H 10";"H.10";"H.10";"H.10";"H.10";"H.10\t（10% 石\t蜡\t钝\t化\t黑\t索\t今）";"H.10";"H.10\t（10% 石\t蠟\t鈍\t化\t黑\t索\t金）";;
"explosiveType/h5";"H.5";"H.5";"H.5";"H.5";"H.5";"Состав H.5";"Склад H.5";"H.5";"H.5";"H.5";"H 5";"H.5";"H.5";"H.5";"H.5";"H.5\t（5% 石\t蜡\t钝\t化\t黑\t索\t今）";"H.5";"H.5\t（5% 石\t蠟\t鈍\t化\t黑\t索\t金）";;
"explosiveType/comp_h6";"Comp. H6";"Comp. H6";"Comp. H6";"Comp. H6";"Comp. H6";"Состав H6";"СкладH6";"Kompozycja H6";"Comp. H6";"Comp. H6";"Složka H6";"Comp. H6";"Comp. H6";"Comp. H6";"콤포지션 H6";"H6 炸\t药\t（含\t铝\t钝\t化\t黑\t索\t今 加 TNT）";"H6";"H6 炸\t藥\t（含\t鋁\t鈍\t化\t黑\t索\t金 加 TNT）";;
"explosiveType/np_10";"Np.10";"Np.10";"Np.10";"Np.10";"Np.10";"Состав Np.10";"Склад Np.10";"Np.10";"Np.10";"Np.10";"Np 10";"Np.10";"Np.10";"Np.10";"Np.10";"Np.10\t（10% 石\t蜡\t钝\t化\t太\t安）";"Np.10";"Np.10\t（10% 石\t蠟\t鈍\t化\t太\t安）";;
"explosiveType/np_15";"Np.15";"Np.15";"Np.15";"Np.15";"Np.15";"Состав Np.15";"Склад Np.15";"Np.15";"Np.15";"Np.15";"Np 15";"Np.15";"Np.15";"Np.15";"Np.15";"Np.15\t（15% 石\t蜡\t钝\t化\t太\t安）";"Np.15";"Np.15\t（15% 石\t蠟\t鈍\t化\t太\t安）";;
"explosiveType/petn";"PETN";"PETN";"Pentaeritrite";"PETN";"PETN";"PETN";"PETN";"Pentryt";"PETN";"PETN";"Pentrit";"PETN";"PETN";"PETN";"PETN";"太\t安\t（季\t戊\t四\t醇\t四\t硝\t酸\t酯）";"ペンスリット";"太\t安\t（季\t戊\t四\t醇\t四\t硝\t酸\t酯）";;
"explosiveType/ocfol";"OKFOL";"OKFOL";"OKFOL";"Ocfol";"Ocfol";"Окфол";"Окфол";"Ocfol";"OKFOL";"Okfol";"Ocfol";"OKFOL";"OKFOL";"OKFOL";"옥폴";"奥\t克\t福\t儿\t炸\t药\t（钝\t化\t奥\t克\t托\t今）";"OKFOL";"OKFOL\t（鈍\t化\t奧\t克\t托\t今）";;
"explosiveType/clx_663";"CLX663";"CLX663";"CLX663";"CLX663";"CLX663";"CLX663";"CLX663";"CLX663";"CLX663";"CLX663";"CLX663";"CLX663";"CLX663";"CLX663";"CLX663";"CLX663";"CLX663";"CLX663";;
"explosiveType/octol";"Octol";"Octol";"Octol";"Octol";"Octol";"Октол";"Октол";"Octol";"Octol";"Octol";"Octol";"Octol";"Octol";"Octol";"옥톨";"奥\t克\t托\t儿\t炸\t药\t（奥\t克\t托\t今 加 TNT）";"オクトール";"奧\t克\t托\t爾\t炸\t藥\t（奧\t克\t托\t今 加 TNT）";;
"explosiveType/hmx";"HMX";"HMX";"HMX";"HMX";"HMX";"HMX";"HMX";"HMX";"HMX";"HMX";"HMX";"HMX";"HMX";"HMX";"HMX";"奥\t克\t托\t今\t（环\t四\t亚\t甲\t基\t四\t硝\t胺）";"HMX";"奧\t克\t托\t今\t（環\t四\t亞\t甲\t基\t四\t硝\t胺）";;
"explosiveType/fp02_np10";"Fp.02 and Np.10";"Fp.02 et Np.10";"Fp.02 e Np.10";"Fp.02 und Np.10";"Fp.02 and Np.10";"Состав Fp.02 и состав Np.10";"Склад Fp.02 та Np.10";"Fp.02 i Np.10";"Fp.02 e Np.10";"Fp.02 ve Np.10";"Fp 02 a Np 10";"Fp.02 και Np.10";"Fp.02 dan Np.10";"Fp.02 และ Np.10";"Fp.02 및 Np.10";"Fp.02 加 Np.10";"Fp.02 と Np.10";"Fp.02 加 Np.10";;
"explosiveType/comp_a";"Comp. A";"Comp. A";"Comp. A";"Comp. A";"Comp. A";"Состав A";"Cклад А";"Kompozycja A";"Comp. A";"Comp. A";"Složka A";"Comp. A";"Comp. A";"Comp. A";"콤포지션 A";"A 炸\t药\t（钝\t化\t黑\t索\t今）";"コンポジション\t爆薬.A";"A 炸\t藥\t（鈍\t化\t黑\t索\t金）";;
"explosiveType/nitrolit";"Nitrolite";"Nitrolite";"Nitrolite";"Nitrolith";"Nitrolita";"Нитролит";"Нітроліт";"Nitrolit";"Nitrolite";"Nitrolite";"Nitrolite";"Nitrolite";"Nitrolite";"Nitrolite";"니트롤라이트";"硝\t铵\t炸\t药";"Nitrolite";"硝\t酸\t銨";;
"explosiveType/tg_40";"TG-40";"TG-40";"TG-40";"TG-40";"TG-40";"ТГ-40";"ТГ-40";"TG-40";"TG-40";"TG-40";"TG-40";"TG-40";"TG-40";"TG-40";"TG-40";"TG-40\t（黑\t索\t今 加 TNT）";"TG-40";"TG-40";;
"explosiveType/hlp_n";"HLP-N";"HLP-N";"HLP-N";"HLP-N";"HLP-N";"HLP-N";"HLP-N";"HLP-N";"HLP-N";"HLP-N";"HLP-N";"HLP-N";"HLP-N";"HLP-N";"HLP-N";"六\t方\t层\t状\t聚\t合\t氮";"HLP-N";"六\t方\t層\t狀\t聚\t合\t氮";;
"explosiveType/minol";"Minol";"Minol";"Minol";"Minol";"Minol";"Минол";"Мінол";"Minol";"Minol";"Minol";"Minol";"Minol";"Minol";"Minol";"미놀";"迈\t纳\t儿\t（含\t铝\t硝\t酸\t铵 加 TNT）";"Minol";"Minol";;
"explosiveType/okfol_20";"OKFOL-20";"OKFOL-20";"OKFOL-20";"OKFOL-20";"OKFOL-20";"ОКФОЛ-20";"ОКФОЛ-20";"OKFOL-20";"OKFOL-20";"OKFOL-20";"OKFOL-20";"OKFOL-20";"OKFOL-20";"OKFOL-20";"OKFOL-20";"奥\t克\t福\t儿\t-20 炸\t药";"OKFOL-20";"奧\t克\t福\t兒\t-20 炸\t藥";;
"weapons/cannon";"{caliber} mm cannon";"Canon de {caliber} mm";"Cannone da {caliber} mm";"{caliber}-mm Geschütz";"cañón de {caliber} mm";"{caliber}-мм пушка";"{caliber}-мм гармата";"Działo {caliber} mm";"Canhão de {caliber} mm";"{caliber} mm Top";"{caliber} mm dělo";"Πυροβόλο {caliber} mm";"Meriam {caliber} mm";"ปืนใหญ่ {caliber} มม.";"{caliber} mm 포";"{caliber} 毫\t米\t火\t炮";"{caliber} mm\t砲";"{caliber} 毫\t米\t加\t農\t炮";;
