"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"squad/cant_ready/need_change_campaign";"To participate in a battle, you must select the same armed forces as those selected by the leader.
Switch to {campaign}?";"Pour participer à une bataille, vous devez sélectionner les mêmes forces armées que celles sélectionnées par le chef.
Passer à {campaign}?";"Per partecipare in una battaglia, devi scegliere la stessa forza armata del capo plotone.
Vuoi passare alla {campaign}?";"Um an einer Schlacht teilzunehmen, musst Du dieselben Streitkräfte auswählen, wie der Anführer.
Wechseln zu {campaign}?";"Para participar en una batalla, debes seleccionar las mismas fuerzas armadas que las seleccionadas por el líder.
¿Cambiar a {campaign}?";"Для участия в бою нужно выбрать те же вооруженные силы что выбраны у лидера.
Переключить на {campaign}?";"Щоб узяти участь у битві, ви повинні вибрати ті самі збройні сили, що й лідер.
Перемкнутися на {campaign}?";"Aby wziąć udział w bitwie, musisz wybrać te same siły zbrojne, które zostały wybrane przez przywódcę.
Przejść do {campaign}?";"Para participar numa batalha, deve selecionar as mesmas forças armadas do pelo líder.
Mudar para {campaign}?";"Savaşta yer almak için lider ile aynı silahlı kuvvetleri seçmelisiniz.
{campaign} tarafına geç?";"Chceš-li se zúčastnit bitvy, musíš si vybrat stejné ozbrojené síly, jaké vybral velitel.
Přepnout na {campaign}?";"Για να συμμετάσχετε σε μια μάχη, πρέπει να επιλέξετε τις ίδιες ένοπλες δυνάμεις με αυτές που έχει επιλέξει ο αρχηγός.
Θα αλλάξετε σε {campaign};";"Kamu harus memilih angkatan bersenjata yang sama dengan yang dipilih pemimpin untuk berpartisipasi dalam pertempuran.
Beralih ke {campaign}?";"คุณต้องเลือกกองทัพประเภทเดียวกับที่หัวหน้าเลือกเพื่อเข้าร่วมการต่อสู้
เปลี่ยนเป็น{campaign}หรือไม่?";"전투에 참가하기 위해선 편대장과 같은 진영을 선택해야 합니다.
{campaign}(으)로 바꾸시겠습니까?";"加\t入\t战\t斗\t需\t要\t使\t用\t队\t长\t当\t前\t装\t备\t载\t具\t类\t型。
确\t定\t要\t切\t换\t至 {campaign} 吗？";"バトルに\t参加するには、\t分隊長が\t選んだ\t軍と\t同じものを\t選択する\t必要があります。\t
{campaign}に\t切り\t替えますか？";"加\t入\t戰\t鬥\t需\t要\t使\t用\t隊\t長\t當\t前\t裝\t備\t載\t具\t類\t型。
確\t定\t要\t切\t換\t至 {campaign} 嗎？";;
"gameMode/negativeBalance";"Your ability to play online matches has been blocked due to a revoking of purchases from your account and a negative Gold balance as a result of this. You can check the exact amount of Gold you have to compensate in the hangar. The block will be lifted as soon as you make a new purchase and relogin.";"Votre capacité à jouer des matchs en ligne a été bloquée en raison d'une révocation des achats de votre compte et d'un solde de gold négatif à la suite de cela. Vous pouvez vérifier le nombre exact de gold que vous devez compenser dans le hangar. Le blocage sera levé dès que vous effectuerez un nouvel achat et que vous vous reconnecterez.";"La tua possibilità a giocare partite online è stata bloccata a causa della revoca degli acquisti dal tuo account e dal bilancio di Oro negativo. Puoi controllare l'esatto ammontare di Oro che devi compensare nell'hangar. Il blocco sarà rimosso non appena farai un nuovo acquisto e ti ricollegherai.";"Deine Teilnahmemöglichkeit an Online-Spielen wurde blockiert, da Käufe von Deinem Konto widerrufen wurden und Dein Gold-Guthaben dadurch negativ geworden ist. Du kannst die genaue Menge an Gold, die du ausgleichen musst, im Hangar überprüfen. Die Sperre wird aufgehoben, sobald Du einen neuen Kauf getätigt und Dich neu angemeldet hast.";"Tu capacidad para jugar partidas online ha sido bloqueada debido a la revocación de las compras de tu cuenta y a un saldo negativo de Oro como resultado de ello. Puedes comprobar la cantidad exacta de Oro que tienes por compensar en el hangar. El bloqueo se levantará en cuanto realices una nueva compra y vuelvas a iniciar sesión.";"Вам запрещено играть в онлайн-бои из-за отзыва покупок с аккаунта и отрицательного баланса Золота. Вы можете проверить необходимую сумму компенсации Золота в ангаре. Блокировка будет снята после того как вы совершите новую покупку и перезайдёте в игру.";"Можливість брати участь у мережевих матчах заблоковано через відкликання покупок із вашого облікового запису та від’ємний баланс золота внаслідок цього. Точну кількість золота, яку вам необхідно компенсувати, можна переглянути в ангарі. Блокування буде знято, щойно ви здійсните нову покупку та повторно авторизуєтеся.";"Twoja możliwość rozgrywania meczów online została zablokowana z powodu cofnięcia zakupów z Twojego konta i ujemnego salda Złota w wyniku tego. Możesz sprawdzić dokładną ilość Złota, które masz do wyrównania w hangarze. Blokada zostanie zniesiona, gdy tylko dokonasz nowego zakupu i ponownie się zalogujesz.";"A sua capacidade de jogar partidas online foi bloqueada devido a uma revogação das compras da conta e do resultante saldo negativo de Ouro. No hangar pode saber a quantidade exata de Ouro a compensar. O bloqueio será revogado assim que efetuar uma nova compra e voltar a iniciar sessão.";"Hesabınızdan bazı satın almaların kaldırıması ve negatif Altın dengesine düşmeniz nedeniyle çevrimiçi oyun oynama beceriniz engellendi. Hangarda ihtiyaç duyduğunuz Altın Kartal miktarını görebilirsiniz. Yeni bir satın alma yapıp tekrar giriş yaptığınızda engelleme kaldırılacaktır.";"Vaše možnost hrát online zápasy byla zablokována z důvodu zrušení nákupů z vašeho účtu a záporného zůstatku Zlata. Přesné množství Zlata, které musíte dorovnat, si můžete zkontrolovat v hangáru. Blokace bude zrušena, jakmile provedete nový nákup a znovu se přihlásíte.";"Η δυνατότητα να παίζετε online αγώνες έχει μπλοκαριστεί λόγω ανάκλησης αγορών από τον λογαριασμό σας και του αρνητικού υπολοίπου σε Χρυσό ως αποτέλεσμα αυτού. Μπορείτε να δείτε ακριβώς πόσο Χρυσό πρέπει να συμπληρώσετε στο υπόστεγο αεροσκαφών. Το μπλοκάρισμα θα αρθεί μόλις πραγματοποιήσετε μια νέα αγορά και συνδεθείτε ξανά.";"Kamu telah diblokir dari pertandingan online karena pembelian dari akunmu dibatalkan dan saldo Emas milikmu menjadi negatif. Kamu bisa memeriksa jumlah pasti Emas yang harus kamu ganti di hanggar. Pemblokiran akan dicabut setelah kamu melakukan pembelian baru dan login ulang.";"คุณถูกบล็อกจากการร่วมการแข่งขันออนไลน์เนื่องจากการยกเลิกการซื้อในบัญชีของคุณซึ่งทำให้ยอดทองในบัญชีติดลบ คุณสามารถตรวจสอบจำนวนทองที่ต้องชดเชยได้ที่โรงเก็บเครื่องบิน การบล็อกนี้จะเป็นโมฆะทันทีที่คุณทำการซื้อแล้วเข้าสู่ระบบอีกครั้ง";"구매 철회 후 남은 골드의 양이 음수가 되어 온라인 플레이 기능이 제한되었습니다. 보충해야 하는 골드의 양은 격납고에서 확인하실 수 있습니다. 상품을 새로 구매하신 뒤 다시 로그인하시면 플레이 제한이 해제됩니다.";"由\t于\t您\t的\t账\t号\t进\t行\t的\t部\t分\t购\t买\t交\t易\t出\t现\t异\t常，\t您\t购\t买\t的\t游\t戏\t内\t容\t已\t被\t收\t回，\t并\t导\t致\t您\t的\t金\t鹰\t余\t额\t为\t负，\t您\t将\t暂\t时\t不\t能\t进\t行\t在\t线\t游\t戏。\t您\t可\t以\t在\t基\t地\t中\t查\t看\t您\t需\t要\t补\t足\t的\t金\t鹰\t量。\t在\t您\t补\t足\t金\t鹰\t后，\t重\t新\t登\t陆\t即\t可\t再\t次\t进\t行\t游\t戏。";"あなたの\tアカウントから\t購入した\t商品が\t取り\t消され、\tその\t結果\tゴールドの\t残高が\tマイナスになったため、\tオンライン\t対戦機能が\tブロックされました。\t相殺に\t必要な\tゴールドの\t正確な\t量は、\t格納庫よりご\t確認いただけます。\t新たに\t購入して\t再度\tログインすることで、\tブロックは\t即座に\t解除されます。";"由\t於\t您\t的\t帳\t號\t進\t行\t的\t部\t分\t購\t買\t交\t易\t出\t現\t異\t常，\t您\t購\t買\t的\t遊\t戲\t內\t容\t已\t被\t收\t回，\t並\t導\t致\t您\t的\t金\t鷹\t餘\t額\t為\t負，\t您\t將\t暫\t時\t不\t能\t進\t行\t在\t線\t遊\t戲。\t您\t可\t以\t在\t基\t地\t中\t查\t看\t您\t需\t要\t補\t足\t的\t金\t鷹\t量。\t在\t您\t補\t足\t金\t鷹\t後，\t重\t新\t登\t入\t即\t可\t再\t次\t進\t行\t遊\t戲。";;
"squad/remove_player";"Remove from squad";"Retirer de l'escouade";"Rimuovi dal plotone";"Aus Staffel entfernen";"Eliminar de escuadrón";"Удалить из отряда";"Видалити з загону";"Usuń z oddziału";"Remover da esquadrilha";"Takımdan çıkar";"Odebrat ze skupiny";"Αφαίρεση από την ομάδα";"Keluarkan dari skuad";"ไล่ออกจากหมู่";"편대에서 방출";"移\t出\t小\t队";"分隊から\t除名";"從\t小\t隊\t移\t出";;
"squad/ask/remove";"Would you like to remove {name} from the group?";"Souhaitez-vous retirer {name} de l'escouade?";"Vuoi rimuovere {name} dal gruppo?";"Möchtest Du {name} aus der Gruppe entfernen?";"¿Te gustaría quitar a {name} del grupo?";"Удалить {name} из группы?";"Ви дійсно хочете вигнати {name} з групи?";"Czy chcesz wykluczyć {name} z oddziału?";"Pretende remover {name} do grupo?";"{name} isimli oyuncuyu gruptan çıkarmak istiyor musunuz?";"Chtěl by jsi odebrat {name} ze skupiny?";"Θέλετε να αφαιρέσετε τον {name} από την ομάδα;";"Kamu ingin mengeluarkan {name} dari kelompok?";"คุณต้องการไล่ {name} ออกจากกลุ่มหรือไม่?";"{name} 을(를) 편대에서 추방하시겠습니까?";"确\t定\t要\t将 {name} 移\t出\t小\t队\t吗？";"{name}を\tグループから\t外しますか？";"確\t定\t要\t將 {name} 移\t出\t小\t隊\t嗎？";;
"squad/kickedMsgbox";"You were expelled from the group!";"Vous avez été expulsé(e) de l'escouade!";"Sei stato espulso dal gruppo!";"Du wurdest aus der Gruppe entfernt!";"¡Has sido expulsado del grupo!";"Вас исключили из группы!";"Вас вигнали з групи!";"Zostałeś wykluczony z oddziału!";"Você foi expulso do grupo!";"Gruptan atıldınız!";"Byl jsi odstraněn ze skupiny!";"Σας έδιωξαν από την ομάδα!";"Kamu dikeluarkan dari kelompok!";"คุณถูกไล่ออกจากกลุ่ม!";"편대에서 추방되었습니다!";"您\t已\t被\t踢\t出\t小\t队。";"あなたは\tグループから\t除名されました！";"您\t已\t被\t踢\t出\t小\t隊。";;
"squad/revoke_invite";"Revoke invitation";"Révoquer l’invitation";"Revoca invito";"Einladung widerrufen";"Revocar invitación";"Отозвать приглашение";"Відкликати запрошення";"Wycofaj zaproszenie";"Revogar o convite";"Daveti iptal et";"Zrušit pozvánku";"Ανάκληση πρόσκλησης";"Batalkan undangan";"ถอนคำเชิญ";"초대 취소";"取\t消\t邀\t请";"招待を\t取り\t消す";"取\t消\t邀\t請";;
"squad/tranfer_leadership";"Make leader";"Désigner un chef d'escouade";"Rendi caposquadra";"Zum Staffelführer machen";"Hacer líder";"Сделать лидером";"Зробити лідером";"Mianuj dowódcę";"Tornar líder";"Lider belirle";"Předat velení";"Κάντε αρχηγό";"Jadikan pemimpin";"ตั้งเป็นหัวหน้า";"편대장으로 추대";"移\t交\t队\t长\t身\t份";"リーダーに\t任命する";"任\t命\t隊\t長\t身\t份";;
"squad/invite_player";"Invite to squad";"Inviter à l'escouade";"Invita nel plotone";"In Staffel einladen";"Invitar a escuadrón";"Пригласить в отряд";"Запросити в загін";"Zaproś do oddziału";"Convidar para a esquadrilha";"Takıma davet et";"Pozvat do skupiny";"Προσκαλέστε στην ομάδα";"Undang ke skuad";"เชิญเข้าร่วมหมู่";"편대로 초대";"邀\t请\t加\t入\t小\t队";"分隊へ\t招待";"邀\t請\t加\t入\t小\t隊";;
"squad/popup/tooManyInvited";"You have invited too many players.";"Vous avez invité trop de joueurs.";"Hai invitato troppi giocatori.";"Du hast zu viele Spieler eingeladen.";"Has invitado a demasiados jugadores.";"Вы пригласили слишком много игроков.";"Ви запросили забагато гравців.";"Zaprosiłeś zbyt wielu graczy.";"Demasiados jogadores convidados.";"Çok fazla oyuncu davet ettiniz.";"Pozval jsi moc hráčů.";"Έχετε προσκαλέσει πάρα πολλούς παίκτες.";"Kamu telah mengundang terlalu banyak pemain.";"คุณเชิญผู้เล่นจำนวนมากเกินไป";"너무 많은 플레이어를 초대했습니다.";"邀\t请\t玩\t家\t数\t过\t多。";"招待した\tプレイヤーが\t多すぎます。";"邀\t請\t玩\t家\t數\t過\t多。";;
"squad/ask/leave";"Are you sure you want to leave the squad?";"Êtes-vous certain de vouloir quitter l'escouade ?";"Abbandonare il plotone?";"Möchtest du die Staffel wirklich verlassen?";"¿Seguro que quieres abandonar el escuadrón?";"Вы уверены, что хотите покинуть отряд?";"Ви впевнені, що хочете покинути загін?";"Czy na pewno chcesz opuścić oddział?";"Tens a certeza que queres deixar a esquadrilha?";"Takımdan ayrılmak istediğinden emin misin?";"Opravdu chceš opustit skupinu?";"Είστε σίγουρος ότι θέλετε να φύγετε από την ομάδα;";"Kamu yakin ingin meninggalkan skuad?";"แน่ใจหรือไม่ว่าต้องการออกจากหมู่?";"정말로 편대에서 나오시겠습니까?";"确\t定\t要\t离\t开\t小\t队\t吗？";"分隊から\t離脱しますが\t本当によろしいですか？";"確\t定\t要\t離\t開\t小\t隊\t嗎?";;
"squad/msgbox_disbanded";"Group has been disbanded";"L'escouade a été dissoute";"Il gruppo è stato sciolto";"Die Gruppe wurde aufgelöst";"El grupo ha sido desbandado";"Группа была распущена";"Групу розпущено";"Grupa została rozwiązana";"Grupo foi dissolvido";"Grup dağıtıldı";"Skupina byla rozpuštěna";"Η ομάδα έχει διαλυθεί";"Kelompok telah dibubarkan";"กลุ่มถูกยุบแล้ว";"편대가 해산되었습니다";"小\t队\t已\t解\t散";"グループは\t解散しました";"小\t隊\t已\t解\t散";;
"invite/noNewInvites";"You will see invites to join squad from people here, once you have them.";"Vous verrez des invitations à rejoindre une escouade de la part de personnes ici, une fois que vous les aurez acceptées.";"Vedrai gli inviti per unirti ai plotoni qui, non appena ne avrai.";"Du wirst hier Einladungen zum Beitritt in die Staffel sehen, sobald Du sie erhalten hast.";"Verás invitaciones para unirte al escuadrón de gente aquí, una vez que las tengas.";"Тут вы сможете увидеть приглашения в отряд от других игроков, как только вы их получите.";"Тут ви зможете побачити запрошення приєднатися до ланки.";"Gdy już je otrzymasz, zobaczysz zaproszenia do dołączenia do oddziału.";"Aqui serão apresentados convites para se juntar a esquadrões quando lhe forem enviados.";"Takıma katılma istekleri geldiğinde buradan görebilirsiniz.";"Jakmile je dostaneš, zobrazí se ti zde pozvánky do skupiny.";"Εδώ θα βλέπετε προσκλήσεις από ανθρώπους για να συμμετάσχετε σε ομάδες, μόλις τις στείλουν.";"Kamu bisa melihat undangan untuk bergabung dengan skuad dari pemain lain di sini.";"หากได้รับคำเชิญเข้าร่วมหมู่จากคนอื่นๆ คุณจะดูคำเชิญเหล่านั้นได้ที่นี่";"이곳에서 편대 초대 목록을 확인하실 수 있습니다.";"收\t到\t的\t组\t队\t邀\t请\t会\t显\t示\t在\t这\t里。";"分隊への\t参加招待を\t受け\t取った\t場合、\tここに\t表示されます。";"收\t到\t的\t組\t隊\t邀\t請\t會\t顯\t示\t在\t這\t裡。";;
"invites/clearAll";"Clear all";"Tout effacer";"Annulla tutto";"Alles löschen";"Borrar todo";"Очистить все";"Очистити все";"Wyczyść wszystko";"Limpar tudo";"Hepsini temizle";"Vyčistit vše";"Εκκαθάριση όλων";"Hapus semua";"ล้างทั้งหมด";"모두 지우기";"全\t部\t清\t除";"すべて\tクリア";"全\t部\t清\t除";;
