"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"modification/weapons_torpedo_damage_mode/desc";"More powerful but less fast torpedo
+30% to damage
-30% to torpedo speed";"Torpille plus puissante mais moins rapide
+30% aux dégâts
-30% à la vitesse des torpilles";"Siluro più potente ma meno veloce
+30% ai danni
-30% alla velocità";"Stärkerer, aber weniger schneller Torpedo
+ 30 % auf Schaden
- 30 % auf Torpedo-Geschwindigkeit";"Torpedo más potente pero menos rápido
+30% al daño 
-30% a la velocidad del torpedo";"Более мощная, но менее быстрая торпеда
+30% к урону
-30% к скорости хода";"Потужніша, але повільніша торпеда
+30% шкоди
-30% швидкості торпеди";"Potężniejsza, ale mniej szybka torpeda
+30% do obrażeń
-30% do prędkości torpedy";"Torpedo mais poderoso mas menos rápido
+30% de velocidade do torpedo
-30% de dano";"Daha güçlü fakat daha yavaş torpido
+%30 hasar
-%30 hız";"Výkonnější, ale méně rychlé torpédo
+30 % k poškození
-30 % k rychlosti torpéda";"Ισχυρότερη αλλά πιο αργή τορπίλη
+30% στη ζημιά που προκαλεί
-30% στην ταχύτητα τορπίλης";"Torpedo yang lebih kuat tetapi kurang cepat
+30% untuk damage
-30% untuk kecepatan torpedo";"ตอร์ปิโดอำนาจการทำลายสูงแต่ความเร็วลดลง
สร้างความเสียหาย +30%
ความเร็วตอร์ปิโด -30%";"파괴력은 강하나, 속도가 느린 어뢰입니다.
피해량 +30%
어뢰 속도 -30%";"牺\t牲\t部\t分\t航\t行\t速\t度\t提\t升\t鱼\t雷\t威\t力
命\t中\t后\t伤\t害\t提\t升 30%
最\t大\t航\t行\t速\t度\t减\t少 30%";"威力は\t高いが\t速度は\t遅い\t魚雷
ダメージ+30%
魚雷\tスピード-30%";"犧\t牲\t部\t分\t航\t行\t速\t度\t提\t升\t魚\t雷\t威\t力
命\t中\t後\t傷\t害\t提\t升 30%
最\t大\t航\t行\t速\t度\t減\t少 30%";;
"modification/protection_ammo_wetting";"Storage wetting";"Inondation des soutes";"Bagno munizioni";"Nasse Lagerung";"Humectación del almacenamiento";"Орошение боеукладки";"Зрошування при зберіганні";"Mokry magazyn";"Armazenamento húmido";"Depo ıslatma";"Mokrá munice";"Ύγρανση αποθηκών";"Penyimpanan basah";"พรมน้ำที่เก็บกระสุน";"습식 탄약고";"湿\t式\t弹\t药\t储\t备";"貯蔵庫湿潤";"濕\t式\t彈\t藥\t儲\t備";"max 20 symbols";
"modification/protection_ammo_wetting/desc";"Take less damage in case of detonation of the ammunition storages by 25%";"Subissez moins de dégâts en cas de détonation des stocks de munitions de 25 %";"Prendono meno danni in caso di detonazione delle stive munizioni del 25%";"Im Falle einer Detonation des Munitionslagers wird der Schaden um 25 % reduziert.";"Recibe un 25% menos de daño en caso de detonación de los depósitos de munición";"Снижает урон при детонации погребов боезапаса на 25%";"Зменшує шкоду від детонації складу боєприпасів на 25%";"Mniejsze obrażenia w przypadku detonacji magazynów amunicji o 25%";"Sofre menos danos em caso de detonação do depósito de munições em 25%";"Mühimmat depolarının infilak etmesi durumunda hasarı %15 azaltır";"V případě výbuchu muničních zásobníků je poškození menší o 25 %";"Μικρότερη ζημιά σε περίπτωση πυροδότησης των αποθηκών πυρομαχικών κατά 25%";"Menerima damage lebih sedikit, yaitu sebesar 25%, jika terjadi ledakan pada penyimpanan amunisi";"ได้รับความเสียหายลดลง 25% ในกรณีที่ที่เก็บกระสุนระเบิดขึ้น";"습식 탄약고 시스템을 채택하여 화재 발생 시 탄약고 유폭 확률을 25% 줄여줍니다.";"弹\t药\t殉\t爆\t造\t成\t伤\t害\t减\t少 25%";"弾薬庫が\t爆発した\t際の\tダメージを\t25%低下させる";"彈\t藥\t殉\t爆\t造\t成\t傷\t害\t減\t少 25%";;
"modification/protection_new_sonar";"Sonar station";"Station sonar";"Stazione sonar";"Sonarstation";"Estación de sonar";"Гидроакустика";"Сонарна станція";"Sonar";"Estação de SONAR";"Sonar istasyonu";"Sonarová stanice";"Σταθμός σόναρ";"Stasiun sonar";"สถานีโซนาร์";"소나 스테이션";"声\t呐\t设\t备";"音波探知基地";"聲\t吶\t設\t備";"max 20 symbols";
"modification/protection_new_sonar/desc";"Detects submarines near the ship
radius: up to 1,5 km 
depth: up to 50 m";"Détecte les sous-marins à proximité du navire
rayon: jusqu'à 1,5 km
profondeur: jusqu'à 50 m";"Avvista i sommergibili vicino alla nave
raggio: fino a 1,5km
profondità: fino a 50m";"Erkennt U-Boote in der Nähe des Schiffes
Radius: bis zu 1,5 km 
Tiefe: bis zu 50 m";"Detecta submarinos cerca del barco
radio: hasta 1,5 km 
profundidad: hasta 50 m";"Обнаруживает подводные лодки вокруг корабля
Радиус: до 1,5 км
Глубина: до 50 м";"Виявляє підводні човни поряд із кораблями
радіус: до 1,5 км 
глибина: до 50 м";"Wykrywa okręty podwodne w pobliżu okrętu
promień: do 1,5 km 
głębokość: do 50 m";"Deteta submarinos perto do navio
raio: até 1,5 km 
profundidade: até 50 m";"Gemiye yakın denizaltıları tespit eder
yarı çap: 1,5 km'ye kadar 
derinlik: 50 m'ye kadar";"Detekuje ponorky v blízkosti lodi
poloměr: až 1,5 km 
hloubka: až 50 m";"Εντοπίζει υποβρύχια κοντά στο πλοίο
ακτίνα: έως 1,5 km 
βάθος: έως 50 m";"Mendeteksi kapal selam di dekat kapal
radius: hingga 1,5 km 
kedalaman: hingga 50 m";"ตรวจจับเรือดำน้ำใกล้ๆ เรือ
รัศมี: สูงสุด 1.5 กม.
ความลึก: สูงสุด 50 ม.";"함선 근처의 잠수함을 감지해낼 수 있습니다.
범위: 최대 1.5km
심도: 최대 50m";"探\t测\t舰\t艇\t周\t边\t潜\t艇\t单\t位\t的\t位\t置
探\t测\t半\t径：\t1.5 千\t米
探\t测\t深\t度：\t50 米";"艦船の\t辺くにある\t潜水艦を\t探知する
半径：\t最大\t1,5 km 
深度：\t最大\t50 m";"偵\t測\t船\t艦\t附\t近\t的\t潛\t艇
半\t徑：\t最\t大 1.5 公\t里
深\t度：\t最\t大 50 公\t尺";;
"modification/protection_new_fireProtection";"Fire protection";"Protection contre l’incendie";"Sistema antincendio";"Brandschutz";"Protección contra incendios";"Защита от пожара";"Протипожежна система";"Ochrona przeciwpożarowa";"Proteção contra fogo";"Yangından korunma";"Požární ochrana";"Προστασία από φωτιά";"Proteksi kebakaran";"ทนไฟ";"방화 체계";"防\t火\t改\t造";"防火";"防\t火\t改\t造";"max 20 symbols";
"modification/protection_new_fireProtection/desc";"Take 50% less fire damage";"Subit 50% de dégâts de feu en moins";"Si subiscono il 50% in meno di danni da incendio";"50 % weniger Feuerschaden";"Recibe un 50% menos de daño por fuego";"Снижает урон от пожара на 50%";"Зменшення шкоди від пожежі на 50%";"Otrzymuje 50% mniej obrażeń od pożaru";"Sofre menos 50% de danos de fogo";"%50 daha az yangın hasarı al";"O 50 % nižší poškození ohněm";"Αντιμετωπίστε 50% λιγότερη ζημιά από φωτιά";"Mengurangi damage akibat kebakaran sebesar 50%";"ได้รีบความเสียหายจากไฟลดลง 50%";"화재로 인한 피해가 50% 감소합니다.";"舰\t艇\t起\t火\t后\t造\t成\t的\t伤\t害\t减\t少 50%";"火災時の\tダメージを\t50%低下させる";"艦\t艇\t起\t火\t後\t造\t成\t的\t傷\t害\t減\t少 50%";;
"modification/maintanance_new_propellers";"New propellers";"Nouvelles hélices";"Nuove eliche";"Neue Propeller";"Hélices nuevas";"Новые винты";"Нові пропелери";"Nowe śruby napędowe";"Novas hélices";"Yeni pervaneler";"Nové lodní šrouby";"Νέες προπέλες";"Baling-baling baru";"ใบพัดใหม่";"새 프로펠러";"螺\t旋\t桨\t翻\t新";"新しい\tプロペラ";"螺\t旋\t槳\t翻\t新";"max 20 symbols";
"modification/maintanance_new_propellers/desc";"Reduces the acceleration and deceleration times by 15%";"Réduit les temps d'accélération et de décélération de 15 %";"Riduce i tempi di accelerazione e decelerazione del 15%";"Reduziert die Beschleunigungs- und Abbremszeiten um 15 %";"Reduce el tiempo de aceleración y deceleración en un 15%";"Ускоряет разгон и остановку на 15%";"Зменшує час розгону та гальмування на 15%";"Skraca czas przyspieszania i zwalniania o 15%";"Reduz os tempos de aceleração e desaceleração em 15%";"Hızlanma ve yavaşlama süresini %15 azaltır";"Zkrácení doby zrychlení a zpomalení o 15 %";"Μειώνει τους χρόνους επιτάχυνσης και επιβράδυνσης κατά 15%";"Mengurangi waktu akselerasi dan deselerasi sebesar 15%";"ลดเวลาเร่งและชะลอลง 15%";"가속 시간과 제동 시간이 15% 감소합니다.";"加\t速\t与\t减\t速\t效\t率\t均\t提\t升 15%";"加減と\t減速の\t時間を\t15%短縮させる";"加\t速\t與\t減\t速\t效\t率\t均\t提\t升 15%";;
"modification/maintanance_new_engines";"New engines";"Nouveaux moteurs";"Nuovi motori";"Neue Motoren";"Motores nuevos";"Новые машины";"Нові двигуни";"Nowe silniki";"Novos motores";"Yeni motorlar";"Nové motory";"Νέοι κινητήρες";"Mesin baru";"เครื่องยนต์ใหม่";"새 엔진";"轮\t机\t翻\t新";"新しい\tエンジン";"輪\t機\t翻\t新";"max 20 symbols";
"modification/maintanance_new_engines/desc";"Increases the maximum speed by 20%";"Augmente la vitesse maximale de 20%";"Aumenta la velocità massima del 20%";"Erhöht die Höchstgeschwindigkeit um 20 %.";"Aumenta la velocidad máxima en un 20%";"Увеличивает максимальную скорость на 20%";"Збільшує максимальну швидкість ходу на 20%";"Zwiększa prędkość maksymalną o 20%";"Aumenta a velocidade máxima em 20%";"Son hızı %20 artırır";"Zvyšuje maximální rychlost o 20 %";"Αυξάνει τη μέγιστη ταχύτητα κατά 20%";"Meningkatkan kecepatan maksimum sebesar 20%";"เพิ่มความเร็วสูงสุด 20%";"최대 속도가 20% 증가합니다.";"航\t行\t极\t速\t提\t升 20%";"最大速度を\t20%向上させる";"航\t行\t極\t速\t提\t升 20%";;
"modification/maintanance_powered_toolkit";"Enhanced toolkit";"Boîte à outils améliorée";"Attrezzi migliorati";"Verbessertes Toolkit";"Kit de herramientas mejorado";"Усиленный ремонт";"Покращений ремкомплект";"Ulepszony zestaw narzędzi";"Caixa de ferramentas melhorada";"İyileştirilmiş tamir kiti";"Vylepšená sada nástrojů";"Ενισχυμένη εργαλειοθήκη";"Toolkit sempurna";"ชุดเครื่องมือยกระดับ";"강화된 수리도구";"进\t阶\t维\t修\t套\t件";"強化工具\tセット";"進\t階\t維\t修\t套\t件";"max 20 symbols";
"modification/maintanance_powered_toolkit/desc";"Toolkits restore 15% more damage
Maximum times you can repair in battle is reduced by 3";"Les boîtes à outils restaurent 15 % de dégâts supplémentaires
Le nombre maximum de réparations en combat est réduit de 3";"Le cassette degli attrezzi fanno recuperare il 15% di danni in più
Le volte massime in cui ci si può riparare in battaglia è ridotto di 3";"Toolkits stellen 15 % mehr Schaden wieder her
Die maximale Anzahl an Reparaturen in einer Schlacht wird um 3 reduziert.";"Los kits de herramientas restauran un 15% más de daño
El número máximo de veces que puedes reparar en batalla se reducen por 3";"Ремкомплекты восстанавливают на 15% больше повреждений
Максимальное количество ремонтов бою меньше на 3";"Ремкомплект відновлює на 15% шкоди більше
Максимальну кількість ремонтів під час бою зменшено на 3";"Zestawy narzędzi przywracają 15% więcej uszkodzeń
Maksymalny czas naprawy w bitwie został skrócony o 3";"A caixa de ferramentas restaura mais 15% de dano
A quantidade máxima de vezes de reparações em combate é reduzida em 3";"Tamir kitleri %15 daha fazla hasar onarır
Muharebede yapabileceğiniz en fazla tamir sayısı 3 azalır";"Sady nářadí obnovují o 15 % více poškození
Maximální doba, po kterou můžeš opravovat v bitvě, se snižuje o 3";"Οι εργαλειοθήκες αποκαθιστούν 15% περισσότερη ζημιά
Οι μέγιστοι χρόνοι που μπορείτε να επισκευάσετε στη μάχη μειώνονται κατά 3";"Toolkit akan memulihkan damage lebih banyak, yaitu sebesar 15%
Waktu maksimum perbaikan dalam pertempuran berkurang sebanyak 3";"ชุดเครื่องมือฟื้นฟูความเสียหายได้เพิ่มขึ้น 15%
จำนวนครั้งที่สามารถซ่อมแซมได้ต่อการต่อสู้ลดลง 3 ครั้ง";"수리도구를 통해 피해량의 15%를 추가로 복구합니다.
전투 중 수리할 수 있는 횟수가 3회 감소합니다.";"使\t用\t修\t理\t套\t件\t能\t够\t额\t外\t恢\t复 15% 耐\t久\t值
战\t斗\t中\t可\t用\t维\t修\t套\t件\t数\t量\t减\t少\t至 3 次";"工具\tセットの\tダメージ\t回復量が\t15%増加する
バトルで\t修理できる\t回数が\t3回少なくなる";"使\t用\t修\t理\t套\t件\t能\t夠\t額\t外\t恢\t復 15% 耐\t久\t值
戰\t鬥\t中\t可\t用\t維\t修\t套\t件\t數\t量\t減\t少\t至 3 次";;
"modification/air/machinegun_belt_universal/desc";"The belt contains a variety of different rounds. It is designed to handle a wide range of tasks but has reduced armor-piercing capabilities.";"The belt contains a variety of different rounds. It is designed to handle a wide range of tasks but has reduced armor-piercing capabilities.";"The belt contains a variety of different rounds. It is designed to handle a wide range of tasks but has reduced armor-piercing capabilities.";"The belt contains a variety of different rounds. It is designed to handle a wide range of tasks but has reduced armor-piercing capabilities.";"The belt contains a variety of different rounds. It is designed to handle a wide range of tasks but has reduced armor-piercing capabilities.";"Лента состоит из множества различных пуль. Предназначена для выполнения широкого спектра задач, однако слабее пробивает броню.";"The belt contains a variety of different rounds. It is designed to handle a wide range of tasks but has reduced armor-piercing capabilities.";"The belt contains a variety of different rounds. It is designed to handle a wide range of tasks but has reduced armor-piercing capabilities.";"The belt contains a variety of different rounds. It is designed to handle a wide range of tasks but has reduced armor-piercing capabilities.";"The belt contains a variety of different rounds. It is designed to handle a wide range of tasks but has reduced armor-piercing capabilities.";"The belt contains a variety of different rounds. It is designed to handle a wide range of tasks but has reduced armor-piercing capabilities.";"The belt contains a variety of different rounds. It is designed to handle a wide range of tasks but has reduced armor-piercing capabilities.";"The belt contains a variety of different rounds. It is designed to handle a wide range of tasks but has reduced armor-piercing capabilities.";"The belt contains a variety of different rounds. It is designed to handle a wide range of tasks but has reduced armor-piercing capabilities.";"The belt contains a variety of different rounds. It is designed to handle a wide range of tasks but has reduced armor-piercing capabilities.";"The belt contains a variety of different rounds. It is designed to handle a wide range of tasks but has reduced armor-piercing capabilities.";"The belt contains a variety of different rounds. It is designed to handle a wide range of tasks but has reduced armor-piercing capabilities.";"The belt contains a variety of different rounds. It is designed to handle a wide range of tasks but has reduced armor-piercing capabilities.";;
"modification/air/machinegun_belt_tracers/desc";"The rounds in this belt leave a visible trail in the air. Generally, it has weaker armor-piercing capability compared to other belts.";"The rounds in this belt leave a visible trail in the air. Generally, it has weaker armor-piercing capability compared to other belts.";"The rounds in this belt leave a visible trail in the air. Generally, it has weaker armor-piercing capability compared to other belts.";"The rounds in this belt leave a visible trail in the air. Generally, it has weaker armor-piercing capability compared to other belts.";"The rounds in this belt leave a visible trail in the air. Generally, it has weaker armor-piercing capability compared to other belts.";"Пули этой ленты оставляют заметный след в воздухе . Как правило, слабее прочих лент пробивает броню.";"The rounds in this belt leave a visible trail in the air. Generally, it has weaker armor-piercing capability compared to other belts.";"The rounds in this belt leave a visible trail in the air. Generally, it has weaker armor-piercing capability compared to other belts.";"The rounds in this belt leave a visible trail in the air. Generally, it has weaker armor-piercing capability compared to other belts.";"The rounds in this belt leave a visible trail in the air. Generally, it has weaker armor-piercing capability compared to other belts.";"The rounds in this belt leave a visible trail in the air. Generally, it has weaker armor-piercing capability compared to other belts.";"The rounds in this belt leave a visible trail in the air. Generally, it has weaker armor-piercing capability compared to other belts.";"The rounds in this belt leave a visible trail in the air. Generally, it has weaker armor-piercing capability compared to other belts.";"The rounds in this belt leave a visible trail in the air. Generally, it has weaker armor-piercing capability compared to other belts.";"The rounds in this belt leave a visible trail in the air. Generally, it has weaker armor-piercing capability compared to other belts.";"The rounds in this belt leave a visible trail in the air. Generally, it has weaker armor-piercing capability compared to other belts.";"The rounds in this belt leave a visible trail in the air. Generally, it has weaker armor-piercing capability compared to other belts.";"The rounds in this belt leave a visible trail in the air. Generally, it has weaker armor-piercing capability compared to other belts.";;
"modification/air/machinegun_belt_armor_targets/desc";"Most of the rounds in the belt are armor-piercing. The belt is effective against armored targets.";"Most of the rounds in the belt are armor-piercing. The belt is effective against armored targets.";"Most of the rounds in the belt are armor-piercing. The belt is effective against armored targets.";"Most of the rounds in the belt are armor-piercing. The belt is effective against armored targets.";"Most of the rounds in the belt are armor-piercing. The belt is effective against armored targets.";"Большинство пуль в ленте бронебойные. Лента эффективна против бронированных целей.";"Most of the rounds in the belt are armor-piercing. The belt is effective against armored targets.";"Most of the rounds in the belt are armor-piercing. The belt is effective against armored targets.";"Most of the rounds in the belt are armor-piercing. The belt is effective against armored targets.";"Most of the rounds in the belt are armor-piercing. The belt is effective against armored targets.";"Most of the rounds in the belt are armor-piercing. The belt is effective against armored targets.";"Most of the rounds in the belt are armor-piercing. The belt is effective against armored targets.";"Most of the rounds in the belt are armor-piercing. The belt is effective against armored targets.";"Most of the rounds in the belt are armor-piercing. The belt is effective against armored targets.";"Most of the rounds in the belt are armor-piercing. The belt is effective against armored targets.";"Most of the rounds in the belt are armor-piercing. The belt is effective against armored targets.";"Most of the rounds in the belt are armor-piercing. The belt is effective against armored targets.";"Most of the rounds in the belt are armor-piercing. The belt is effective against armored targets.";;
"modification/air/machinegun_belt_apt/desc";"The rounds in the belt are armor-piercing with tracing effect. The belt is effective against armored targets and its shots leave visible traces.";"The rounds in the belt are armor-piercing with tracing effect. The belt is effective against armored targets and its shots leave visible traces.";"The rounds in the belt are armor-piercing with tracing effect. The belt is effective against armored targets and its shots leave visible traces.";"The rounds in the belt are armor-piercing with tracing effect. The belt is effective against armored targets and its shots leave visible traces.";"The rounds in the belt are armor-piercing with tracing effect. The belt is effective against armored targets and its shots leave visible traces.";"Пули в ленте бронебойные с трассирующим эффектом. Лента эффективна против бронированных целей, а выстрелы оставляют заметный след в воздухе.";"The rounds in the belt are armor-piercing with tracing effect. The belt is effective against armored targets and its shots leave visible traces.";"The rounds in the belt are armor-piercing with tracing effect. The belt is effective against armored targets and its shots leave visible traces.";"The rounds in the belt are armor-piercing with tracing effect. The belt is effective against armored targets and its shots leave visible traces.";"The rounds in the belt are armor-piercing with tracing effect. The belt is effective against armored targets and its shots leave visible traces.";"The rounds in the belt are armor-piercing with tracing effect. The belt is effective against armored targets and its shots leave visible traces.";"The rounds in the belt are armor-piercing with tracing effect. The belt is effective against armored targets and its shots leave visible traces.";"The rounds in the belt are armor-piercing with tracing effect. The belt is effective against armored targets and its shots leave visible traces.";"The rounds in the belt are armor-piercing with tracing effect. The belt is effective against armored targets and its shots leave visible traces.";"The rounds in the belt are armor-piercing with tracing effect. The belt is effective against armored targets and its shots leave visible traces.";"The rounds in the belt are armor-piercing with tracing effect. The belt is effective against armored targets and its shots leave visible traces.";"The rounds in the belt are armor-piercing with tracing effect. The belt is effective against armored targets and its shots leave visible traces.";"The rounds in the belt are armor-piercing with tracing effect. The belt is effective against armored targets and its shots leave visible traces.";;
"modification/air/machinegun_belt_apit/desc";"Designed for rapidly destroying lightly armored targets with shots leaving visible traces.";"Designed for rapidly destroying lightly armored targets with shots leaving visible traces.";"Designed for rapidly destroying lightly armored targets with shots leaving visible traces.";"Designed for rapidly destroying lightly armored targets with shots leaving visible traces.";"Designed for rapidly destroying lightly armored targets with shots leaving visible traces.";"Предназначена для быстрого уничтожения слабо бронированных целей, а выстрелы оставляют заметный след в воздухе.";"Designed for rapidly destroying lightly armored targets with shots leaving visible traces.";"Designed for rapidly destroying lightly armored targets with shots leaving visible traces.";"Designed for rapidly destroying lightly armored targets with shots leaving visible traces.";"Designed for rapidly destroying lightly armored targets with shots leaving visible traces.";"Designed for rapidly destroying lightly armored targets with shots leaving visible traces.";"Designed for rapidly destroying lightly armored targets with shots leaving visible traces.";"Designed for rapidly destroying lightly armored targets with shots leaving visible traces.";"Designed for rapidly destroying lightly armored targets with shots leaving visible traces.";"Designed for rapidly destroying lightly armored targets with shots leaving visible traces.";"Designed for rapidly destroying lightly armored targets with shots leaving visible traces.";"Designed for rapidly destroying lightly armored targets with shots leaving visible traces.";"Designed for rapidly destroying lightly armored targets with shots leaving visible traces.";;
"modification/air/machinegun_belt_stealth/desc";"The belt contains no tracer rounds, making the firing less noticeable. This hinders long-range shooting, but increases average damage.";"The belt contains no tracer rounds, making the firing less noticeable. This hinders long-range shooting, but increases average damage.";"The belt contains no tracer rounds, making the firing less noticeable. This hinders long-range shooting, but increases average damage.";"The belt contains no tracer rounds, making the firing less noticeable. This hinders long-range shooting, but increases average damage.";"The belt contains no tracer rounds, making the firing less noticeable. This hinders long-range shooting, but increases average damage.";"В ленте отсутствуют трассирующие пули, делая стрельбу менее заметной. Затрудняет стрельбу на дальние дистанции, но имеет с среднем больший урон.";"The belt contains no tracer rounds, making the firing less noticeable. This hinders long-range shooting, but increases average damage.";"The belt contains no tracer rounds, making the firing less noticeable. This hinders long-range shooting, but increases average damage.";"The belt contains no tracer rounds, making the firing less noticeable. This hinders long-range shooting, but increases average damage.";"The belt contains no tracer rounds, making the firing less noticeable. This hinders long-range shooting, but increases average damage.";"The belt contains no tracer rounds, making the firing less noticeable. This hinders long-range shooting, but increases average damage.";"The belt contains no tracer rounds, making the firing less noticeable. This hinders long-range shooting, but increases average damage.";"The belt contains no tracer rounds, making the firing less noticeable. This hinders long-range shooting, but increases average damage.";"The belt contains no tracer rounds, making the firing less noticeable. This hinders long-range shooting, but increases average damage.";"The belt contains no tracer rounds, making the firing less noticeable. This hinders long-range shooting, but increases average damage.";"The belt contains no tracer rounds, making the firing less noticeable. This hinders long-range shooting, but increases average damage.";"The belt contains no tracer rounds, making the firing less noticeable. This hinders long-range shooting, but increases average damage.";"The belt contains no tracer rounds, making the firing less noticeable. This hinders long-range shooting, but increases average damage.";;
"modification/air/machinegun_belt_ground_targets/desc";"The belt is designed for destroying armored ground targets.";"The belt is designed for destroying armored ground targets.";"The belt is designed for destroying armored ground targets.";"The belt is designed for destroying armored ground targets.";"The belt is designed for destroying armored ground targets.";"Лента предназначена для уничтожения бронированных наземных целей.";"The belt is designed for destroying armored ground targets.";"The belt is designed for destroying armored ground targets.";"The belt is designed for destroying armored ground targets.";"The belt is designed for destroying armored ground targets.";"The belt is designed for destroying armored ground targets.";"The belt is designed for destroying armored ground targets.";"The belt is designed for destroying armored ground targets.";"The belt is designed for destroying armored ground targets.";"The belt is designed for destroying armored ground targets.";"The belt is designed for destroying armored ground targets.";"The belt is designed for destroying armored ground targets.";"The belt is designed for destroying armored ground targets.";;
"modification/air/machinegun_belt_air_targets/desc";"The belt is designed for destroying aerial targets.";"The belt is designed for destroying aerial targets.";"The belt is designed for destroying aerial targets.";"The belt is designed for destroying aerial targets.";"The belt is designed for destroying aerial targets.";"Лента предназначена для уничтожения воздушных целей.";"The belt is designed for destroying aerial targets.";"The belt is designed for destroying aerial targets.";"The belt is designed for destroying aerial targets.";"The belt is designed for destroying aerial targets.";"The belt is designed for destroying aerial targets.";"The belt is designed for destroying aerial targets.";"The belt is designed for destroying aerial targets.";"The belt is designed for destroying aerial targets.";"The belt is designed for destroying aerial targets.";"The belt is designed for destroying aerial targets.";"The belt is designed for destroying aerial targets.";"The belt is designed for destroying aerial targets.";;
"modification/air/machinegun_belt_mg131_heit/desc";"The rounds in this belt contain significantly more explosive incendiary material. It is designed for rapidly destroying lightly armored targets.";"The rounds in this belt contain significantly more explosive incendiary material. It is designed for rapidly destroying lightly armored targets.";"The rounds in this belt contain significantly more explosive incendiary material. It is designed for rapidly destroying lightly armored targets.";"The rounds in this belt contain significantly more explosive incendiary material. It is designed for rapidly destroying lightly armored targets.";"The rounds in this belt contain significantly more explosive incendiary material. It is designed for rapidly destroying lightly armored targets.";"Пули этой ленты содержат в себе намного больше разрывного зажигательного вещества. Предназначена для быстрого уничтожения слабо бронированных целей";"The rounds in this belt contain significantly more explosive incendiary material. It is designed for rapidly destroying lightly armored targets.";"The rounds in this belt contain significantly more explosive incendiary material. It is designed for rapidly destroying lightly armored targets.";"The rounds in this belt contain significantly more explosive incendiary material. It is designed for rapidly destroying lightly armored targets.";"The rounds in this belt contain significantly more explosive incendiary material. It is designed for rapidly destroying lightly armored targets.";"The rounds in this belt contain significantly more explosive incendiary material. It is designed for rapidly destroying lightly armored targets.";"The rounds in this belt contain significantly more explosive incendiary material. It is designed for rapidly destroying lightly armored targets.";"The rounds in this belt contain significantly more explosive incendiary material. It is designed for rapidly destroying lightly armored targets.";"The rounds in this belt contain significantly more explosive incendiary material. It is designed for rapidly destroying lightly armored targets.";"The rounds in this belt contain significantly more explosive incendiary material. It is designed for rapidly destroying lightly armored targets.";"The rounds in this belt contain significantly more explosive incendiary material. It is designed for rapidly destroying lightly armored targets.";"The rounds in this belt contain significantly more explosive incendiary material. It is designed for rapidly destroying lightly armored targets.";"The rounds in this belt contain significantly more explosive incendiary material. It is designed for rapidly destroying lightly armored targets.";;
"modification/air/machinegun_belt_night/desc";"A special variant of tracer belt with dimmed glow. Generally, it has weaker armor-piercing capability compared to other belts.";"A special variant of tracer belt with dimmed glow. Generally, it has weaker armor-piercing capability compared to other belts.";"A special variant of tracer belt with dimmed glow. Generally, it has weaker armor-piercing capability compared to other belts.";"A special variant of tracer belt with dimmed glow. Generally, it has weaker armor-piercing capability compared to other belts.";"A special variant of tracer belt with dimmed glow. Generally, it has weaker armor-piercing capability compared to other belts.";"Специальный вариант трассирующей ленты с приглушенным свечением. Как правило, слабее прочих лент пробивает броню.";"A special variant of tracer belt with dimmed glow. Generally, it has weaker armor-piercing capability compared to other belts.";"A special variant of tracer belt with dimmed glow. Generally, it has weaker armor-piercing capability compared to other belts.";"A special variant of tracer belt with dimmed glow. Generally, it has weaker armor-piercing capability compared to other belts.";"A special variant of tracer belt with dimmed glow. Generally, it has weaker armor-piercing capability compared to other belts.";"A special variant of tracer belt with dimmed glow. Generally, it has weaker armor-piercing capability compared to other belts.";"A special variant of tracer belt with dimmed glow. Generally, it has weaker armor-piercing capability compared to other belts.";"A special variant of tracer belt with dimmed glow. Generally, it has weaker armor-piercing capability compared to other belts.";"A special variant of tracer belt with dimmed glow. Generally, it has weaker armor-piercing capability compared to other belts.";"A special variant of tracer belt with dimmed glow. Generally, it has weaker armor-piercing capability compared to other belts.";"A special variant of tracer belt with dimmed glow. Generally, it has weaker armor-piercing capability compared to other belts.";"A special variant of tracer belt with dimmed glow. Generally, it has weaker armor-piercing capability compared to other belts.";"A special variant of tracer belt with dimmed glow. Generally, it has weaker armor-piercing capability compared to other belts.";;
"CLIPPED_LANG_KEEP_IT_ALWAYS_FIRST";;;;;;;;;;;;;;;;;;;"";
